speaker,window_start,window_end,P31_ICM,P24_ACO,P30_INTER,P100_OVERALL,P23_ATM,P13_TSF,P20_ACT,P21_AMP,P10_TRANS,P12_TGS,P11_TMA,P22_ASM,P32_IMO,P33_IAM
CSLPC,1155.0,1185.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
CSLPC,1170.0,1200.0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
CSLPC,1185.0,1215.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CSLPC,1320.0,1350.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CSLPC,1335.0,1365.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CSLPC,1665.0,1695.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CSLPC,1680.0,1710.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CSLPC,1815.0,1845.0,0,0,2,1,0,0,0,0,1,0,0,0,0,0
CSLPC,1830.0,1860.0,0,0,5,2,0,0,1,0,2,0,0,0,0,0
CSLPC,1845.0,1875.0,0,0,4,1,0,0,2,0,1,0,0,0,0,0
CSLPC,1860.0,1890.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
CSLPC,1890.0,1920.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
CSLPC,1905.0,1935.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
CSLPC,2175.0,2205.0,0,1,2,0,0,0,1,0,1,0,0,0,0,0
CSLPC,2190.0,2220.0,0,1,3,0,0,0,4,0,2,1,0,0,0,1
CSLPC,2205.0,2235.0,0,0,3,0,0,0,3,0,2,1,0,0,0,1
CSLPC,2220.0,2250.0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
CSLPC,2235.0,2265.0,0,0,0,1,0,1,0,0,2,0,0,0,0,0
CSLPC,2250.0,2280.0,0,0,0,1,0,1,0,0,3,0,0,0,0,0
CSLPC,2265.0,2295.0,0,0,2,1,0,0,0,0,1,0,0,2,0,0
CSLPC,2280.0,2310.0,0,0,3,1,0,0,1,1,0,0,0,2,0,0
CSLPC,2295.0,2325.0,0,0,4,1,0,0,1,1,1,0,0,0,0,0
CSLPC,2310.0,2340.0,0,0,4,2,0,0,0,0,4,0,0,0,0,1
CSLPC,2325.0,2355.0,0,0,1,1,0,0,0,0,4,0,0,0,0,1
CSLPC,2340.0,2370.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CSLPC,2715.0,2745.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
CSLPC,2730.0,2760.0,0,0,0,2,0,0,0,0,2,0,0,0,0,0
CSLPC,2745.0,2775.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
CSLPC,3075.0,3105.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CSLPC,3090.0,3120.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CSLPC,3120.0,3150.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
CSLPC,3135.0,3165.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
CSLPC,3150.0,3180.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CSLPC,3180.0,3210.0,0,0,2,1,0,0,0,1,2,0,0,0,1,0
CSLPC,3195.0,3225.0,0,0,2,2,0,0,0,1,2,0,0,0,1,0
CSLPC,3210.0,3240.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CSLPC,3390.0,3420.0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
CSLPC,3405.0,3435.0,0,0,2,0,0,0,2,1,0,0,0,0,0,0
CSLPC,3420.0,3450.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
CSLPC,3480.0,3510.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
CSLPC,3495.0,3525.0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
CSLPC,3510.0,3540.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CSLPC,3525.0,3555.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CSLPC,3540.0,3570.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
