speaker,window_start,window_end,P31_ICM,P32_IMO,P30_INTER,P11_TMA,P23_ATM,P21_AMP,P12_TGS,P24_ACO,P22_ASM,P100_OVERALL,P10_TRANS,P20_ACT,P33_IAM,P13_TSF
HCILab1,195.0,225.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab1,210.0,240.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab1,225.0,255.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
HCILab1,240.0,270.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
HCILab1,375.0,405.0,0,0,1,0,0,0,0,0,1,0,1,1,0,1
HCILab1,390.0,420.0,0,0,1,0,0,0,0,0,1,0,1,1,0,1
HCILab1,405.0,435.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
HCILab1,420.0,450.0,0,0,3,0,0,0,0,0,0,0,2,0,0,0
HCILab1,435.0,465.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
HCILab1,450.0,480.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab1,465.0,495.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab1,555.0,585.0,0,0,3,0,0,0,0,0,0,0,0,0,1,0
HCILab1,570.0,600.0,0,0,3,0,0,0,0,0,0,0,0,0,1,0
HCILab1,615.0,645.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab1,630.0,660.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab1,675.0,705.0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
HCILab1,690.0,720.0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
HCILab1,750.0,780.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
HCILab1,765.0,795.0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
HCILab1,780.0,810.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
HCILab1,795.0,825.0,0,0,1,0,0,0,0,0,1,0,2,0,0,0
HCILab1,810.0,840.0,0,0,0,0,0,0,0,0,1,0,3,1,0,0
HCILab1,825.0,855.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
HCILab1,885.0,915.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
HCILab1,900.0,930.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
HCILab1,990.0,1020.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HCILab1,1005.0,1035.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HCILab1,1050.0,1080.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
