speaker,window_start,window_end,P31_ICM,P24_ACO,P30_INTER,P100_OVERALL,P23_ATM,P13_TSF,P20_ACT,P21_AMP,P10_TRANS,P12_TGS,P11_TMA,P22_ASM,P32_IMO,P33_IAM
CSLLaptop,1695.0,1725.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CSLLaptop,1710.0,1740.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
CSLLaptop,1725.0,1755.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
CSLLaptop,1800.0,1830.0,0,0,2,0,0,1,0,0,0,0,0,1,0,0
CSLLaptop,1815.0,1845.0,0,0,2,0,0,1,0,0,0,0,0,1,0,0
CSLLaptop,2220.0,2250.0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
CSLLaptop,2235.0,2265.0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
CSLLaptop,2250.0,2280.0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
CSLLaptop,2265.0,2295.0,0,0,1,1,0,2,0,0,1,0,0,0,0,0
CSLLaptop,2280.0,2310.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
CSLLaptop,2295.0,2325.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
CSLLaptop,2310.0,2340.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
CSLLaptop,2370.0,2400.0,0,0,1,1,0,1,2,0,0,0,0,0,0,0
CSLLaptop,2385.0,2415.0,0,0,3,1,0,1,2,0,0,0,0,0,0,0
CSLLaptop,2400.0,2430.0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
CSLLaptop,2415.0,2445.0,0,0,0,2,0,1,0,0,1,0,0,0,0,0
CSLLaptop,2430.0,2460.0,0,0,1,2,2,2,0,0,2,0,0,0,0,0
CSLLaptop,2445.0,2475.0,0,0,2,1,3,5,1,0,2,0,0,1,0,0
CSLLaptop,2460.0,2490.0,0,0,1,2,1,3,1,0,1,0,0,1,0,0
CSLLaptop,2475.0,2505.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CSLLaptop,2490.0,2520.0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
CSLLaptop,2505.0,2535.0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
CSLLaptop,2535.0,2565.0,0,0,1,0,0,1,1,0,1,0,0,0,0,0
CSLLaptop,2550.0,2580.0,0,0,1,0,0,1,1,0,1,0,0,0,0,0
CSLLaptop,2580.0,2610.0,0,0,0,0,0,1,0,0,3,0,0,1,0,0
CSLLaptop,2595.0,2625.0,0,0,1,0,0,2,3,1,4,0,0,2,0,0
CSLLaptop,2610.0,2640.0,0,0,2,0,0,1,4,1,2,0,0,1,0,0
CSLLaptop,2625.0,2655.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
CSLLaptop,2640.0,2670.0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
CSLLaptop,2655.0,2685.0,0,0,1,0,0,1,1,0,1,0,0,0,0,0
CSLLaptop,2670.0,2700.0,0,0,2,0,0,0,1,1,0,0,0,0,0,0
CSLLaptop,2685.0,2715.0,0,0,1,0,0,0,2,1,0,0,0,0,0,0
CSLLaptop,2700.0,2730.0,0,0,0,0,1,2,1,0,0,0,0,0,0,0
CSLLaptop,2715.0,2745.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
CSLLaptop,2745.0,2775.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
CSLLaptop,2760.0,2790.0,0,0,2,0,0,1,0,0,2,0,0,0,0,0
CSLLaptop,2775.0,2805.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
CSLLaptop,2790.0,2820.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
CSLLaptop,2805.0,2835.0,0,0,3,4,0,0,0,0,0,0,0,0,0,0
CSLLaptop,2820.0,2850.0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
CSLLaptop,2835.0,2865.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CSLLaptop,2895.0,2925.0,0,0,0,1,0,0,3,0,0,0,0,0,0,0
CSLLaptop,2910.0,2940.0,0,0,0,1,0,0,3,0,0,0,0,0,0,0
CSLLaptop,2925.0,2955.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
CSLLaptop,2940.0,2970.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
CSLLaptop,2955.0,2985.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CSLLaptop,3150.0,3180.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CSLLaptop,3165.0,3195.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CSLLaptop,3420.0,3450.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CSLLaptop,3435.0,3465.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CSLLaptop,3450.0,3480.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CSLLaptop,3465.0,3495.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CSLLaptop,3555.0,3585.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
CSLLaptop,3570.0,3600.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
CSLLaptop,3585.0,3615.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
CSLLaptop,3600.0,3630.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
CSLLaptop,3615.0,3645.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
CSLLaptop,3630.0,3660.0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
CSLLaptop,3645.0,3675.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CSLLaptop,3750.0,3780.0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
CSLLaptop,3765.0,3795.0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
