speaker,window_start,window_end,P31_ICM,P32_IMO,P30_INTER,P11_TMA,P23_ATM,P21_AMP,P12_TGS,P24_ACO,P22_ASM,P100_OVERALL,P10_TRANS,P20_ACT,P33_IAM,P13_TSF
Chris,570.0,600.0,0,0,0,0,0,1,0,0,0,2,2,2,0,1
Chris,585.0,615.0,0,0,5,0,0,1,0,0,1,2,2,5,0,2
Chris,600.0,630.0,0,0,5,0,0,0,0,0,1,0,0,5,0,2
Chris,615.0,645.0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
Chris,720.0,750.0,0,0,2,0,0,0,0,0,0,1,1,0,0,0
Chris,735.0,765.0,0,0,2,0,0,0,0,0,0,1,1,0,0,0
Chris,1545.0,1575.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Chris,1560.0,1590.0,0,0,1,0,0,0,0,0,1,1,2,0,0,3
Chris,1575.0,1605.0,0,0,1,0,0,0,0,0,1,1,1,0,0,2
Chris,1590.0,1620.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Chris,1605.0,1635.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Chris,1620.0,1650.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Chris,1635.0,1665.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
