window_start,window_end,P11_TMA,P32_IMO,P21_AMP,P12_TGS,P24_ACO,P20_ACT,P100_OVERALL,P22_ASM,P31_ICM,P13_TSF,P33_IAM,P30_INTER,P23_ATM,P10_TRANS,speaker
30.0,60.0,0,0,0,0,0,4,2,1,0,1,0,0,0,3,SPEAKER_00
45.0,75.0,0,0,0,0,0,10,2,1,0,2,0,3,0,3,SPEAKER_00
60.0,90.0,0,0,0,0,0,8,4,0,0,4,0,5,0,3,SPEAKER_00
75.0,105.0,0,0,0,0,1,4,4,5,0,3,0,2,0,6,SPEAKER_00
90.0,120.0,1,0,0,0,1,5,1,7,0,1,0,1,0,8,SPEAKER_00
105.0,135.0,1,0,0,0,0,4,1,2,0,2,0,3,0,8,"SPEAKER_00, SPEAKER_05"
120.0,150.0,0,0,0,0,0,2,1,0,0,1,0,5,0,2,"SPEAKER_00, SPEAKER_05"
135.0,165.0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,"SPEAKER_00, SPEAKER_05"
150.0,180.0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,SPEAKER_06
165.0,195.0,0,0,1,0,1,1,1,0,0,1,0,0,0,2,SPEAKER_06
180.0,210.0,1,0,1,0,0,2,0,2,0,0,0,2,0,1,"SPEAKER_03, SPEAKER_06"
195.0,225.0,1,0,0,0,0,2,0,2,0,0,1,3,0,1,"SPEAKER_03, SPEAKER_06"
210.0,240.0,1,0,0,0,0,1,0,0,0,1,1,3,0,1,SPEAKER_03
225.0,255.0,1,0,0,0,0,4,1,0,0,1,0,2,0,0,"SPEAKER_01, SPEAKER_02, SPEAKER_03"
240.0,270.0,0,0,0,0,0,4,2,0,0,0,0,1,0,1,"SPEAKER_01, SPEAKER_02, SPEAKER_03, SPEAKER_04"
255.0,285.0,0,0,0,0,0,2,1,0,0,0,0,2,0,1,"SPEAKER_01, SPEAKER_04"
270.0,300.0,0,0,0,0,0,2,0,0,0,1,0,3,0,1,"SPEAKER_01, SPEAKER_04"
285.0,315.0,0,0,0,0,0,2,1,0,0,1,0,3,0,1,"SPEAKER_01, SPEAKER_04, SPEAKER_06"
300.0,330.0,0,0,0,0,0,2,5,0,0,0,0,3,0,1,"SPEAKER_01, SPEAKER_04, SPEAKER_06, SPEAKER_08"
315.0,345.0,0,0,1,0,0,1,7,0,0,0,0,4,0,1,"SPEAKER_03, SPEAKER_06, SPEAKER_08"
330.0,360.0,1,0,1,0,0,2,3,2,0,0,0,4,0,0,"SPEAKER_03, SPEAKER_04, SPEAKER_06"
345.0,375.0,1,0,0,0,0,2,0,3,0,0,0,4,0,1,"SPEAKER_04, SPEAKER_06"
360.0,390.0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,"SPEAKER_04, SPEAKER_06"
375.0,405.0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,SPEAKER_06
390.0,420.0,0,0,1,0,0,0,1,2,0,1,2,3,0,0,"SPEAKER_03, SPEAKER_06"
405.0,435.0,0,0,0,0,0,0,0,3,0,0,2,8,0,2,"SPEAKER_03, SPEAKER_04, SPEAKER_06"
420.0,450.0,0,0,0,0,0,1,1,2,0,1,0,11,0,5,SPEAKER_04
435.0,465.0,0,0,0,0,0,2,1,2,0,1,1,12,0,5,SPEAKER_04
450.0,480.0,0,0,0,0,0,1,2,1,0,0,1,10,0,2,"SPEAKER_03, SPEAKER_04"
465.0,495.0,0,0,0,0,0,1,5,1,0,1,0,4,0,0,"SPEAKER_03, SPEAKER_04, SPEAKER_08"
480.0,510.0,0,0,0,0,0,1,4,1,0,1,0,1,0,2,"SPEAKER_03, SPEAKER_04, SPEAKER_08"
495.0,525.0,0,0,0,0,0,1,2,0,0,0,0,1,0,2,"SPEAKER_03, SPEAKER_04, SPEAKER_06"
510.0,540.0,0,0,0,0,0,2,1,0,0,1,0,1,0,1,"SPEAKER_03, SPEAKER_06"
525.0,555.0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,SPEAKER_03
540.0,570.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,SPEAKER_03
555.0,585.0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,"SPEAKER_03, SPEAKER_04"
570.0,600.0,0,0,0,0,0,1,3,1,0,0,0,4,0,1,"SPEAKER_03, SPEAKER_04, SPEAKER_09"
585.0,615.0,0,0,0,0,0,3,2,0,0,0,0,6,0,1,"SPEAKER_01, SPEAKER_04, SPEAKER_09"
600.0,630.0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,"SPEAKER_01, SPEAKER_04, SPEAKER_06"
615.0,645.0,0,0,0,0,0,3,0,0,0,0,0,4,0,1,SPEAKER_06
630.0,660.0,0,0,0,0,0,3,0,0,0,0,0,4,0,1,SPEAKER_06
645.0,675.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,SPEAKER_06
690.0,720.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,SPEAKER_03
705.0,735.0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,"SPEAKER_03, SPEAKER_08"
720.0,750.0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,"SPEAKER_01, SPEAKER_03, SPEAKER_08, SPEAKER_09"
735.0,765.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"SPEAKER_01, SPEAKER_09"
765.0,795.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,SPEAKER_09
780.0,810.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"SPEAKER_06, SPEAKER_09"
795.0,825.0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,"SPEAKER_05, SPEAKER_06"
810.0,840.0,0,0,1,0,0,2,0,0,0,0,1,3,0,1,"SPEAKER_04, SPEAKER_05, SPEAKER_06"
825.0,855.0,0,0,1,0,0,1,0,0,0,0,0,9,0,1,"SPEAKER_00, SPEAKER_04, SPEAKER_06"
840.0,870.0,0,0,0,0,0,2,3,0,0,0,0,10,0,1,"SPEAKER_00, SPEAKER_01, SPEAKER_04, SPEAKER_07"
855.0,885.0,0,0,0,0,0,3,3,0,0,0,0,5,0,3,"SPEAKER_01, SPEAKER_04, SPEAKER_06, SPEAKER_07"
870.0,900.0,0,0,0,0,0,1,0,0,0,0,0,6,0,3,"SPEAKER_01, SPEAKER_06"
885.0,915.0,0,0,0,0,0,0,3,1,0,0,0,9,0,0,"SPEAKER_01, SPEAKER_04, SPEAKER_06, SPEAKER_08"
900.0,930.0,0,0,0,0,0,0,5,1,0,0,0,7,0,1,"SPEAKER_04, SPEAKER_06, SPEAKER_08"
915.0,945.0,0,0,0,0,0,0,3,0,0,0,0,9,0,1,"SPEAKER_03, SPEAKER_04"
930.0,960.0,0,0,0,0,0,1,1,0,0,1,0,9,0,2,"SPEAKER_03, SPEAKER_04"
