speaker,window_start,window_end,P31_ICM,P32_IMO,P30_INTER,P11_TMA,P23_ATM,P21_AMP,P12_TGS,P24_ACO,P22_ASM,P100_OVERALL,P10_TRANS,P20_ACT,P33_IAM,P13_TSF
HCILab1,270.0,300.0,0,0,2,0,0,0,0,0,0,2,2,0,0,0
HCILab1,285.0,315.0,0,0,2,0,0,0,0,0,0,2,2,0,0,0
HCILab1,330.0,360.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
HCILab1,345.0,375.0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
HCILab1,360.0,390.0,0,0,0,0,0,0,0,0,0,1,1,3,0,1
HCILab1,375.0,405.0,0,0,0,0,0,0,0,0,0,1,1,2,0,1
HCILab1,525.0,555.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
HCILab1,540.0,570.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
HCILab1,585.0,615.0,0,0,2,0,0,0,0,0,0,0,2,0,0,0
HCILab1,600.0,630.0,0,0,4,0,0,0,0,0,1,0,3,0,0,0
HCILab1,615.0,645.0,0,0,2,0,0,0,0,0,1,0,1,0,0,0
HCILab1,675.0,705.0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
HCILab1,690.0,720.0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
HCILab1,900.0,930.0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
HCILab1,915.0,945.0,0,0,2,0,0,2,1,0,0,2,3,3,0,1
HCILab1,930.0,960.0,0,0,3,0,0,2,1,0,0,2,2,3,0,0
HCILab1,945.0,975.0,0,0,3,0,0,0,0,0,0,1,1,1,0,1
HCILab1,960.0,990.0,0,0,4,0,0,0,0,1,0,3,2,4,0,1
HCILab1,975.0,1005.0,0,0,3,0,0,0,0,1,0,2,1,5,0,0
HCILab1,990.0,1020.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
HCILab1,1005.0,1035.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
HCILab1,1020.0,1050.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
