speaker,window_start,window_end,P31_ICM,P32_IMO,P30_INTER,P11_TMA,P23_ATM,P21_AMP,P12_TGS,P24_ACO,P22_ASM,P100_OVERALL,P10_TRANS,P20_ACT,P33_IAM,P13_TSF
CSLPC,3180.0,3210.0,0,0,2,0,0,0,0,0,0,2,1,1,3,0
CSLPC,3195.0,3225.0,0,0,8,0,1,0,0,0,0,3,2,5,3,0
CSLPC,3210.0,3240.0,0,0,9,0,1,0,0,0,1,1,2,5,0,0
CSLPC,3225.0,3255.0,0,0,3,0,0,0,0,0,1,0,1,1,0,0
CSLPC,3285.0,3315.0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
CSLPC,3300.0,3330.0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
CSLPC,3330.0,3360.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CSLPC,3345.0,3375.0,0,0,3,0,0,0,0,0,0,1,1,0,0,0
CSLPC,3360.0,3390.0,0,0,3,0,0,0,0,0,0,1,1,1,0,0
CSLPC,3375.0,3405.0,0,0,3,0,0,0,0,0,0,0,0,3,0,0
CSLPC,3390.0,3420.0,0,0,5,0,0,0,0,0,0,5,0,3,0,0
CSLPC,3405.0,3435.0,0,0,5,0,0,0,0,0,0,5,0,2,0,0
CSLPC,3420.0,3450.0,0,0,4,0,0,0,0,0,0,1,0,1,0,1
CSLPC,3435.0,3465.0,0,0,4,0,0,0,0,0,0,1,1,0,0,1
CSLPC,3450.0,3480.0,0,0,6,0,0,0,0,0,0,1,1,3,0,0
CSLPC,3465.0,3495.0,0,0,4,0,0,0,0,0,0,1,1,6,0,0
CSLPC,3480.0,3510.0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
CSLPC,3570.0,3600.0,0,0,3,0,0,0,0,0,0,1,1,1,0,0
CSLPC,3585.0,3615.0,0,0,7,0,0,0,0,0,0,1,2,4,0,0
CSLPC,3600.0,3630.0,0,0,6,0,0,0,0,0,0,0,1,4,0,0
CSLPC,3615.0,3645.0,0,0,2,0,0,1,0,0,0,1,1,2,0,0
CSLPC,3630.0,3660.0,0,0,6,0,0,1,0,0,0,1,2,3,0,1
CSLPC,3645.0,3675.0,0,0,12,0,0,0,0,0,0,0,3,2,0,1
CSLPC,3660.0,3690.0,0,0,7,0,0,0,0,0,1,3,4,0,0,0
CSLPC,3675.0,3705.0,0,0,4,0,0,0,0,0,1,3,2,5,0,0
CSLPC,3690.0,3720.0,0,0,4,0,0,0,0,0,0,0,0,5,0,0
CSLPC,3705.0,3735.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CSLPC,3720.0,3750.0,0,0,3,0,0,0,0,0,0,1,0,0,0,0
CSLPC,3735.0,3765.0,0,0,6,0,0,0,0,0,0,1,0,0,0,0
CSLPC,3750.0,3780.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
CSLPC,3780.0,3810.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
CSLPC,3795.0,3825.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
