speaker,window_start,window_end,P31_ICM,P32_IMO,P30_INTER,P11_TMA,P23_ATM,P21_AMP,P12_TGS,P24_ACO,P22_ASM,P100_OVERALL,P10_TRANS,P20_ACT,P33_IAM,P13_TSF
CSLPC,405.0,435.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CSLPC,420.0,450.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CSLPC,675.0,705.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
CSLPC,690.0,720.0,0,0,4,0,0,0,0,0,1,0,1,0,1,0
CSLPC,705.0,735.0,0,0,3,1,0,1,0,0,1,1,2,0,1,0
CSLPC,720.0,750.0,0,0,2,1,0,1,0,1,0,1,1,0,1,0
CSLPC,735.0,765.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
CSLPC,750.0,780.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
CSLPC,765.0,795.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
CSLPC,795.0,825.0,0,0,1,0,0,0,0,0,0,1,0,4,0,0
CSLPC,810.0,840.0,0,0,1,0,0,0,0,0,0,1,0,4,0,0
CSLPC,825.0,855.0,0,0,1,0,0,1,0,0,0,1,1,3,0,0
CSLPC,840.0,870.0,0,0,4,0,0,1,0,0,0,2,1,5,0,3
CSLPC,855.0,885.0,0,0,3,0,0,1,0,0,0,2,0,4,1,4
CSLPC,870.0,900.0,0,0,0,0,0,1,0,0,0,1,0,4,1,1
CSLPC,885.0,915.0,0,0,4,0,0,0,0,0,0,0,0,6,0,0
CSLPC,900.0,930.0,0,0,4,0,0,0,0,0,0,0,0,4,0,0
CSLPC,990.0,1020.0,0,0,2,0,0,0,0,0,0,1,0,0,1,0
CSLPC,1005.0,1035.0,0,0,7,0,0,0,0,0,0,2,0,2,1,0
CSLPC,1020.0,1050.0,0,0,5,0,0,0,0,0,0,1,0,2,0,0
CSLPC,1035.0,1065.0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
CSLPC,1050.0,1080.0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
CSLPC,1065.0,1095.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CSLPC,1080.0,1110.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CSLPC,1170.0,1200.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
CSLPC,1185.0,1215.0,0,0,2,0,0,1,0,1,1,2,0,1,0,0
CSLPC,1200.0,1230.0,0,0,6,0,0,0,0,1,0,2,0,2,0,0
CSLPC,1215.0,1245.0,0,0,4,0,0,0,0,0,0,0,0,1,0,0
CSLPC,1350.0,1380.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
CSLPC,1365.0,1395.0,0,0,2,0,0,0,0,0,0,4,3,0,0,0
CSLPC,1380.0,1410.0,0,0,2,0,0,0,0,0,0,4,3,1,0,0
CSLPC,1395.0,1425.0,0,0,1,0,0,0,0,0,0,1,1,1,0,0
CSLPC,1530.0,1560.0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
CSLPC,1545.0,1575.0,0,0,6,0,0,0,0,0,0,2,1,0,0,0
CSLPC,1560.0,1590.0,0,0,3,0,0,0,0,0,0,2,1,0,0,0
CSLPC,1575.0,1605.0,0,0,2,0,0,0,0,0,0,0,2,0,0,0
CSLPC,1590.0,1620.0,0,0,1,0,0,0,0,0,0,1,3,0,0,0
CSLPC,1605.0,1635.0,0,0,2,0,0,0,0,0,0,2,1,0,0,0
CSLPC,1620.0,1650.0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
CSLPC,1635.0,1665.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CSLPC,1680.0,1710.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CSLPC,1695.0,1725.0,0,0,1,0,0,0,0,0,0,0,3,0,0,0
CSLPC,1710.0,1740.0,0,0,2,0,0,0,0,0,0,0,2,0,1,0
CSLPC,1725.0,1755.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
CSLPC,1815.0,1845.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CSLPC,1830.0,1860.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
CSLPC,1845.0,1875.0,0,0,3,0,0,0,0,0,0,1,1,0,0,0
CSLPC,1860.0,1890.0,0,0,4,0,0,0,0,0,0,0,1,1,0,0
CSLPC,1875.0,1905.0,0,0,4,0,0,0,0,0,0,0,1,2,0,0
CSLPC,1890.0,1920.0,0,0,3,0,0,0,0,0,0,0,1,1,0,0
CSLPC,1950.0,1980.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CSLPC,1965.0,1995.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CSLPC,2040.0,2070.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CSLPC,2055.0,2085.0,0,0,1,0,0,0,2,0,0,1,0,0,0,0
CSLPC,2070.0,2100.0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
CSLPC,2085.0,2115.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
CSLPC,2100.0,2130.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
CSLPC,2220.0,2250.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
CSLPC,2235.0,2265.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
CSLPC,2250.0,2280.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CSLPC,2265.0,2295.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CSLPC,2355.0,2385.0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
CSLPC,2370.0,2400.0,0,0,4,0,0,0,0,0,1,0,0,0,0,0
CSLPC,2385.0,2415.0,0,0,2,0,0,0,0,0,0,2,1,1,0,0
CSLPC,2400.0,2430.0,0,0,0,0,0,0,0,0,0,2,1,1,0,0
CSLPC,2475.0,2505.0,0,0,2,0,0,1,0,0,0,1,0,0,0,0
CSLPC,2490.0,2520.0,0,0,2,0,0,1,0,0,1,2,1,0,0,0
CSLPC,2505.0,2535.0,0,0,0,0,0,0,0,0,1,1,2,0,0,0
CSLPC,2520.0,2550.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CSLPC,2550.0,2580.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CSLPC,2565.0,2595.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CSLPC,2625.0,2655.0,0,0,1,0,0,0,0,0,0,2,4,0,0,0
CSLPC,2640.0,2670.0,0,0,1,0,0,0,0,0,0,2,4,0,0,0
CSLPC,2865.0,2895.0,0,0,2,0,0,0,0,0,1,2,0,0,0,0
CSLPC,2880.0,2910.0,0,0,4,0,0,0,0,0,1,2,1,0,0,0
CSLPC,2895.0,2925.0,0,0,5,0,0,0,0,0,0,3,2,0,0,0
CSLPC,2910.0,2940.0,0,0,4,0,0,0,0,0,0,4,3,0,0,0
CSLPC,2925.0,2955.0,0,0,2,0,0,0,1,0,0,1,2,0,0,0
CSLPC,2940.0,2970.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
CSLPC,3045.0,3075.0,0,0,1,0,0,0,1,0,0,1,3,0,0,0
CSLPC,3060.0,3090.0,0,0,1,0,0,0,1,0,0,1,3,0,0,0
CSLPC,3090.0,3120.0,0,0,0,0,0,0,0,0,0,4,3,1,0,0
CSLPC,3105.0,3135.0,0,0,4,0,0,0,1,0,2,5,4,1,0,1
CSLPC,3120.0,3150.0,0,0,5,0,0,0,1,0,3,1,2,1,0,1
CSLPC,3135.0,3165.0,0,0,3,0,0,0,0,0,1,2,2,2,0,0
CSLPC,3150.0,3180.0,0,0,3,0,0,0,0,0,0,3,2,1,0,0
CSLPC,3165.0,3195.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
