speaker,window_start,window_end,P31_ICM,P24_ACO,P30_INTER,P100_OVERALL,P23_ATM,P13_TSF,P20_ACT,P21_AMP,P10_TRANS,P12_TGS,P11_TMA,P22_ASM,P32_IMO,P33_IAM
CSLLaptop,210.0,240.0,0,0,5,0,0,0,0,0,1,0,0,0,0,0
CSLLaptop,225.0,255.0,0,0,5,0,0,0,0,0,1,0,0,0,0,0
CSLLaptop,315.0,345.0,0,0,0,2,0,0,6,0,0,0,0,0,0,0
CSLLaptop,330.0,360.0,0,0,0,3,0,0,6,0,0,0,0,0,0,0
CSLLaptop,345.0,375.0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
CSLLaptop,360.0,390.0,0,0,1,2,0,0,2,0,0,0,0,0,0,0
CSLLaptop,375.0,405.0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
CSLLaptop,390.0,420.0,0,0,5,3,0,0,3,0,0,0,0,2,0,0
CSLLaptop,405.0,435.0,0,0,3,3,0,0,4,1,0,0,0,2,0,0
CSLLaptop,420.0,450.0,0,0,0,2,0,0,1,1,0,0,0,0,0,0
CSLLaptop,465.0,495.0,0,0,2,4,0,0,1,0,0,0,0,0,0,0
CSLLaptop,480.0,510.0,0,0,3,4,0,0,1,0,1,0,0,0,0,0
CSLLaptop,495.0,525.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
CSLLaptop,555.0,585.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CSLLaptop,570.0,600.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CSLLaptop,630.0,660.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
CSLLaptop,645.0,675.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
CSLLaptop,675.0,705.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CSLLaptop,690.0,720.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CSLLaptop,795.0,825.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
