speaker,window_start,window_end,P10_TRANS,P20_ACT,P21_AMP,P12_TGS,P22_ASM,P100_OVERALL,P33_IAM,P23_ATM,P31_ICM,P11_TMA,P30_INTER,P13_TSF,P32_IMO,P24_ACO
Chris,0.0,30.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Chris,15.0,45.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Chris,120.0,150.0,0,1,0,0,0,2,0,0,0,0,1,2,0,0
Chris,135.0,165.0,2,1,0,0,0,2,0,0,0,0,1,3,0,0
Chris,150.0,180.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
Chris,180.0,210.0,1,2,0,0,1,0,0,0,0,0,2,1,0,0
Chris,195.0,225.0,1,4,0,0,1,0,0,0,0,0,2,1,0,0
Chris,210.0,240.0,1,2,0,0,1,0,0,0,0,0,2,1,0,0
Chris,3720.0,3750.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Chris,3735.0,3765.0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
Chris,3750.0,3780.0,1,3,1,0,1,0,0,0,0,0,4,0,0,0
Chris,3765.0,3795.0,2,3,0,0,1,1,0,0,0,0,4,0,0,0
Chris,3780.0,3810.0,2,3,0,0,1,1,0,0,0,0,1,0,0,0
Chris,3795.0,3825.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Chris,3855.0,3885.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
Chris,3870.0,3900.0,0,0,1,0,0,2,0,1,0,0,1,0,0,0
Chris,3885.0,3915.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
