speaker,window_start,window_end,P21_AMP,P100_OVERALL,P32_IMO,P31_ICM,P30_INTER,P23_ATM,P11_TMA,P10_TRANS,P33_IAM,P24_ACO,P22_ASM,P13_TSF,P12_TGS,P20_ACT
SPEAKER_05,285.0,315.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SPEAKER_05,300.0,330.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SPEAKER_05,495.0,525.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER_05,510.0,540.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER_05,525.0,555.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER_05,555.0,585.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SPEAKER_05,570.0,600.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SPEAKER_05,615.0,645.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER_05,630.0,660.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER_05,1410.0,1440.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SPEAKER_05,1425.0,1455.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SPEAKER_05,1650.0,1680.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER_05,1665.0,1695.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER_05,1920.0,1950.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_05,1935.0,1965.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_05,2040.0,2070.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SPEAKER_05,2055.0,2085.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SPEAKER_05,2535.0,2565.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SPEAKER_05,2550.0,2580.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SPEAKER_05,2805.0,2835.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER_05,2820.0,2850.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER_05,2835.0,2865.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER_05,2895.0,2925.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SPEAKER_05,2910.0,2940.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SPEAKER_05,3180.0,3210.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER_05,3195.0,3225.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER_05,3525.0,3555.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_05,3540.0,3570.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_05,3705.0,3735.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_05,3720.0,3750.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_05,3765.0,3795.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_05,3780.0,3810.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_05,3900.0,3930.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SPEAKER_05,3915.0,3945.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
