window_start,window_end,P21_AMP,P100_OVERALL,P32_IMO,P31_ICM,P30_INTER,P23_ATM,P11_TMA,P10_TRANS,P33_IAM,P24_ACO,P22_ASM,P13_TSF,P12_TGS,P20_ACT,speaker
0.0,30.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,SPEAKER_03
30.0,60.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,SPEAKER_03
45.0,75.0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,SPEAKER_03
60.0,90.0,0,1,0,0,1,0,0,1,0,0,0,2,0,4,"SPEAKER_01, SPEAKER_03"
75.0,105.0,0,1,0,0,1,0,0,0,0,0,1,2,0,10,SPEAKER_01
90.0,120.0,0,3,0,0,5,0,0,3,0,0,1,1,0,7,SPEAKER_01
105.0,135.0,0,4,0,0,4,0,0,5,0,1,4,4,0,3,SPEAKER_01
120.0,150.0,0,2,0,0,0,0,1,6,0,1,6,4,0,5,SPEAKER_01
135.0,165.0,0,1,0,0,1,0,1,7,0,0,2,1,0,4,SPEAKER_01
150.0,180.0,0,0,0,0,1,0,0,7,0,0,0,0,0,3,"SPEAKER_01, SPEAKER_03"
165.0,195.0,1,1,0,0,1,0,0,4,0,0,0,0,0,5,SPEAKER_03
180.0,210.0,1,1,0,0,1,0,0,1,0,0,0,0,0,4,SPEAKER_03
195.0,225.0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,SPEAKER_03
210.0,240.0,0,2,0,0,5,0,0,1,0,0,0,0,0,1,"SPEAKER_03, SPEAKER_05"
225.0,255.0,0,1,0,0,10,0,0,4,0,0,0,1,0,0,"SPEAKER_00, SPEAKER_03, SPEAKER_05"
240.0,270.0,0,2,0,0,11,0,0,3,0,0,0,2,0,1,"SPEAKER_00, SPEAKER_05"
255.0,285.0,0,1,0,0,9,0,0,1,0,0,0,1,0,2,"SPEAKER_00, SPEAKER_03, SPEAKER_05"
270.0,300.0,0,2,0,0,5,0,0,3,0,0,0,0,0,1,"SPEAKER_00, SPEAKER_03, SPEAKER_05"
285.0,315.0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,"SPEAKER_00, SPEAKER_03"
315.0,345.0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,"SPEAKER_03, SPEAKER_05"
