speaker,window_start,window_end,P21_AMP,P100_OVERALL,P32_IMO,P31_ICM,P30_INTER,P23_ATM,P11_TMA,P10_TRANS,P33_IAM,P24_ACO,P22_ASM,P13_TSF,P12_TGS,P20_ACT
SPEAKER_03,165.0,195.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SPEAKER_03,180.0,210.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SPEAKER_03,195.0,225.0,0,0,0,0,0,0,0,2,0,0,0,1,0,1
SPEAKER_03,210.0,240.0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
SPEAKER_03,225.0,255.0,0,1,0,0,3,0,0,1,1,0,0,0,0,0
SPEAKER_03,240.0,270.0,0,1,0,0,3,0,0,2,1,0,0,1,0,1
SPEAKER_03,255.0,285.0,0,1,0,0,2,0,1,2,0,0,0,1,0,1
SPEAKER_03,270.0,300.0,0,1,0,0,3,0,1,1,0,0,0,0,0,0
SPEAKER_03,285.0,315.0,0,0,0,0,7,0,0,0,1,0,0,0,0,0
SPEAKER_03,300.0,330.0,0,0,0,0,6,0,0,0,1,0,0,0,0,0
SPEAKER_03,330.0,360.0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
SPEAKER_03,345.0,375.0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
SPEAKER_03,375.0,405.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
SPEAKER_03,390.0,420.0,0,1,0,0,2,0,1,3,1,0,1,0,0,3
SPEAKER_03,405.0,435.0,0,2,0,0,1,0,0,4,1,0,1,0,0,3
SPEAKER_03,420.0,450.0,0,2,0,0,0,0,0,2,0,0,0,0,0,0
SPEAKER_03,510.0,540.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
SPEAKER_03,525.0,555.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
SPEAKER_03,555.0,585.0,0,0,0,0,0,0,0,2,1,0,0,1,0,1
SPEAKER_03,570.0,600.0,0,2,0,0,2,0,0,3,1,0,0,1,0,1
SPEAKER_03,585.0,615.0,0,2,0,0,2,0,0,1,1,0,0,0,0,0
SPEAKER_03,600.0,630.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_03,690.0,720.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER_03,705.0,735.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER_03,720.0,750.0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
SPEAKER_03,735.0,765.0,0,3,0,0,1,0,0,1,0,0,0,0,0,3
SPEAKER_03,750.0,780.0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
SPEAKER_03,780.0,810.0,0,0,0,0,4,0,0,3,0,0,0,0,0,0
SPEAKER_03,795.0,825.0,0,3,0,0,5,0,0,6,0,0,0,0,0,0
SPEAKER_03,810.0,840.0,0,4,0,0,1,0,0,4,0,0,0,0,0,1
SPEAKER_03,825.0,855.0,0,3,0,0,2,0,0,3,1,0,0,0,2,3
SPEAKER_03,840.0,870.0,0,3,0,0,2,0,0,2,1,0,0,0,2,2
SPEAKER_03,855.0,885.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER_03,885.0,915.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
SPEAKER_03,900.0,930.0,0,2,0,0,0,1,0,3,0,1,0,1,0,0
SPEAKER_03,915.0,945.0,3,1,0,0,1,1,0,4,0,1,0,1,0,0
SPEAKER_03,930.0,960.0,3,2,0,0,1,1,0,3,0,0,0,1,0,1
SPEAKER_03,945.0,975.0,1,2,0,0,0,1,0,1,0,0,0,1,0,1
SPEAKER_03,960.0,990.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
SPEAKER_03,1065.0,1095.0,0,1,0,0,2,0,0,1,0,0,0,2,0,1
SPEAKER_03,1080.0,1110.0,0,1,0,0,2,0,0,1,0,0,0,2,0,1
SPEAKER_03,1095.0,1125.0,1,1,0,0,5,0,0,4,0,0,0,0,0,0
SPEAKER_03,1110.0,1140.0,1,1,0,0,13,0,0,6,1,0,0,0,0,2
SPEAKER_03,1125.0,1155.0,0,0,0,0,47,0,0,2,1,0,0,0,0,2
SPEAKER_03,1140.0,1170.0,0,0,0,0,40,0,0,0,0,0,0,0,0,0
SPEAKER_03,1245.0,1275.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
SPEAKER_03,1260.0,1290.0,0,0,0,0,2,0,0,1,0,0,0,0,0,1
SPEAKER_03,1275.0,1305.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
SPEAKER_03,1290.0,1320.0,0,1,0,0,4,0,0,0,1,0,0,0,0,0
SPEAKER_03,1305.0,1335.0,0,4,0,0,6,0,0,1,0,0,0,0,0,0
SPEAKER_03,1320.0,1350.0,0,5,0,0,5,0,0,1,0,0,1,0,0,0
SPEAKER_03,1335.0,1365.0,0,3,0,0,3,0,0,2,0,0,1,0,0,3
SPEAKER_03,1350.0,1380.0,0,1,0,0,0,0,0,2,0,0,0,0,0,3
SPEAKER_03,1575.0,1605.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
SPEAKER_03,1590.0,1620.0,1,0,0,0,5,0,0,0,0,0,1,0,0,2
SPEAKER_03,1605.0,1635.0,2,1,0,0,3,0,0,0,0,0,1,0,0,2
SPEAKER_03,1620.0,1650.0,3,2,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_03,1635.0,1665.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER_03,1680.0,1710.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER_03,1695.0,1725.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER_03,1710.0,1740.0,2,4,0,0,0,1,0,2,0,0,0,0,0,0
SPEAKER_03,1725.0,1755.0,3,4,0,0,1,1,0,3,0,0,1,0,0,4
SPEAKER_03,1740.0,1770.0,1,5,0,0,2,1,0,1,0,0,1,0,0,6
SPEAKER_03,1755.0,1785.0,0,3,0,0,1,0,0,0,0,0,0,0,0,2
SPEAKER_03,1770.0,1800.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
SPEAKER_03,1785.0,1815.0,0,0,0,0,3,0,0,4,0,0,0,0,0,0
SPEAKER_03,1800.0,1830.0,0,0,0,0,3,0,0,4,0,0,0,0,0,1
SPEAKER_03,1815.0,1845.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
SPEAKER_03,1965.0,1995.0,2,3,0,0,2,0,0,0,0,0,0,0,0,1
SPEAKER_03,1980.0,2010.0,3,5,0,0,5,0,0,0,0,0,0,0,0,2
SPEAKER_03,1995.0,2025.0,1,5,0,0,6,0,0,2,4,0,0,0,0,1
SPEAKER_03,2010.0,2040.0,0,2,0,0,3,0,0,2,4,0,0,0,0,0
SPEAKER_03,2145.0,2175.0,1,4,0,0,0,0,0,1,0,0,0,0,0,1
SPEAKER_03,2160.0,2190.0,1,4,0,0,0,0,0,1,0,0,0,0,0,1
SPEAKER_03,2190.0,2220.0,2,1,0,0,0,0,0,1,0,0,1,0,0,0
SPEAKER_03,2205.0,2235.0,2,1,0,0,2,0,0,1,0,0,1,0,0,0
SPEAKER_03,2220.0,2250.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SPEAKER_03,2265.0,2295.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER_03,2280.0,2310.0,0,3,0,0,1,0,0,0,0,0,2,0,0,1
SPEAKER_03,2295.0,2325.0,0,3,0,0,1,1,0,2,0,0,2,0,0,1
SPEAKER_03,2310.0,2340.0,0,2,0,0,0,1,0,2,0,0,0,0,0,0
SPEAKER_03,2400.0,2430.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_03,2415.0,2445.0,0,1,0,0,2,0,0,0,0,0,0,0,0,1
SPEAKER_03,2430.0,2460.0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
SPEAKER_03,2445.0,2475.0,0,4,0,0,1,0,0,2,1,0,0,1,0,2
SPEAKER_03,2460.0,2490.0,0,4,0,0,0,0,0,2,1,0,0,1,0,2
SPEAKER_03,2505.0,2535.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER_03,2520.0,2550.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER_03,2640.0,2670.0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
SPEAKER_03,2655.0,2685.0,0,3,0,0,1,0,0,2,0,0,0,0,0,1
SPEAKER_03,2670.0,2700.0,1,7,0,0,2,0,0,6,0,0,0,0,0,1
SPEAKER_03,2685.0,2715.0,1,11,0,0,2,0,0,8,0,0,0,0,0,3
SPEAKER_03,2700.0,2730.0,0,8,0,0,3,0,0,3,0,0,0,0,0,4
SPEAKER_03,2715.0,2745.0,0,3,0,0,4,0,0,0,1,0,0,0,0,1
SPEAKER_03,2730.0,2760.0,0,4,0,0,2,0,0,2,1,0,0,0,0,1
SPEAKER_03,2745.0,2775.0,0,8,0,0,1,0,0,2,0,0,0,0,0,1
SPEAKER_03,2760.0,2790.0,0,5,0,0,2,0,0,1,1,0,0,0,0,0
SPEAKER_03,2775.0,2805.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
SPEAKER_03,2805.0,2835.0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
SPEAKER_03,2820.0,2850.0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
SPEAKER_03,2880.0,2910.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
SPEAKER_03,2895.0,2925.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
SPEAKER_03,3030.0,3060.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
SPEAKER_03,3045.0,3075.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
SPEAKER_03,3075.0,3105.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
SPEAKER_03,3090.0,3120.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
