speaker,window_start,window_end,P31_ICM,P32_IMO,P30_INTER,P11_TMA,P23_ATM,P21_AMP,P12_TGS,P24_ACO,P22_ASM,P100_OVERALL,P10_TRANS,P20_ACT,P33_IAM,P13_TSF
HCILab2,240.0,270.0,0,0,4,0,0,0,0,0,0,1,0,0,0,1
HCILab2,255.0,285.0,0,0,6,0,0,0,0,0,0,1,0,0,0,2
HCILab2,270.0,300.0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
HCILab2,300.0,330.0,0,0,4,0,0,0,0,0,0,0,0,0,0,1
HCILab2,315.0,345.0,0,0,5,0,0,0,0,0,0,0,2,0,0,1
HCILab2,330.0,360.0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
HCILab2,405.0,435.0,0,0,4,0,0,0,0,0,0,0,1,0,0,1
HCILab2,420.0,450.0,0,0,7,0,0,1,0,0,0,0,2,1,0,1
HCILab2,435.0,465.0,0,0,3,0,0,1,0,0,0,0,1,1,0,1
HCILab2,450.0,480.0,0,0,3,0,0,0,0,0,0,1,0,0,0,1
HCILab2,465.0,495.0,0,0,3,0,0,0,0,0,0,2,2,0,0,0
HCILab2,480.0,510.0,0,0,1,0,0,0,0,0,0,1,3,0,0,0
HCILab2,495.0,525.0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
HCILab2,510.0,540.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HCILab2,525.0,555.0,0,0,2,0,0,0,0,0,0,0,2,2,0,0
HCILab2,540.0,570.0,0,0,2,0,0,0,0,0,0,0,2,3,0,0
HCILab2,555.0,585.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HCILab2,585.0,615.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
HCILab2,600.0,630.0,0,0,4,0,0,0,0,0,0,3,0,3,0,0
HCILab2,615.0,645.0,0,0,5,0,0,0,0,0,0,2,1,4,0,0
HCILab2,630.0,660.0,0,0,2,0,0,0,0,0,0,0,1,1,0,0
HCILab2,675.0,705.0,0,0,0,0,0,0,0,0,0,1,3,1,0,0
HCILab2,690.0,720.0,0,0,0,0,0,0,0,0,0,1,3,1,0,0
HCILab2,795.0,825.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
HCILab2,810.0,840.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
HCILab2,930.0,960.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
HCILab2,945.0,975.0,0,0,4,0,0,0,0,1,0,0,2,0,0,0
HCILab2,960.0,990.0,0,0,8,0,0,0,0,1,0,1,2,0,0,0
HCILab2,975.0,1005.0,0,0,6,0,0,0,0,0,0,2,3,0,0,0
HCILab2,990.0,1020.0,0,0,4,0,0,0,0,0,0,2,2,0,0,0
HCILab2,1005.0,1035.0,0,0,7,0,0,0,0,0,1,2,0,0,0,0
HCILab2,1020.0,1050.0,0,0,4,0,0,0,0,0,1,1,0,0,0,0
HCILab2,1050.0,1080.0,0,0,4,0,0,1,0,0,0,0,0,0,0,0
HCILab2,1065.0,1095.0,0,0,5,0,0,1,0,0,0,0,0,3,0,0
HCILab2,1080.0,1110.0,0,0,5,0,0,1,0,0,0,0,3,3,0,1
HCILab2,1095.0,1125.0,0,0,4,0,0,1,0,0,0,0,3,0,0,1
HCILab2,1125.0,1155.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HCILab2,1140.0,1170.0,0,0,0,1,0,0,0,0,0,1,0,2,1,0
HCILab2,1155.0,1185.0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
HCILab2,1170.0,1200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HCILab2,1185.0,1215.0,0,0,1,0,0,0,0,0,0,0,1,1,0,2
HCILab2,1200.0,1230.0,0,0,2,0,0,0,0,0,0,0,1,1,0,1
HCILab2,1215.0,1245.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab2,1275.0,1305.0,0,0,2,0,0,0,0,0,0,2,2,0,0,0
HCILab2,1290.0,1320.0,0,0,2,0,0,0,0,0,0,2,2,0,0,0
HCILab2,1350.0,1380.0,0,0,0,0,0,0,0,0,0,1,2,0,0,1
HCILab2,1365.0,1395.0,0,0,0,0,0,0,0,0,0,1,2,0,0,1
HCILab2,1380.0,1410.0,0,0,2,0,0,0,0,0,0,2,2,0,0,0
HCILab2,1395.0,1425.0,0,0,6,0,0,0,0,0,0,3,2,1,1,0
HCILab2,1410.0,1440.0,0,0,7,0,0,0,0,0,2,1,1,1,1,1
HCILab2,1425.0,1455.0,0,0,7,0,0,0,0,0,2,1,4,0,0,1
HCILab2,1440.0,1470.0,0,0,4,0,0,0,0,0,0,1,3,0,0,0
HCILab2,1530.0,1560.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
HCILab2,1545.0,1575.0,0,0,3,0,0,0,0,0,0,2,2,0,0,0
HCILab2,1560.0,1590.0,0,0,2,0,1,2,0,0,0,6,1,1,0,1
HCILab2,1575.0,1605.0,0,0,4,0,1,3,0,0,1,5,0,1,1,1
HCILab2,1590.0,1620.0,0,0,5,0,0,1,0,0,1,1,0,0,1,0
HCILab2,1605.0,1635.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
HCILab2,1620.0,1650.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HCILab2,1635.0,1665.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
HCILab2,1650.0,1680.0,0,0,3,0,0,0,0,0,0,0,0,0,0,2
HCILab2,1665.0,1695.0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
HCILab2,1680.0,1710.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
HCILab2,1695.0,1725.0,0,0,1,0,0,0,0,0,0,2,1,0,0,0
HCILab2,1710.0,1740.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
HCILab2,1725.0,1755.0,0,0,2,0,0,0,0,0,0,1,1,0,0,0
HCILab2,1740.0,1770.0,0,0,3,0,0,0,0,0,0,2,0,0,0,0
HCILab2,1755.0,1785.0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
HCILab2,1770.0,1800.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
HCILab2,1800.0,1830.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab2,1815.0,1845.0,0,0,3,0,0,0,0,0,1,3,0,1,0,0
HCILab2,1830.0,1860.0,0,0,2,0,0,0,0,0,1,3,0,1,0,0
HCILab2,2040.0,2070.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
HCILab2,2055.0,2085.0,0,0,6,0,0,0,0,0,1,1,1,1,0,0
HCILab2,2070.0,2100.0,0,0,6,0,0,0,0,0,1,0,0,1,0,0
HCILab2,2085.0,2115.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab2,2190.0,2220.0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
HCILab2,2205.0,2235.0,0,0,1,0,0,1,0,0,0,3,4,3,0,0
HCILab2,2220.0,2250.0,0,0,4,0,0,0,0,0,0,7,2,3,0,1
HCILab2,2235.0,2265.0,0,0,4,0,0,0,0,0,0,5,0,2,0,1
HCILab2,2250.0,2280.0,0,0,1,0,0,0,0,0,0,1,0,2,0,0
HCILab2,2415.0,2445.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
HCILab2,2430.0,2460.0,0,0,1,0,0,0,0,0,0,1,2,0,0,0
HCILab2,2445.0,2475.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
HCILab2,2550.0,2580.0,0,0,1,0,0,0,0,0,0,2,0,1,0,0
HCILab2,2565.0,2595.0,0,0,1,0,0,0,0,0,0,2,0,1,0,0
HCILab2,2775.0,2805.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
HCILab2,2790.0,2820.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
HCILab2,3060.0,3090.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HCILab2,3075.0,3105.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HCILab2,3105.0,3135.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
HCILab2,3120.0,3150.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
HCILab2,3135.0,3165.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab2,3150.0,3180.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
