speaker,window_start,window_end,P31_ICM,P32_IMO,P30_INTER,P11_TMA,P23_ATM,P21_AMP,P12_TGS,P24_ACO,P22_ASM,P100_OVERALL,P10_TRANS,P20_ACT,P33_IAM,P13_TSF
HCILab1,2265.0,2295.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab1,2325.0,2355.0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
HCILab1,2340.0,2370.0,0,0,1,0,0,2,0,0,0,2,2,0,0,0
HCILab1,2355.0,2385.0,0,0,0,0,0,1,0,1,0,1,1,1,0,0
HCILab1,2370.0,2400.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
HCILab1,2400.0,2430.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab1,2415.0,2445.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab1,2580.0,2610.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
HCILab1,2595.0,2625.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
HCILab1,2670.0,2700.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
HCILab1,2685.0,2715.0,0,0,4,0,0,0,0,0,0,1,4,1,0,0
HCILab1,2700.0,2730.0,0,0,2,0,0,0,0,0,0,1,4,1,0,0
HCILab1,2715.0,2745.0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
HCILab1,2730.0,2760.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
HCILab1,2745.0,2775.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HCILab1,2775.0,2805.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
HCILab1,2790.0,2820.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
HCILab1,2820.0,2850.0,0,0,1,0,0,0,0,0,0,2,0,1,0,0
HCILab1,2835.0,2865.0,0,0,1,0,0,0,0,0,0,2,0,1,0,0
HCILab1,2940.0,2970.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HCILab1,2955.0,2985.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HCILab1,3060.0,3090.0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
HCILab1,3075.0,3105.0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
HCILab1,3210.0,3240.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
HCILab1,3225.0,3255.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
HCILab1,3270.0,3300.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HCILab1,3285.0,3315.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HCILab1,3375.0,3405.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HCILab1,3390.0,3420.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HCILab1,3525.0,3555.0,0,0,1,0,0,0,0,0,1,1,0,2,0,0
HCILab1,3540.0,3570.0,0,0,1,0,0,0,0,0,1,3,1,4,0,0
HCILab1,3555.0,3585.0,0,0,0,0,0,1,0,0,0,5,1,4,1,1
HCILab1,3570.0,3600.0,0,0,0,0,0,1,0,0,0,3,0,2,1,1
HCILab1,3735.0,3765.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
HCILab1,3750.0,3780.0,0,0,1,0,0,0,0,0,0,1,2,1,0,0
HCILab1,3765.0,3795.0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
HCILab1,3780.0,3810.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
