speaker,window_start,window_end,P31_ICM,P32_IMO,P30_INTER,P11_TMA,P23_ATM,P21_AMP,P12_TGS,P24_ACO,P22_ASM,P100_OVERALL,P10_TRANS,P20_ACT,P33_IAM,P13_TSF
HCILab1,330.0,360.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
HCILab1,345.0,375.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
HCILab1,420.0,450.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab1,435.0,465.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab1,570.0,600.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HCILab1,585.0,615.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
HCILab1,600.0,630.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab1,645.0,675.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HCILab1,660.0,690.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HCILab1,945.0,975.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
HCILab1,960.0,990.0,0,0,1,0,0,0,0,0,0,0,1,1,0,2
HCILab1,975.0,1005.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
HCILab1,1080.0,1110.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HCILab1,1095.0,1125.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HCILab1,1500.0,1530.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HCILab1,1515.0,1545.0,0,0,1,0,0,0,1,0,0,0,0,2,1,0
HCILab1,1530.0,1560.0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
HCILab1,1590.0,1620.0,0,0,1,1,0,0,1,0,0,2,0,2,0,0
HCILab1,1605.0,1635.0,0,0,1,1,0,0,1,0,0,4,0,2,0,0
HCILab1,1620.0,1650.0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
HCILab1,1635.0,1665.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HCILab1,1785.0,1815.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
HCILab1,1800.0,1830.0,0,0,1,0,0,0,0,0,0,0,3,1,0,0
HCILab1,1815.0,1845.0,0,0,1,0,0,0,0,0,0,0,3,1,0,0
HCILab1,1830.0,1860.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
HCILab1,1950.0,1980.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab1,1965.0,1995.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab1,2025.0,2055.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab1,2040.0,2070.0,0,0,3,0,0,0,0,0,0,1,0,0,1,0
HCILab1,2055.0,2085.0,0,0,2,0,0,0,0,0,0,2,0,0,1,0
HCILab1,2070.0,2100.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HCILab1,2145.0,2175.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HCILab1,2160.0,2190.0,0,0,1,0,0,0,0,0,0,2,0,1,0,0
HCILab1,2175.0,2205.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
HCILab1,2250.0,2280.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
