speaker,window_start,window_end,P10_TRANS,P20_ACT,P21_AMP,P12_TGS,P22_ASM,P100_OVERALL,P33_IAM,P23_ATM,P31_ICM,P11_TMA,P30_INTER,P13_TSF,P32_IMO,P24_ACO
HCILab1,1950.0,1980.0,1,1,0,0,0,0,0,0,0,0,2,0,0,0
HCILab1,1965.0,1995.0,2,1,0,0,0,0,0,0,0,0,4,0,0,0
HCILab1,1980.0,2010.0,2,1,0,0,0,0,0,0,0,0,4,0,0,0
HCILab1,1995.0,2025.0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
HCILab1,2010.0,2040.0,1,1,0,0,0,0,0,0,0,0,3,0,0,0
HCILab1,2025.0,2055.0,0,1,0,0,0,0,0,0,0,0,4,0,0,0
HCILab1,2040.0,2070.0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
HCILab1,2055.0,2085.0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
HCILab1,2070.0,2100.0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
HCILab1,2085.0,2115.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
HCILab1,2100.0,2130.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
HCILab1,2340.0,2370.0,0,1,0,0,0,1,0,2,0,0,3,1,0,0
HCILab1,2355.0,2385.0,1,1,0,0,0,1,0,2,0,0,4,1,0,0
HCILab1,2370.0,2400.0,1,1,0,0,0,1,0,2,0,0,4,1,0,0
HCILab1,2385.0,2415.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
HCILab1,3285.0,3315.0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
HCILab1,3300.0,3330.0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
HCILab1,3315.0,3345.0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
HCILab1,3420.0,3450.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
HCILab1,3435.0,3465.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
HCILab1,3450.0,3480.0,1,1,0,0,0,0,0,0,0,0,3,1,0,0
HCILab1,3465.0,3495.0,1,1,0,0,0,0,0,0,0,0,4,1,0,1
HCILab1,3480.0,3510.0,0,1,0,0,0,0,0,0,0,0,2,1,0,1
HCILab1,3495.0,3525.0,0,1,0,0,0,0,0,0,0,0,3,1,0,1
HCILab1,3510.0,3540.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HCILab1,4110.0,4140.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HCILab1,4125.0,4155.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
HCILab1,4140.0,4170.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
