speaker,window_start,window_end,P10_TRANS,P20_ACT,P21_AMP,P12_TGS,P22_ASM,P100_OVERALL,P33_IAM,P23_ATM,P31_ICM,P11_TMA,P30_INTER,P13_TSF,P32_IMO,P24_ACO
HCILab1,225.0,255.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0
HCILab1,240.0,270.0,3,2,0,0,0,0,0,0,0,0,2,0,0,0
HCILab1,255.0,285.0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
HCILab1,270.0,300.0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
HCILab1,345.0,375.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
HCILab1,360.0,390.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
HCILab1,375.0,405.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
HCILab1,405.0,435.0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
HCILab1,420.0,450.0,2,0,1,0,0,1,0,0,0,1,3,0,0,0
HCILab1,435.0,465.0,2,0,1,0,0,1,0,0,0,1,3,0,0,0
HCILab1,450.0,480.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
HCILab1,465.0,495.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
HCILab1,480.0,510.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
HCILab1,525.0,555.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HCILab1,540.0,570.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HCILab1,555.0,585.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HCILab1,675.0,705.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
HCILab1,690.0,720.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
HCILab1,780.0,810.0,4,2,0,0,0,0,0,0,0,0,5,1,0,0
HCILab1,795.0,825.0,5,4,0,0,0,0,0,0,0,0,7,1,0,0
HCILab1,810.0,840.0,5,4,0,0,0,0,0,0,0,0,7,1,0,0
HCILab1,825.0,855.0,3,2,0,0,0,0,0,0,0,0,3,0,0,0
HCILab1,840.0,870.0,6,4,0,0,0,0,0,0,0,0,6,0,0,0
HCILab1,855.0,885.0,5,2,0,0,0,0,0,0,0,0,5,0,0,0
HCILab1,870.0,900.0,6,2,0,0,0,1,0,0,0,0,8,1,0,0
HCILab1,885.0,915.0,5,0,0,0,0,1,0,0,0,0,4,3,0,0
HCILab1,900.0,930.0,6,0,0,0,0,1,0,0,0,0,5,4,0,0
HCILab1,915.0,945.0,2,0,0,0,0,0,0,0,0,0,1,2,0,0
HCILab1,975.0,1005.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HCILab1,990.0,1020.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HCILab1,1095.0,1125.0,1,2,0,0,1,1,0,0,0,0,4,0,0,0
HCILab1,1110.0,1140.0,1,2,0,0,1,1,0,0,0,0,4,0,0,0
HCILab1,1125.0,1155.0,1,3,1,0,2,1,0,0,0,0,11,1,0,0
HCILab1,1140.0,1170.0,1,3,1,0,2,1,0,0,0,0,11,1,0,0
HCILab1,1155.0,1185.0,0,1,1,0,1,0,0,0,0,0,7,1,0,0
HCILab1,1170.0,1200.0,0,1,1,0,1,0,0,0,0,0,7,1,0,0
HCILab1,1800.0,1830.0,2,1,1,1,1,0,0,0,0,0,4,0,0,0
HCILab1,1815.0,1845.0,2,1,1,1,1,0,0,0,0,0,5,0,0,0
HCILab1,1830.0,1860.0,2,0,1,1,0,0,0,0,0,0,3,0,0,0
HCILab1,1935.0,1965.0,1,1,0,0,0,0,0,0,0,0,2,0,0,0
