speaker,window_start,window_end,P31_ICM,P32_IMO,P30_INTER,P11_TMA,P23_ATM,P21_AMP,P12_TGS,P24_ACO,P22_ASM,P100_OVERALL,P10_TRANS,P20_ACT,P33_IAM,P13_TSF
CSLPC,915.0,945.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
CSLPC,930.0,960.0,0,0,2,0,0,0,0,0,1,1,0,2,0,0
CSLPC,945.0,975.0,0,0,3,0,0,0,0,0,0,1,0,2,0,0
CSLPC,960.0,990.0,0,0,3,0,0,0,0,0,0,1,1,1,0,0
CSLPC,975.0,1005.0,0,0,2,0,0,0,0,0,0,1,1,0,0,0
CSLPC,1005.0,1035.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CSLPC,1020.0,1050.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CSLPC,1050.0,1080.0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
CSLPC,1065.0,1095.0,0,0,0,0,0,1,0,0,0,1,0,3,0,0
CSLPC,1080.0,1110.0,0,0,0,0,0,0,0,1,0,1,0,3,0,0
CSLPC,1095.0,1125.0,0,0,1,0,0,0,0,1,0,1,1,2,0,1
CSLPC,1110.0,1140.0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
CSLPC,1590.0,1620.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
CSLPC,1605.0,1635.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
CSLPC,1740.0,1770.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CSLPC,1755.0,1785.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CSLPC,2910.0,2940.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
CSLPC,2925.0,2955.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
CSLPC,2940.0,2970.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CSLPC,3465.0,3495.0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
CSLPC,3480.0,3510.0,0,0,1,0,0,0,0,0,0,2,0,3,0,0
CSLPC,3495.0,3525.0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
CSLPC,3765.0,3795.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CSLPC,3780.0,3810.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
