speaker,window_start,window_end,P31_ICM,P24_ACO,P30_INTER,P100_OVERALL,P23_ATM,P13_TSF,P20_ACT,P21_AMP,P10_TRANS,P12_TGS,P11_TMA,P22_ASM,P32_IMO,P33_IAM
HCILab2,180.0,210.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HCILab2,195.0,225.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HCILab2,300.0,330.0,0,0,3,0,1,0,0,1,1,0,0,0,0,0
HCILab2,315.0,345.0,0,0,9,1,1,0,0,1,1,0,0,0,0,0
HCILab2,330.0,360.0,0,0,8,1,0,0,0,0,0,0,0,0,0,0
HCILab2,345.0,375.0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
HCILab2,360.0,390.0,0,0,6,0,0,0,2,0,0,0,0,0,0,0
HCILab2,375.0,405.0,0,0,12,0,0,0,0,0,1,0,0,0,0,0
HCILab2,390.0,420.0,0,0,13,1,0,0,0,0,2,0,0,0,0,0
HCILab2,405.0,435.0,0,0,9,1,0,0,0,0,1,0,0,1,0,0
HCILab2,420.0,450.0,0,0,2,0,0,0,1,0,0,0,0,1,0,0
HCILab2,435.0,465.0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
HCILab2,450.0,480.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
HCILab2,480.0,510.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HCILab2,495.0,525.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
HCILab2,510.0,540.0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
HCILab2,525.0,555.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
HCILab2,540.0,570.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HCILab2,600.0,630.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HCILab2,615.0,645.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HCILab2,645.0,675.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HCILab2,660.0,690.0,0,0,2,2,0,0,1,0,0,0,0,0,0,0
HCILab2,675.0,705.0,0,0,2,1,0,0,1,0,0,0,0,0,0,0
HCILab2,735.0,765.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
HCILab2,750.0,780.0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
HCILab2,765.0,795.0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
HCILab2,780.0,810.0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
HCILab2,855.0,885.0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
HCILab2,870.0,900.0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
HCILab2,900.0,930.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
HCILab2,915.0,945.0,0,0,1,0,0,1,2,0,1,0,0,0,0,0
HCILab2,930.0,960.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
HCILab2,975.0,1005.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
HCILab2,990.0,1020.0,0,0,6,1,0,0,1,0,2,0,0,0,0,0
HCILab2,1005.0,1035.0,0,0,4,1,0,0,1,0,2,0,0,0,0,0
HCILab2,1020.0,1050.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab2,1170.0,1200.0,0,0,6,0,0,2,0,0,1,0,0,0,0,0
HCILab2,1185.0,1215.0,0,0,6,0,0,2,0,0,1,0,0,0,0,0
HCILab2,1260.0,1290.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HCILab2,1275.0,1305.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HCILab2,1560.0,1590.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab2,1575.0,1605.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab2,1845.0,1875.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab2,1860.0,1890.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab2,2010.0,2040.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab2,2025.0,2055.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab2,2070.0,2100.0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
HCILab2,2085.0,2115.0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
HCILab2,2385.0,2415.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HCILab2,2400.0,2430.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HCILab2,2775.0,2805.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
HCILab2,2790.0,2820.0,0,0,1,1,0,2,1,1,0,0,0,0,0,0
HCILab2,2805.0,2835.0,0,0,0,1,0,2,1,0,0,0,0,0,0,0
HCILab2,2955.0,2985.0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
HCILab2,2970.0,3000.0,0,0,5,0,0,1,1,0,0,0,0,0,0,0
HCILab2,2985.0,3015.0,0,0,3,0,0,1,0,0,0,0,0,0,0,1
HCILab2,3000.0,3030.0,0,0,2,1,0,1,0,1,0,0,0,0,0,1
HCILab2,3015.0,3045.0,0,0,2,1,0,1,0,1,0,0,0,0,0,0
HCILab2,3435.0,3465.0,0,0,2,1,0,0,2,0,0,0,0,0,0,0
HCILab2,3450.0,3480.0,0,0,3,1,0,0,2,0,0,0,0,0,0,0
HCILab2,3465.0,3495.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab2,3795.0,3825.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HCILab2,3810.0,3840.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
