speaker,window_start,window_end,P21_AMP,P100_OVERALL,P32_IMO,P31_ICM,P30_INTER,P23_ATM,P11_TMA,P10_TRANS,P33_IAM,P24_ACO,P22_ASM,P13_TSF,P12_TGS,P20_ACT
SPEAKER_00,390.0,420.0,0,1,0,0,3,0,1,0,0,0,1,0,0,1
SPEAKER_00,405.0,435.0,0,1,0,0,5,0,2,1,0,0,1,0,0,2
SPEAKER_00,420.0,450.0,0,0,0,0,2,0,1,1,0,0,0,0,0,1
SPEAKER_00,435.0,465.0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
SPEAKER_00,450.0,480.0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
SPEAKER_00,465.0,495.0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
SPEAKER_00,480.0,510.0,0,1,0,0,3,0,0,1,0,0,0,0,0,2
SPEAKER_00,495.0,525.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
SPEAKER_00,510.0,540.0,0,0,0,0,2,0,0,0,0,0,0,1,0,0
SPEAKER_00,525.0,555.0,0,0,0,0,2,0,0,0,0,0,0,1,0,0
SPEAKER_00,540.0,570.0,0,1,0,0,2,0,0,0,0,0,0,0,0,1
SPEAKER_00,555.0,585.0,0,1,0,0,4,0,0,0,0,0,0,0,0,3
SPEAKER_00,570.0,600.0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
SPEAKER_00,690.0,720.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SPEAKER_00,705.0,735.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SPEAKER_00,825.0,855.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SPEAKER_00,840.0,870.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SPEAKER_00,855.0,885.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_00,870.0,900.0,0,0,0,0,3,0,0,0,0,0,0,1,0,0
SPEAKER_00,885.0,915.0,0,0,0,0,2,0,0,0,0,0,0,1,0,2
SPEAKER_00,900.0,930.0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
SPEAKER_00,915.0,945.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
SPEAKER_00,975.0,1005.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SPEAKER_00,990.0,1020.0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
SPEAKER_00,1005.0,1035.0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
SPEAKER_00,1020.0,1050.0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
SPEAKER_00,1095.0,1125.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER_00,1110.0,1140.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER_00,1260.0,1290.0,0,0,0,0,3,0,0,2,0,0,0,0,0,1
SPEAKER_00,1275.0,1305.0,0,1,0,0,3,0,0,2,0,0,0,2,0,2
SPEAKER_00,1290.0,1320.0,0,1,0,0,2,0,0,0,0,0,0,2,0,1
SPEAKER_00,1305.0,1335.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_00,1350.0,1380.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SPEAKER_00,1365.0,1395.0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
