window_start,window_end,P11_TMA,P32_IMO,P21_AMP,P12_TGS,P24_ACO,P20_ACT,P100_OVERALL,P22_ASM,P31_ICM,P13_TSF,P33_IAM,P30_INTER,P23_ATM,P10_TRANS,speaker
0.0,30.0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,SPEAKER_04
60.0,90.0,0,0,0,0,0,3,2,0,0,1,0,1,0,3,"SPEAKER_00, SPEAKER_04"
75.0,105.0,0,0,0,0,0,11,2,1,0,1,0,2,0,3,"SPEAKER_00, SPEAKER_04"
90.0,120.0,0,0,0,0,0,8,2,1,0,2,0,3,0,2,SPEAKER_00
105.0,135.0,0,0,0,0,0,3,4,0,0,5,0,4,0,5,SPEAKER_00
120.0,150.0,0,0,0,0,1,4,2,6,0,3,0,2,0,4,SPEAKER_00
135.0,165.0,1,0,0,0,1,5,1,6,0,1,0,1,0,7,SPEAKER_00
150.0,180.0,1,0,0,0,0,4,2,0,0,1,0,4,0,6,"SPEAKER_00, SPEAKER_04, SPEAKER_08"
165.0,195.0,0,0,0,0,0,3,2,0,0,1,0,3,0,1,"SPEAKER_00, SPEAKER_04, SPEAKER_08"
180.0,210.0,0,0,0,0,0,2,2,0,0,1,0,0,0,2,SPEAKER_04
195.0,225.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,"SPEAKER_03, SPEAKER_04"
210.0,240.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,SPEAKER_03
225.0,255.0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,SPEAKER_04
240.0,270.0,0,0,0,0,0,2,1,0,0,0,0,2,0,3,"SPEAKER_04, SPEAKER_06"
255.0,285.0,0,0,0,0,0,2,1,0,0,2,0,2,0,2,"SPEAKER_03, SPEAKER_06, SPEAKER_08"
270.0,300.0,1,0,0,0,0,3,1,0,0,4,0,1,0,5,"SPEAKER_03, SPEAKER_06, SPEAKER_08"
285.0,315.0,1,0,0,0,0,4,0,1,0,2,0,0,1,3,SPEAKER_08
300.0,330.0,0,0,1,0,0,2,1,1,0,0,0,3,2,1,"SPEAKER_01, SPEAKER_04, SPEAKER_08"
315.0,345.0,0,0,1,0,0,0,2,0,0,0,0,9,1,1,"SPEAKER_01, SPEAKER_04"
330.0,360.0,0,0,0,0,0,0,2,0,0,0,0,9,0,0,"SPEAKER_01, SPEAKER_03"
345.0,375.0,0,0,1,0,0,2,1,0,0,0,0,4,0,1,"SPEAKER_01, SPEAKER_03, SPEAKER_04, SPEAKER_06"
360.0,390.0,0,0,1,0,0,3,0,0,0,0,0,7,0,1,"SPEAKER_01, SPEAKER_04, SPEAKER_06"
375.0,405.0,0,0,0,0,0,1,0,0,0,0,0,13,0,1,"SPEAKER_01, SPEAKER_06"
390.0,420.0,0,0,0,0,0,0,1,0,0,0,0,13,0,2,SPEAKER_01
405.0,435.0,0,0,0,0,0,0,1,1,0,0,0,12,0,1,"SPEAKER_01, SPEAKER_06"
420.0,450.0,0,0,0,0,0,1,1,1,0,0,0,5,0,2,"SPEAKER_01, SPEAKER_04, SPEAKER_06"
435.0,465.0,1,0,1,0,0,1,3,0,0,0,0,0,0,2,"SPEAKER_04, SPEAKER_06"
450.0,480.0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,SPEAKER_04
465.0,495.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,"SPEAKER_04, SPEAKER_06"
480.0,510.0,0,0,0,0,0,2,3,0,0,2,0,1,1,0,"SPEAKER_04, SPEAKER_06, SPEAKER_08"
495.0,525.0,0,0,0,0,0,2,2,0,0,2,0,1,1,1,"SPEAKER_04, SPEAKER_08"
510.0,540.0,0,0,0,0,0,2,1,0,0,0,0,2,0,1,SPEAKER_04
