window_start,window_end,P21_AMP,P100_OVERALL,P32_IMO,P31_ICM,P30_INTER,P23_ATM,P11_TMA,P10_TRANS,P33_IAM,P24_ACO,P22_ASM,P13_TSF,P12_TGS,P20_ACT,speaker
0.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SPEAKER_05
30.0,60.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,SPEAKER_02
45.0,75.0,0,2,0,0,1,0,0,3,0,0,1,1,0,4,SPEAKER_02
60.0,90.0,0,2,0,0,2,0,0,4,0,0,1,2,0,11,SPEAKER_02
75.0,105.0,0,3,0,0,5,0,0,3,0,0,0,3,0,8,SPEAKER_02
90.0,120.0,0,4,0,0,3,0,0,4,0,1,4,4,0,3,SPEAKER_02
105.0,135.0,0,1,0,0,0,0,0,4,0,1,6,2,0,4,SPEAKER_02
120.0,150.0,0,2,0,0,1,0,1,7,0,0,2,1,0,4,SPEAKER_02
135.0,165.0,0,2,0,0,5,0,1,6,0,0,0,1,0,4,"SPEAKER_02, SPEAKER_05"
150.0,180.0,0,2,0,0,4,0,0,1,0,0,0,1,0,3,"SPEAKER_02, SPEAKER_05, SPEAKER_07"
165.0,195.0,0,2,0,0,1,0,0,1,0,0,0,2,0,1,"SPEAKER_00, SPEAKER_05, SPEAKER_07"
180.0,210.0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,"SPEAKER_00, SPEAKER_01, SPEAKER_07"
195.0,225.0,0,0,0,0,1,0,0,2,0,0,0,1,0,2,"SPEAKER_01, SPEAKER_07"
210.0,240.0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,"SPEAKER_01, SPEAKER_06"
225.0,255.0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,"SPEAKER_01, SPEAKER_06"
240.0,270.0,0,1,0,0,1,0,1,2,0,0,0,4,0,3,"SPEAKER_01, SPEAKER_05, SPEAKER_07"
255.0,285.0,0,1,0,0,0,1,1,5,0,0,0,4,0,2,"SPEAKER_05, SPEAKER_07"
270.0,300.0,0,1,0,0,1,1,1,3,0,0,1,0,0,3,"SPEAKER_04, SPEAKER_05"
285.0,315.0,1,1,0,0,5,1,0,1,0,0,1,0,0,2,"SPEAKER_00, SPEAKER_04, SPEAKER_05"
300.0,330.0,1,2,0,0,10,1,0,1,0,0,0,0,0,0,"SPEAKER_00, SPEAKER_07"
315.0,345.0,1,2,0,0,7,0,0,0,0,0,0,0,0,0,"SPEAKER_00, SPEAKER_01, SPEAKER_07"
330.0,360.0,1,1,0,0,3,0,0,1,0,0,0,0,0,3,"SPEAKER_00, SPEAKER_01, SPEAKER_07"
345.0,375.0,0,0,0,0,8,0,0,1,0,0,0,0,0,3,"SPEAKER_00, SPEAKER_01"
360.0,390.0,0,1,0,0,7,0,0,1,0,0,0,0,0,0,SPEAKER_00
375.0,405.0,0,1,0,0,6,0,0,1,0,0,1,0,0,0,SPEAKER_00
390.0,420.0,0,0,0,0,8,0,0,1,0,0,1,0,0,0,"SPEAKER_00, SPEAKER_01"
405.0,435.0,1,2,0,0,3,0,1,2,0,0,0,0,0,0,"SPEAKER_01, SPEAKER_07"
420.0,450.0,1,4,0,0,0,0,1,1,0,0,0,0,0,0,"SPEAKER_00, SPEAKER_01, SPEAKER_07"
435.0,465.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"SPEAKER_00, SPEAKER_01"
450.0,480.0,0,2,0,0,1,0,0,0,0,0,0,1,0,1,"SPEAKER_00, SPEAKER_01, SPEAKER_05"
465.0,495.0,0,3,0,0,1,1,0,1,0,0,0,1,0,3,"SPEAKER_00, SPEAKER_01, SPEAKER_05"
480.0,510.0,0,2,0,0,1,1,0,1,0,0,0,0,0,3,"SPEAKER_00, SPEAKER_05"
495.0,525.0,0,1,0,0,2,0,0,2,0,0,0,0,0,3,"SPEAKER_00, SPEAKER_05"
510.0,540.0,0,0,0,0,2,0,0,2,0,0,0,0,0,7,"SPEAKER_00, SPEAKER_05"
525.0,555.0,1,1,0,0,6,1,0,2,0,0,0,0,0,10,"SPEAKER_00, SPEAKER_05"
540.0,570.0,1,1,0,0,5,1,0,1,0,0,0,0,0,5,SPEAKER_05
555.0,585.0,0,1,0,0,0,0,0,1,0,0,1,0,0,4,SPEAKER_05
570.0,600.0,0,4,0,0,1,0,0,1,0,0,1,0,0,4,SPEAKER_05
585.0,615.0,0,4,0,0,2,0,0,0,0,0,0,0,0,3,SPEAKER_05
600.0,630.0,0,1,0,0,2,0,0,1,0,0,0,1,0,3,SPEAKER_05
615.0,645.0,0,1,0,0,2,0,0,2,0,0,0,2,0,1,SPEAKER_05
630.0,660.0,0,3,0,0,2,0,0,1,0,0,1,1,0,3,"SPEAKER_00, SPEAKER_05"
645.0,675.0,0,2,0,0,1,0,0,0,0,0,1,1,0,2,"SPEAKER_00, SPEAKER_01, SPEAKER_05"
660.0,690.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,SPEAKER_01
690.0,720.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SPEAKER_07
705.0,735.0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,SPEAKER_07
720.0,750.0,0,0,0,0,3,0,0,0,0,0,0,1,0,2,"SPEAKER_00, SPEAKER_07"
735.0,765.0,0,1,0,0,3,0,0,0,0,0,0,0,0,3,"SPEAKER_00, SPEAKER_07"
750.0,780.0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,"SPEAKER_00, SPEAKER_07"
765.0,795.0,0,1,0,0,2,0,0,4,0,0,0,1,0,2,"SPEAKER_00, SPEAKER_01"
780.0,810.0,0,0,0,0,6,0,0,4,0,0,0,1,0,2,SPEAKER_01
795.0,825.0,0,0,0,0,4,0,0,2,0,0,0,0,0,2,SPEAKER_01
810.0,840.0,0,0,0,0,2,0,0,3,0,0,0,0,0,2,SPEAKER_01
825.0,855.0,0,0,0,0,5,0,0,5,0,0,0,0,0,2,SPEAKER_01
840.0,870.0,0,1,0,0,5,0,0,3,0,0,1,0,0,3,"SPEAKER_01, SPEAKER_07"
855.0,885.0,0,2,0,0,2,0,0,3,0,0,1,1,0,1,"SPEAKER_01, SPEAKER_07"
870.0,900.0,0,2,0,0,2,0,0,6,0,0,0,4,0,0,"SPEAKER_01, SPEAKER_07"
885.0,915.0,0,1,0,0,3,0,0,4,0,0,0,5,0,2,"SPEAKER_00, SPEAKER_01, SPEAKER_07"
900.0,930.0,0,0,0,0,1,0,0,1,0,0,1,1,0,4,"SPEAKER_00, SPEAKER_03"
915.0,945.0,0,1,0,0,2,0,0,0,0,0,1,0,0,2,SPEAKER_03
930.0,960.0,0,2,0,0,3,0,0,0,0,0,0,0,0,1,SPEAKER_03
945.0,975.0,0,1,0,0,6,0,0,1,0,0,0,0,0,1,"SPEAKER_03, SPEAKER_07"
960.0,990.0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,"SPEAKER_00, SPEAKER_03, SPEAKER_07"
975.0,1005.0,0,1,0,0,9,0,0,2,0,0,0,0,0,0,"SPEAKER_00, SPEAKER_06"
990.0,1020.0,0,1,0,0,4,0,0,2,0,0,0,0,0,0,"SPEAKER_00, SPEAKER_06"
1020.0,1050.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SPEAKER_03
1035.0,1065.0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,SPEAKER_03
1050.0,1080.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,SPEAKER_03
1065.0,1095.0,0,2,0,0,0,0,0,1,0,1,0,1,0,2,SPEAKER_03
1080.0,1110.0,0,2,0,0,1,0,0,1,0,1,0,1,0,1,"SPEAKER_03, SPEAKER_06"
1095.0,1125.0,0,1,0,0,4,0,0,1,0,0,1,0,0,2,"SPEAKER_01, SPEAKER_03, SPEAKER_06"
1110.0,1140.0,0,0,0,0,7,0,0,1,0,0,1,0,0,2,SPEAKER_01
1125.0,1155.0,1,0,0,0,6,0,0,0,0,0,0,1,0,0,SPEAKER_01
1140.0,1170.0,1,0,0,0,6,0,0,1,0,0,1,3,0,1,"SPEAKER_00, SPEAKER_01"
1155.0,1185.0,0,0,0,0,6,0,0,1,0,0,1,2,0,1,"SPEAKER_00, SPEAKER_01, SPEAKER_07"
1170.0,1200.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"SPEAKER_00, SPEAKER_07"
1230.0,1260.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,SPEAKER_07
1245.0,1275.0,0,4,0,0,1,0,0,2,0,0,1,0,0,1,"SPEAKER_00, SPEAKER_07"
1260.0,1290.0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,"SPEAKER_00, SPEAKER_07"
1545.0,1575.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,SPEAKER_00
1560.0,1590.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,"SPEAKER_00, SPEAKER_03"
1575.0,1605.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,SPEAKER_03
1590.0,1620.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SPEAKER_03
1725.0,1755.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,SPEAKER_02
1740.0,1770.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,SPEAKER_02
1785.0,1815.0,1,0,0,0,4,0,0,0,0,0,1,0,1,1,SPEAKER_01
1800.0,1830.0,1,0,0,0,7,0,0,2,0,0,1,0,1,1,"SPEAKER_01, SPEAKER_07"
1815.0,1845.0,1,0,0,0,4,0,0,2,0,0,0,0,0,0,"SPEAKER_00, SPEAKER_01, SPEAKER_07"
1830.0,1860.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,SPEAKER_00
1920.0,1950.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,SPEAKER_01
1935.0,1965.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,SPEAKER_01
1950.0,1980.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,SPEAKER_01
1965.0,1995.0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,SPEAKER_01
1980.0,2010.0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,"SPEAKER_01, SPEAKER_04"
1995.0,2025.0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,"SPEAKER_01, SPEAKER_04"
2010.0,2040.0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,SPEAKER_01
2025.0,2055.0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,SPEAKER_01
2040.0,2070.0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,"SPEAKER_00, SPEAKER_01"
2055.0,2085.0,0,4,0,0,2,0,0,1,0,0,0,0,0,0,"SPEAKER_00, SPEAKER_01, SPEAKER_07"
2070.0,2100.0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,"SPEAKER_01, SPEAKER_07"
2310.0,2340.0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,SPEAKER_01
2325.0,2355.0,0,1,0,0,3,2,0,0,0,0,0,1,0,1,SPEAKER_01
2340.0,2370.0,0,0,0,0,2,2,0,1,0,0,0,1,0,0,SPEAKER_01
2355.0,2385.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,"SPEAKER_00, SPEAKER_01"
2370.0,2400.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"SPEAKER_00, SPEAKER_01"
2385.0,2415.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,SPEAKER_01
2760.0,2790.0,1,1,0,0,1,0,0,0,0,0,0,2,0,1,SPEAKER_00
2775.0,2805.0,1,2,0,0,2,0,0,0,0,0,0,2,0,1,"SPEAKER_00, SPEAKER_07"
2790.0,2820.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,SPEAKER_07
2835.0,2865.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SPEAKER_02
2850.0,2880.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SPEAKER_02
2880.0,2910.0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,SPEAKER_07
2895.0,2925.0,0,2,0,0,4,1,0,1,0,0,0,0,0,3,"SPEAKER_03, SPEAKER_07"
2910.0,2940.0,0,1,0,0,4,1,0,1,0,0,0,0,0,1,"SPEAKER_03, SPEAKER_07"
2940.0,2970.0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,SPEAKER_00
2955.0,2985.0,1,0,0,0,7,0,0,0,0,0,0,1,0,3,"SPEAKER_00, SPEAKER_01"
2970.0,3000.0,1,1,0,0,6,0,0,0,1,0,0,0,0,4,"SPEAKER_00, SPEAKER_01, SPEAKER_07"
2985.0,3015.0,1,4,0,0,4,0,0,0,1,0,0,1,0,2,"SPEAKER_00, SPEAKER_07"
3000.0,3030.0,1,3,0,0,2,0,0,0,0,0,0,1,0,1,"SPEAKER_00, SPEAKER_06, SPEAKER_07"
3015.0,3045.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,SPEAKER_06
3270.0,3300.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,SPEAKER_01
3285.0,3315.0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,SPEAKER_01
3300.0,3330.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,SPEAKER_01
3405.0,3435.0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,SPEAKER_01
3420.0,3450.0,1,1,0,0,6,0,0,1,0,0,1,0,0,2,"SPEAKER_00, SPEAKER_01"
3435.0,3465.0,0,0,0,0,5,0,0,1,0,0,1,0,0,3,"SPEAKER_00, SPEAKER_01, SPEAKER_03"
3450.0,3480.0,0,0,0,0,2,0,0,0,0,1,0,0,0,4,"SPEAKER_01, SPEAKER_03"
3465.0,3495.0,0,2,0,0,5,0,0,0,0,1,0,1,0,3,"SPEAKER_01, SPEAKER_03"
3480.0,3510.0,0,2,0,0,4,0,0,0,0,0,0,1,0,1,"SPEAKER_01, SPEAKER_03"
3495.0,3525.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,SPEAKER_01
3750.0,3780.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,SPEAKER_05
3765.0,3795.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,SPEAKER_05
3780.0,3810.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,SPEAKER_00
3795.0,3825.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,SPEAKER_00
3825.0,3855.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,SPEAKER_05
3840.0,3870.0,0,3,0,0,4,0,0,1,0,0,0,0,0,0,SPEAKER_05
3855.0,3885.0,0,4,0,0,3,0,0,4,0,0,1,0,0,2,SPEAKER_05
3870.0,3900.0,0,2,0,0,2,0,0,4,0,0,1,2,0,3,"SPEAKER_05, SPEAKER_07"
3885.0,3915.0,0,1,0,0,3,0,0,2,1,0,0,2,0,1,"SPEAKER_05, SPEAKER_07"
3900.0,3930.0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,SPEAKER_05
3915.0,3945.0,3,2,0,0,3,0,0,3,0,0,1,0,0,1,"SPEAKER_00, SPEAKER_05"
3930.0,3960.0,3,4,0,0,2,0,0,4,0,0,3,1,0,2,"SPEAKER_00, SPEAKER_05"
3945.0,3975.0,0,2,0,0,0,0,0,1,0,0,2,1,0,1,"SPEAKER_00, SPEAKER_05"
