window_start,window_end,P11_TMA,P32_IMO,P21_AMP,P12_TGS,P24_ACO,P20_ACT,P100_OVERALL,P22_ASM,P31_ICM,P13_TSF,P33_IAM,P30_INTER,P23_ATM,P10_TRANS,speaker
0.0,30.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,SPEAKER_02
45.0,75.0,0,0,0,0,0,4,2,0,0,1,0,1,0,3,SPEAKER_02
60.0,90.0,0,0,0,0,0,11,2,1,0,2,0,3,0,4,SPEAKER_02
75.0,105.0,0,0,0,0,0,7,3,1,0,2,0,5,0,3,SPEAKER_02
90.0,120.0,0,0,0,0,1,3,4,3,0,4,0,3,0,4,SPEAKER_02
105.0,135.0,0,0,0,0,1,5,1,6,0,3,0,0,0,4,SPEAKER_02
120.0,150.0,1,0,0,0,0,4,2,4,0,1,0,1,0,7,SPEAKER_02
135.0,165.0,1,0,0,0,0,4,2,0,0,1,0,5,0,6,"SPEAKER_02, SPEAKER_04"
150.0,180.0,0,0,0,0,0,2,2,0,0,1,0,4,0,1,"SPEAKER_02, SPEAKER_04, SPEAKER_05"
165.0,195.0,0,0,0,0,0,1,2,0,0,1,0,1,0,1,"SPEAKER_01, SPEAKER_04, SPEAKER_05"
180.0,210.0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,"SPEAKER_00, SPEAKER_01, SPEAKER_05"
195.0,225.0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,"SPEAKER_00, SPEAKER_05"
210.0,240.0,0,0,0,0,0,0,2,0,0,0,0,1,0,3,"SPEAKER_00, SPEAKER_06"
225.0,255.0,0,0,0,0,0,2,1,0,0,0,0,1,0,2,"SPEAKER_00, SPEAKER_06"
240.0,270.0,0,0,0,0,0,3,1,0,0,3,0,1,0,2,"SPEAKER_00, SPEAKER_04, SPEAKER_05"
255.0,285.0,1,0,0,0,0,2,1,0,0,4,0,0,1,6,"SPEAKER_04, SPEAKER_05"
270.0,300.0,1,0,0,0,0,3,2,1,0,1,0,1,1,4,SPEAKER_04
285.0,315.0,0,0,1,0,0,2,2,1,0,0,0,4,1,1,"SPEAKER_01, SPEAKER_04"
300.0,330.0,0,0,1,0,0,0,2,0,0,0,0,9,1,1,"SPEAKER_01, SPEAKER_05"
315.0,345.0,0,0,1,0,0,0,2,0,0,0,0,6,0,0,"SPEAKER_00, SPEAKER_01, SPEAKER_05"
330.0,360.0,0,0,1,0,0,3,1,0,0,0,0,2,0,1,"SPEAKER_00, SPEAKER_01, SPEAKER_05"
345.0,375.0,0,0,0,0,0,3,0,0,0,0,0,10,0,1,"SPEAKER_00, SPEAKER_01"
360.0,390.0,0,0,0,0,0,0,1,0,0,0,0,13,0,1,SPEAKER_01
375.0,405.0,0,0,0,0,0,0,1,1,0,0,0,12,0,1,SPEAKER_01
390.0,420.0,0,0,0,0,0,0,0,1,0,0,0,10,0,1,"SPEAKER_00, SPEAKER_01"
405.0,435.0,1,0,1,0,0,0,2,0,0,0,0,3,0,2,"SPEAKER_00, SPEAKER_05"
420.0,450.0,1,0,1,0,0,0,4,0,0,0,0,0,0,1,"SPEAKER_00, SPEAKER_01, SPEAKER_05"
435.0,465.0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,"SPEAKER_00, SPEAKER_01"
450.0,480.0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,"SPEAKER_00, SPEAKER_01, SPEAKER_04"
465.0,495.0,0,0,0,0,0,2,3,0,0,2,0,2,1,1,"SPEAKER_00, SPEAKER_01, SPEAKER_04"
480.0,510.0,0,0,0,0,0,2,3,0,0,1,0,2,1,1,"SPEAKER_01, SPEAKER_04, SPEAKER_06"
495.0,525.0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,"SPEAKER_01, SPEAKER_04, SPEAKER_06"
510.0,540.0,0,0,0,0,0,6,0,0,0,0,0,3,0,2,"SPEAKER_00, SPEAKER_01, SPEAKER_04"
525.0,555.0,0,0,1,0,0,10,1,0,0,0,0,5,1,3,"SPEAKER_00, SPEAKER_01, SPEAKER_04"
540.0,570.0,0,0,1,0,0,5,1,0,0,0,0,2,1,1,"SPEAKER_00, SPEAKER_04"
555.0,585.0,0,0,0,0,0,4,1,1,0,0,0,0,0,1,SPEAKER_04
570.0,600.0,0,0,0,0,0,5,5,1,0,0,0,1,0,1,"SPEAKER_01, SPEAKER_04"
585.0,615.0,0,0,0,0,0,3,6,0,0,0,0,2,0,0,"SPEAKER_01, SPEAKER_04"
600.0,630.0,0,0,0,0,0,3,2,0,0,1,0,2,0,1,SPEAKER_04
615.0,645.0,0,0,0,0,0,2,1,0,0,2,0,2,0,2,SPEAKER_04
630.0,660.0,0,0,0,0,0,2,3,1,0,1,0,1,0,1,"SPEAKER_04, SPEAKER_05"
645.0,675.0,0,0,0,0,0,2,2,1,0,1,0,1,0,0,"SPEAKER_00, SPEAKER_04, SPEAKER_05, SPEAKER_06"
660.0,690.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,"SPEAKER_00, SPEAKER_06"
690.0,720.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,SPEAKER_05
705.0,735.0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,SPEAKER_05
720.0,750.0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,"SPEAKER_01, SPEAKER_05"
735.0,765.0,0,0,0,0,0,3,1,0,0,0,0,2,0,0,"SPEAKER_01, SPEAKER_05"
750.0,780.0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,"SPEAKER_01, SPEAKER_05"
765.0,795.0,0,0,0,0,0,2,1,0,0,0,0,2,0,3,"SPEAKER_00, SPEAKER_01"
780.0,810.0,0,0,0,0,0,2,0,0,0,1,0,5,0,4,SPEAKER_00
795.0,825.0,0,0,0,0,0,2,0,0,0,1,0,4,0,2,SPEAKER_00
810.0,840.0,0,0,0,0,0,2,0,0,0,0,0,3,0,3,SPEAKER_00
825.0,855.0,0,0,0,0,0,2,0,0,0,0,0,5,0,5,SPEAKER_00
840.0,870.0,0,0,0,0,0,3,1,1,0,0,0,5,0,3,"SPEAKER_00, SPEAKER_05"
855.0,885.0,0,0,0,0,0,1,2,1,0,0,0,4,0,2,"SPEAKER_00, SPEAKER_05"
870.0,900.0,0,0,0,0,0,0,1,0,0,4,0,5,0,6,SPEAKER_00
885.0,915.0,0,0,0,0,0,2,1,0,0,5,0,4,0,5,"SPEAKER_00, SPEAKER_01, SPEAKER_05"
900.0,930.0,0,0,0,0,0,3,1,1,0,1,0,1,0,1,"SPEAKER_01, SPEAKER_03, SPEAKER_05"
915.0,945.0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,SPEAKER_03
930.0,960.0,0,0,0,0,0,2,2,0,0,0,0,3,0,0,SPEAKER_03
945.0,975.0,0,0,0,0,0,1,1,0,0,0,0,5,0,0,"SPEAKER_03, SPEAKER_05"
960.0,990.0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,"SPEAKER_01, SPEAKER_03, SPEAKER_05"
975.0,1005.0,0,0,0,0,0,0,1,0,0,0,0,8,0,2,SPEAKER_01
990.0,1020.0,0,0,0,0,0,0,1,0,0,0,0,3,0,2,SPEAKER_01
1020.0,1050.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,SPEAKER_03
1035.0,1065.0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,SPEAKER_03
1050.0,1080.0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,SPEAKER_03
1065.0,1095.0,0,0,0,0,1,2,2,0,0,1,0,0,0,1,SPEAKER_03
1080.0,1110.0,0,0,0,0,1,2,2,0,0,1,0,1,0,1,"SPEAKER_00, SPEAKER_03"
1095.0,1125.0,0,0,0,0,0,2,1,0,0,1,0,4,0,1,"SPEAKER_00, SPEAKER_03"
1110.0,1140.0,0,0,0,0,0,2,0,1,0,0,0,6,0,1,SPEAKER_00
1125.0,1155.0,0,0,1,0,0,0,0,1,0,1,0,5,0,0,SPEAKER_00
1140.0,1170.0,0,0,1,0,0,1,0,1,0,3,0,6,0,1,"SPEAKER_00, SPEAKER_01"
1155.0,1185.0,0,0,0,0,0,1,0,1,0,2,0,6,0,1,"SPEAKER_00, SPEAKER_01, SPEAKER_06"
1170.0,1200.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"SPEAKER_01, SPEAKER_06"
1230.0,1260.0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,SPEAKER_05
1245.0,1275.0,0,0,0,0,0,1,3,1,0,0,0,1,0,2,"SPEAKER_01, SPEAKER_05"
1260.0,1290.0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,"SPEAKER_01, SPEAKER_05"
1545.0,1575.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,SPEAKER_01
1560.0,1590.0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,"SPEAKER_01, SPEAKER_03"
1575.0,1605.0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,SPEAKER_03
1590.0,1620.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,SPEAKER_03
1725.0,1755.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SPEAKER_00
1740.0,1770.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SPEAKER_00
1785.0,1815.0,0,0,0,1,0,1,0,1,0,0,0,4,0,0,SPEAKER_00
1800.0,1830.0,0,0,1,1,0,1,0,1,0,0,0,7,0,2,"SPEAKER_00, SPEAKER_05"
1815.0,1845.0,0,0,1,0,0,0,0,0,0,0,0,4,0,2,"SPEAKER_00, SPEAKER_01, SPEAKER_05"
1830.0,1860.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,SPEAKER_01
1920.0,1950.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,SPEAKER_00
1935.0,1965.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,SPEAKER_00
1950.0,1980.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,SPEAKER_00
1965.0,1995.0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,SPEAKER_00
1980.0,2010.0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,"SPEAKER_00, SPEAKER_03"
1995.0,2025.0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,"SPEAKER_00, SPEAKER_03"
2010.0,2040.0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,SPEAKER_00
2025.0,2055.0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,SPEAKER_00
2040.0,2070.0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,"SPEAKER_00, SPEAKER_01"
2055.0,2085.0,0,0,0,0,0,0,3,0,0,0,0,4,0,1,"SPEAKER_00, SPEAKER_01, SPEAKER_05"
2070.0,2100.0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,"SPEAKER_00, SPEAKER_05"
2310.0,2340.0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,SPEAKER_00
2325.0,2355.0,0,0,0,0,0,1,1,0,0,1,0,3,2,0,SPEAKER_00
2340.0,2370.0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,SPEAKER_00
2355.0,2385.0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,"SPEAKER_00, SPEAKER_01"
2370.0,2400.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,SPEAKER_01
2490.0,2520.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,SPEAKER_06
2505.0,2535.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,SPEAKER_06
2595.0,2625.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,SPEAKER_06
2610.0,2640.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,SPEAKER_06
2760.0,2790.0,0,0,1,0,0,1,1,0,0,2,0,0,0,0,SPEAKER_01
2775.0,2805.0,0,0,1,0,0,1,2,0,0,2,0,1,0,0,"SPEAKER_01, SPEAKER_05"
2790.0,2820.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,SPEAKER_05
2880.0,2910.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,SPEAKER_05
2895.0,2925.0,0,0,0,0,0,5,2,0,0,0,0,4,1,1,"SPEAKER_03, SPEAKER_05"
2910.0,2940.0,0,0,0,0,0,4,1,0,0,0,0,4,1,1,"SPEAKER_03, SPEAKER_05"
2940.0,2970.0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,SPEAKER_01
2955.0,2985.0,0,0,1,0,0,3,0,0,0,1,0,7,0,0,"SPEAKER_00, SPEAKER_01"
2970.0,3000.0,0,0,1,0,0,4,1,0,0,0,1,5,0,0,"SPEAKER_00, SPEAKER_01, SPEAKER_05"
2985.0,3015.0,0,0,1,0,0,2,4,0,0,1,1,4,0,0,"SPEAKER_01, SPEAKER_05"
3000.0,3030.0,0,0,1,0,0,0,3,0,0,1,0,2,0,1,"SPEAKER_01, SPEAKER_05, SPEAKER_06"
3015.0,3045.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SPEAKER_06
3270.0,3300.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,SPEAKER_00
3285.0,3315.0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,SPEAKER_00
3300.0,3330.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,SPEAKER_00
3405.0,3435.0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,"SPEAKER_00, SPEAKER_01"
3420.0,3450.0,0,0,1,0,0,2,2,0,0,1,0,6,0,1,"SPEAKER_00, SPEAKER_01"
3435.0,3465.0,0,0,0,0,0,3,1,0,0,1,0,5,0,1,"SPEAKER_00, SPEAKER_01"
3450.0,3480.0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,"SPEAKER_00, SPEAKER_03"
3465.0,3495.0,0,0,0,0,1,4,2,0,0,1,0,4,0,0,"SPEAKER_00, SPEAKER_03"
