speaker,window_start,window_end,P21_AMP,P100_OVERALL,P32_IMO,P31_ICM,P30_INTER,P23_ATM,P11_TMA,P10_TRANS,P33_IAM,P24_ACO,P22_ASM,P13_TSF,P12_TGS,P20_ACT
SPEAKER_03,0.0,30.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_03,615.0,645.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SPEAKER_03,630.0,660.0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
SPEAKER_03,645.0,675.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SPEAKER_03,705.0,735.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_03,720.0,750.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_03,735.0,765.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_03,765.0,795.0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_03,780.0,810.0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_03,900.0,930.0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_03,915.0,945.0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_03,1005.0,1035.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SPEAKER_03,1020.0,1050.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SPEAKER_03,1710.0,1740.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SPEAKER_03,1725.0,1755.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SPEAKER_03,2160.0,2190.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SPEAKER_03,2175.0,2205.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SPEAKER_03,2595.0,2625.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SPEAKER_03,2610.0,2640.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SPEAKER_03,2655.0,2685.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SPEAKER_03,2670.0,2700.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
SPEAKER_03,2685.0,2715.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SPEAKER_03,3375.0,3405.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SPEAKER_03,3390.0,3420.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
