speaker,window_start,window_end,P22_ASM,P12_TGS,P10_TRANS,P100_OVERALL,P24_ACO,P13_TSF,P32_IMO,P23_ATM,P20_ACT,P30_INTER,P31_ICM,P11_TMA,P33_IAM,P21_AMP
CSLLaptop,825.0,855.0,0,0,0,2,0,0,0,0,1,3,0,0,0,0
CSLLaptop,840.0,870.0,0,0,0,1,0,0,0,0,3,3,0,0,0,0
CSLLaptop,855.0,885.0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
CSLLaptop,870.0,900.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CSLLaptop,1005.0,1035.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CSLLaptop,1020.0,1050.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CSLLaptop,1035.0,1065.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CSLLaptop,1050.0,1080.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CSLLaptop,1080.0,1110.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CSLLaptop,1095.0,1125.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CSLLaptop,1110.0,1140.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CSLLaptop,1155.0,1185.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CSLLaptop,1170.0,1200.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
CSLLaptop,1185.0,1215.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CSLLaptop,1200.0,1230.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CSLLaptop,1230.0,1260.0,0,0,0,1,0,2,0,0,2,1,0,0,0,0
CSLLaptop,1245.0,1275.0,0,0,1,2,0,2,0,0,2,1,0,0,0,0
CSLLaptop,1260.0,1290.0,0,0,1,3,0,3,0,0,2,8,0,0,1,0
CSLLaptop,1275.0,1305.0,0,0,1,2,0,1,0,0,0,7,0,0,1,0
CSLLaptop,1290.0,1320.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
CSLLaptop,1395.0,1425.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CSLLaptop,1410.0,1440.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CSLLaptop,1515.0,1545.0,0,0,1,0,0,0,0,0,0,6,0,0,0,0
CSLLaptop,1530.0,1560.0,0,0,1,0,0,0,0,0,0,7,0,0,0,0
CSLLaptop,1545.0,1575.0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
CSLLaptop,1560.0,1590.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
CSLLaptop,1590.0,1620.0,0,0,1,0,0,1,0,1,0,5,0,0,0,0
CSLLaptop,1605.0,1635.0,0,0,1,0,0,1,0,1,0,8,0,0,1,0
CSLLaptop,1620.0,1650.0,0,0,0,0,0,0,0,0,0,3,0,0,1,0
CSLLaptop,1635.0,1665.0,0,0,3,2,0,0,0,0,2,6,0,0,1,0
CSLLaptop,1650.0,1680.0,1,0,3,3,0,0,0,0,2,9,0,0,2,0
CSLLaptop,1665.0,1695.0,1,0,3,2,0,0,0,0,1,9,0,0,3,0
CSLLaptop,1680.0,1710.0,1,0,0,3,0,0,0,0,2,5,0,0,2,0
CSLLaptop,1695.0,1725.0,0,0,0,2,0,0,0,0,2,1,0,0,0,0
CSLLaptop,1710.0,1740.0,1,0,2,2,0,0,0,0,3,4,0,0,1,0
CSLLaptop,1725.0,1755.0,1,0,2,2,0,1,0,0,4,8,0,0,1,0
CSLLaptop,1740.0,1770.0,0,0,4,2,0,1,0,0,5,11,0,0,0,0
CSLLaptop,1755.0,1785.0,0,0,3,1,0,1,0,0,2,8,0,0,0,0
CSLLaptop,1770.0,1800.0,0,0,2,1,0,1,0,0,1,3,0,0,0,0
CSLLaptop,1800.0,1830.0,0,0,0,1,0,0,0,0,5,8,0,0,0,0
CSLLaptop,1815.0,1845.0,0,0,0,1,0,0,0,0,5,8,0,0,0,0
CSLLaptop,1830.0,1860.0,0,0,0,1,0,0,0,0,4,4,0,0,0,0
CSLLaptop,1875.0,1905.0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
CSLLaptop,1890.0,1920.0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
CSLLaptop,1905.0,1935.0,0,0,0,1,0,0,0,0,0,2,0,0,0,0
CSLLaptop,1920.0,1950.0,0,0,1,3,0,0,0,0,0,5,0,0,0,0
CSLLaptop,1935.0,1965.0,3,0,1,2,0,0,0,0,0,7,0,0,0,0
CSLLaptop,1950.0,1980.0,3,0,0,1,0,0,0,0,0,5,0,0,0,0
CSLLaptop,1995.0,2025.0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
CSLLaptop,2010.0,2040.0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
CSLLaptop,2055.0,2085.0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
CSLLaptop,2070.0,2100.0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
CSLLaptop,2115.0,2145.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CSLLaptop,2130.0,2160.0,1,0,1,1,0,1,0,1,1,7,0,0,0,0
CSLLaptop,2145.0,2175.0,2,0,2,3,0,1,0,1,4,8,0,0,0,0
CSLLaptop,2160.0,2190.0,2,0,2,2,0,0,0,0,4,3,0,0,0,0
CSLLaptop,2175.0,2205.0,0,0,1,3,0,0,0,0,2,1,0,0,0,0
CSLLaptop,2190.0,2220.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
CSLLaptop,2295.0,2325.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CSLLaptop,2310.0,2340.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CSLLaptop,2370.0,2400.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
CSLLaptop,2385.0,2415.0,3,0,2,1,0,0,0,0,2,8,0,0,3,0
CSLLaptop,2400.0,2430.0,3,0,2,3,0,0,0,0,2,8,0,0,3,0
CSLLaptop,2415.0,2445.0,2,0,1,3,0,0,0,0,2,7,0,0,2,0
CSLLaptop,2475.0,2505.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
CSLLaptop,2490.0,2520.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
CSLLaptop,2625.0,2655.0,0,0,0,0,0,1,0,0,1,4,0,0,0,1
CSLLaptop,2640.0,2670.0,0,0,0,0,0,1,0,0,1,4,0,0,0,1
CSLLaptop,2655.0,2685.0,0,0,0,1,0,1,0,0,0,2,0,0,0,1
CSLLaptop,2670.0,2700.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CSLLaptop,2700.0,2730.0,0,0,0,0,0,0,0,0,0,8,0,0,1,0
CSLLaptop,2715.0,2745.0,0,0,0,0,0,0,0,0,0,9,0,0,1,0
CSLLaptop,2730.0,2760.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CSLLaptop,2760.0,2790.0,0,0,2,1,0,0,0,0,1,5,0,0,0,0
CSLLaptop,2775.0,2805.0,1,0,2,1,0,0,0,0,1,8,0,0,0,0
CSLLaptop,2790.0,2820.0,1,0,0,0,0,0,0,0,0,5,0,0,0,0
CSLLaptop,2805.0,2835.0,0,0,0,0,0,0,0,0,0,3,0,0,0,1
CSLLaptop,2820.0,2850.0,0,0,0,1,0,0,0,0,0,2,0,0,0,1
CSLLaptop,2835.0,2865.0,0,0,0,2,0,0,0,0,1,2,0,0,0,1
CSLLaptop,2850.0,2880.0,0,0,0,1,0,0,0,0,2,5,0,0,0,0
CSLLaptop,2865.0,2895.0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
CSLLaptop,2880.0,2910.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
CSLLaptop,2895.0,2925.0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
CSLLaptop,2910.0,2940.0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
CSLLaptop,2925.0,2955.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
CSLLaptop,2970.0,3000.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CSLLaptop,2985.0,3015.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CSLLaptop,3000.0,3030.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
CSLLaptop,3015.0,3045.0,0,0,0,1,0,0,0,0,1,2,0,0,0,0
CSLLaptop,3030.0,3060.0,0,0,0,1,0,0,0,0,1,2,0,0,0,0
CSLLaptop,3045.0,3075.0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
CSLLaptop,3060.0,3090.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
CSLLaptop,3105.0,3135.0,2,0,1,1,0,0,0,0,0,1,0,0,0,0
CSLLaptop,3120.0,3150.0,2,0,3,2,0,0,0,0,1,3,0,0,0,0
CSLLaptop,3135.0,3165.0,1,0,5,3,0,0,0,0,2,8,0,0,0,0
CSLLaptop,3150.0,3180.0,0,0,5,3,0,0,0,0,1,8,0,0,0,0
CSLLaptop,3165.0,3195.0,0,0,1,2,0,0,0,0,0,1,0,0,0,0
CSLLaptop,3180.0,3210.0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
CSLLaptop,3195.0,3225.0,0,0,0,1,0,0,0,0,0,10,0,0,0,0
CSLLaptop,3210.0,3240.0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
CSLLaptop,3225.0,3255.0,0,0,0,2,0,0,0,0,1,8,0,0,0,0
CSLLaptop,3240.0,3270.0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
CSLLaptop,3270.0,3300.0,0,0,0,0,0,0,0,0,2,5,0,0,0,0
CSLLaptop,3285.0,3315.0,0,0,0,0,0,0,0,0,2,5,0,0,0,0
CSLLaptop,3300.0,3330.0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
CSLLaptop,3315.0,3345.0,1,0,0,3,0,0,0,0,2,6,0,0,0,0
CSLLaptop,3330.0,3360.0,2,0,0,7,0,0,0,0,2,2,0,0,0,0
CSLLaptop,3345.0,3375.0,1,0,1,4,0,1,0,0,1,4,0,0,0,0
CSLLaptop,3360.0,3390.0,1,0,1,1,0,1,0,0,0,4,0,0,0,0
CSLLaptop,3375.0,3405.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CSLLaptop,3435.0,3465.0,0,0,0,2,0,0,0,0,0,4,0,0,0,0
CSLLaptop,3450.0,3480.0,0,0,0,2,0,0,0,0,0,5,0,0,0,0
CSLLaptop,3465.0,3495.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CSLLaptop,3480.0,3510.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
CSLLaptop,3495.0,3525.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
CSLLaptop,3510.0,3540.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
CSLLaptop,3525.0,3555.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0
CSLLaptop,3540.0,3570.0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
CSLLaptop,3555.0,3585.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
CSLLaptop,3570.0,3600.0,0,0,0,4,0,0,0,0,4,4,0,0,0,0
CSLLaptop,3585.0,3615.0,0,0,1,3,0,0,0,0,3,4,0,0,0,0
CSLLaptop,3600.0,3630.0,0,0,1,4,0,0,0,0,1,5,0,0,0,0
CSLLaptop,3615.0,3645.0,0,0,1,2,0,0,0,0,2,1,0,0,0,0
CSLLaptop,3630.0,3660.0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
CSLLaptop,3645.0,3675.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CSLLaptop,3705.0,3735.0,0,0,1,0,0,0,0,0,2,5,0,0,0,0
CSLLaptop,3720.0,3750.0,0,0,1,0,0,0,0,0,2,6,0,0,0,0
CSLLaptop,3735.0,3765.0,0,0,1,0,0,0,0,0,0,4,0,0,0,0
CSLLaptop,3750.0,3780.0,0,0,0,2,0,0,0,0,1,0,0,0,0,1
CSLLaptop,3765.0,3795.0,0,0,0,2,0,0,0,0,1,0,0,0,0,1
