speaker,window_start,window_end,P31_ICM,P32_IMO,P30_INTER,P11_TMA,P23_ATM,P21_AMP,P12_TGS,P24_ACO,P22_ASM,P100_OVERALL,P10_TRANS,P20_ACT,P33_IAM,P13_TSF
HCILab2,225.0,255.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
HCILab2,240.0,270.0,0,0,2,0,0,2,0,0,0,3,0,2,0,0
HCILab2,255.0,285.0,0,0,2,0,0,3,0,0,0,2,0,1,0,0
HCILab2,270.0,300.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
HCILab2,285.0,315.0,0,0,2,0,1,1,0,0,0,0,1,0,0,0
HCILab2,300.0,330.0,0,0,2,0,0,1,0,0,1,0,1,0,0,0
HCILab2,315.0,345.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
HCILab2,330.0,360.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HCILab2,360.0,390.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
HCILab2,375.0,405.0,0,0,3,0,0,0,0,0,1,1,0,0,0,0
HCILab2,390.0,420.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
HCILab2,420.0,450.0,0,0,2,0,0,0,0,0,0,0,1,0,0,1
HCILab2,435.0,465.0,0,0,2,0,0,0,0,0,0,0,1,0,0,1
HCILab2,480.0,510.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab2,495.0,525.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab2,510.0,540.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
HCILab2,525.0,555.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
HCILab2,540.0,570.0,0,0,2,0,0,0,0,0,0,0,1,0,1,0
HCILab2,555.0,585.0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
HCILab2,570.0,600.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab2,585.0,615.0,0,0,3,0,0,0,0,0,0,0,2,0,0,0
HCILab2,600.0,630.0,0,0,2,0,1,0,0,0,0,2,3,0,0,0
HCILab2,615.0,645.0,0,0,0,0,1,0,0,0,0,2,1,0,0,0
HCILab2,675.0,705.0,0,0,2,0,0,0,0,0,0,0,1,1,0,0
HCILab2,690.0,720.0,0,0,6,0,1,0,0,0,0,0,2,2,0,0
HCILab2,705.0,735.0,0,0,8,0,1,0,0,0,0,1,1,1,0,0
HCILab2,720.0,750.0,0,0,5,0,0,0,0,0,0,1,0,0,0,1
HCILab2,735.0,765.0,0,0,1,0,1,0,0,1,0,1,0,1,0,1
HCILab2,750.0,780.0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
HCILab2,900.0,930.0,0,0,0,0,0,0,0,0,0,2,1,0,0,1
HCILab2,915.0,945.0,0,0,1,0,0,0,0,0,0,3,1,0,0,1
HCILab2,930.0,960.0,0,0,3,0,0,0,0,0,0,1,0,0,0,0
HCILab2,945.0,975.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
HCILab2,960.0,990.0,0,0,2,0,0,0,0,0,2,0,0,2,0,0
HCILab2,975.0,1005.0,0,0,2,0,0,0,0,0,2,0,0,2,0,0
HCILab2,990.0,1020.0,0,0,3,0,0,0,0,0,1,0,1,0,0,0
HCILab2,1005.0,1035.0,0,0,4,0,0,0,0,0,1,1,1,0,0,0
HCILab2,1020.0,1050.0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
HCILab2,1080.0,1110.0,0,0,2,0,0,0,0,0,0,0,2,1,0,0
HCILab2,1095.0,1125.0,0,0,3,0,0,0,0,0,0,0,2,4,0,0
HCILab2,1110.0,1140.0,0,0,2,0,0,0,0,0,0,1,0,3,0,0
HCILab2,1125.0,1155.0,0,0,3,0,0,0,0,0,0,2,1,0,0,0
HCILab2,1140.0,1170.0,0,0,2,0,0,0,0,0,0,1,1,0,0,0
HCILab2,1170.0,1200.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab2,1185.0,1215.0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
HCILab2,1200.0,1230.0,0,0,4,0,0,0,0,0,1,0,1,2,0,0
HCILab2,1215.0,1245.0,0,0,5,0,0,0,0,0,0,1,3,2,0,0
HCILab2,1230.0,1260.0,0,0,4,0,0,0,0,0,0,1,2,0,0,0
HCILab2,1245.0,1275.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
HCILab2,1275.0,1305.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HCILab2,1290.0,1320.0,0,0,1,0,0,0,0,0,0,1,0,2,0,0
HCILab2,1305.0,1335.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
HCILab2,1380.0,1410.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
HCILab2,1395.0,1425.0,0,0,4,0,1,0,0,0,0,1,0,2,0,0
HCILab2,1410.0,1440.0,0,0,4,0,0,0,0,0,0,0,0,1,0,0
HCILab2,1425.0,1455.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
HCILab2,1440.0,1470.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab2,1455.0,1485.0,0,0,3,1,0,0,0,0,0,0,1,0,0,0
HCILab2,1470.0,1500.0,0,0,4,1,0,0,0,0,0,1,2,1,0,0
HCILab2,1485.0,1515.0,0,0,2,0,0,0,0,0,0,1,3,1,0,0
HCILab2,1500.0,1530.0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
HCILab2,1545.0,1575.0,0,0,2,0,0,1,0,0,0,1,0,0,0,0
HCILab2,1560.0,1590.0,0,0,2,0,0,1,0,0,0,1,0,0,0,0
HCILab2,1695.0,1725.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
HCILab2,1710.0,1740.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
HCILab2,1725.0,1755.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab2,1740.0,1770.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab2,1755.0,1785.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
HCILab2,1770.0,1800.0,0,0,3,1,0,0,0,0,0,3,1,2,0,1
HCILab2,1785.0,1815.0,0,0,2,1,0,0,0,0,0,2,2,2,0,1
HCILab2,1800.0,1830.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HCILab2,1875.0,1905.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab2,1890.0,1920.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab2,1950.0,1980.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab2,1965.0,1995.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab2,1980.0,2010.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab2,1995.0,2025.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
HCILab2,2010.0,2040.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
HCILab2,2025.0,2055.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
HCILab2,2040.0,2070.0,0,0,3,0,0,0,0,0,0,0,1,0,0,0
HCILab2,2055.0,2085.0,0,0,2,0,0,0,0,0,0,0,1,1,0,0
HCILab2,2070.0,2100.0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
HCILab2,2085.0,2115.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
HCILab2,2100.0,2130.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab2,2115.0,2145.0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
HCILab2,2130.0,2160.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
HCILab2,2160.0,2190.0,0,0,4,0,0,0,0,0,0,2,0,0,0,1
HCILab2,2175.0,2205.0,0,0,5,0,0,0,0,0,0,4,0,0,0,1
HCILab2,2190.0,2220.0,0,0,1,0,0,0,0,0,0,4,0,0,0,0
HCILab2,2205.0,2235.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
HCILab2,2250.0,2280.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab2,2265.0,2295.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab2,2295.0,2325.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
HCILab2,2310.0,2340.0,0,0,2,0,0,0,0,0,1,0,1,1,0,1
HCILab2,2325.0,2355.0,0,0,1,0,0,2,0,0,0,0,1,2,0,0
HCILab2,2340.0,2370.0,0,0,1,0,0,2,0,0,0,0,0,2,0,0
HCILab2,2355.0,2385.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
HCILab2,2370.0,2400.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HCILab2,2400.0,2430.0,0,0,2,0,0,0,0,0,0,0,2,0,0,0
HCILab2,2415.0,2445.0,0,0,3,0,0,0,0,0,0,0,2,0,0,0
HCILab2,2430.0,2460.0,0,0,2,1,0,0,0,0,1,0,0,0,0,0
HCILab2,2445.0,2475.0,0,0,3,1,0,0,0,0,1,0,0,0,0,0
HCILab2,2460.0,2490.0,0,0,5,0,0,0,0,0,1,0,0,2,0,0
HCILab2,2475.0,2505.0,0,0,4,0,0,0,0,0,1,0,0,3,0,0
HCILab2,2490.0,2520.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
HCILab2,2550.0,2580.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HCILab2,2565.0,2595.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HCILab2,2595.0,2625.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
HCILab2,2610.0,2640.0,0,0,1,1,0,0,0,0,0,2,0,0,0,0
HCILab2,2625.0,2655.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
HCILab2,2670.0,2700.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab2,2685.0,2715.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab2,2700.0,2730.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
HCILab2,2715.0,2745.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
HCILab2,2775.0,2805.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
HCILab2,2790.0,2820.0,0,0,3,0,0,0,0,0,0,2,0,1,0,1
HCILab2,2805.0,2835.0,0,0,4,0,0,0,0,0,1,2,0,1,0,0
HCILab2,2820.0,2850.0,0,0,5,0,0,0,0,0,1,0,0,1,0,1
HCILab2,2835.0,2865.0,0,0,3,0,0,0,0,0,0,0,0,1,0,1
HCILab2,2865.0,2895.0,0,0,2,0,0,0,0,0,0,1,1,0,0,0
HCILab2,2880.0,2910.0,0,0,4,0,0,0,0,0,0,1,1,0,0,0
HCILab2,2895.0,2925.0,0,0,3,0,0,0,0,0,0,1,0,0,0,0
HCILab2,2910.0,2940.0,0,0,2,0,0,0,0,0,0,1,1,1,0,0
HCILab2,2925.0,2955.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
HCILab2,2955.0,2985.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HCILab2,2970.0,3000.0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
HCILab2,2985.0,3015.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
HCILab2,3015.0,3045.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HCILab2,3030.0,3060.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
HCILab2,3045.0,3075.0,0,0,2,0,0,0,0,0,1,1,0,0,0,0
HCILab2,3060.0,3090.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
HCILab2,3075.0,3105.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
HCILab2,3090.0,3120.0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
HCILab2,3105.0,3135.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
HCILab2,3180.0,3210.0,0,0,4,0,0,0,0,0,0,2,1,3,0,0
HCILab2,3195.0,3225.0,0,0,5,0,0,0,0,0,0,3,2,3,0,0
HCILab2,3210.0,3240.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
HCILab2,3465.0,3495.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
HCILab2,3480.0,3510.0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
