speaker,window_start,window_end,P21_AMP,P100_OVERALL,P32_IMO,P31_ICM,P30_INTER,P23_ATM,P11_TMA,P10_TRANS,P33_IAM,P24_ACO,P22_ASM,P13_TSF,P12_TGS,P20_ACT
SPEAKER_04,1860.0,1890.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_04,1875.0,1905.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_04,2295.0,2325.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER_04,2310.0,2340.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER_04,2325.0,2355.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER_04,2340.0,2370.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER_04,3300.0,3330.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SPEAKER_04,3315.0,3345.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SPEAKER_04,3435.0,3465.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_04,3450.0,3480.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_04,3465.0,3495.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_04,3480.0,3510.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
