speaker,window_start,window_end,P21_AMP,P100_OVERALL,P32_IMO,P31_ICM,P30_INTER,P23_ATM,P11_TMA,P10_TRANS,P33_IAM,P24_ACO,P22_ASM,P13_TSF,P12_TGS,P20_ACT
SPEAKER_02,990.0,1020.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_02,1005.0,1035.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_02,1935.0,1965.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER_02,1950.0,1980.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER_02,2205.0,2235.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SPEAKER_02,2220.0,2250.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SPEAKER_02,2235.0,2265.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
SPEAKER_02,2250.0,2280.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SPEAKER_02,2265.0,2295.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SPEAKER_02,2280.0,2310.0,0,3,0,0,1,0,0,0,0,0,0,0,0,1
SPEAKER_02,2295.0,2325.0,0,2,0,0,1,0,0,0,0,0,0,0,0,1
SPEAKER_02,3435.0,3465.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
SPEAKER_02,3450.0,3480.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
SPEAKER_02,3660.0,3690.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SPEAKER_02,3675.0,3705.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
