window_start,window_end,P21_AMP,P100_OVERALL,P32_IMO,P31_ICM,P30_INTER,P23_ATM,P11_TMA,P10_TRANS,P33_IAM,P24_ACO,P22_ASM,P13_TSF,P12_TGS,P20_ACT,speaker
0.0,30.0,0,0,0,0,6,0,0,4,0,0,1,0,0,1,"SPEAKER_04, SPEAKER_05"
15.0,45.0,0,0,0,0,3,0,0,2,0,0,0,0,0,1,"SPEAKER_04, SPEAKER_05, SPEAKER_06"
30.0,60.0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,"SPEAKER_05, SPEAKER_06"
45.0,75.0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,"SPEAKER_05, SPEAKER_06"
75.0,105.0,0,3,0,0,0,0,0,2,0,0,0,0,0,1,SPEAKER_06
90.0,120.0,0,4,0,0,0,0,0,2,0,0,1,1,0,6,SPEAKER_06
105.0,135.0,0,2,0,0,4,0,0,0,0,0,1,2,0,9,SPEAKER_06
120.0,150.0,0,4,0,0,6,0,0,5,0,0,0,4,0,6,SPEAKER_06
135.0,165.0,0,4,0,0,2,0,0,6,0,1,6,3,0,4,SPEAKER_06
150.0,180.0,0,1,0,0,1,0,1,8,0,1,6,1,0,5,SPEAKER_06
165.0,195.0,0,1,0,0,1,0,1,8,0,0,0,2,0,3,"SPEAKER_03, SPEAKER_06"
180.0,210.0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,"SPEAKER_03, SPEAKER_06"
195.0,225.0,0,1,0,0,0,0,0,2,0,0,0,1,0,2,"SPEAKER_03, SPEAKER_06"
210.0,240.0,0,0,0,0,4,0,0,5,0,0,0,2,0,2,"SPEAKER_00, SPEAKER_03, SPEAKER_04"
225.0,255.0,0,2,0,0,7,0,0,4,1,0,0,2,0,1,"SPEAKER_00, SPEAKER_03, SPEAKER_04"
240.0,270.0,1,3,0,0,8,0,0,2,1,0,0,2,0,1,"SPEAKER_00, SPEAKER_03, SPEAKER_04"
255.0,285.0,1,2,0,0,8,0,1,2,0,0,0,3,0,1,"SPEAKER_00, SPEAKER_03"
270.0,300.0,0,2,0,0,8,0,1,3,0,0,0,1,0,0,"SPEAKER_00, SPEAKER_03, SPEAKER_04"
285.0,315.0,1,2,0,0,12,0,0,2,1,0,0,0,0,1,"SPEAKER_03, SPEAKER_04"
300.0,330.0,1,1,0,0,12,0,0,0,1,0,1,1,0,2,"SPEAKER_00, SPEAKER_03, SPEAKER_04"
315.0,345.0,0,1,0,0,7,0,0,2,0,0,1,2,0,1,"SPEAKER_00, SPEAKER_04"
330.0,360.0,0,4,0,0,4,0,0,5,0,0,0,1,0,0,"SPEAKER_00, SPEAKER_01, SPEAKER_03, SPEAKER_04"
345.0,375.0,0,5,0,0,3,0,0,6,0,0,0,0,0,0,"SPEAKER_01, SPEAKER_03, SPEAKER_04, SPEAKER_07"
360.0,390.0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,"SPEAKER_04, SPEAKER_07"
375.0,405.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,SPEAKER_03
390.0,420.0,0,1,0,0,2,0,1,3,1,0,1,0,0,3,SPEAKER_03
405.0,435.0,0,2,0,0,5,0,0,5,1,0,1,1,0,3,"SPEAKER_00, SPEAKER_03"
420.0,450.0,1,2,0,0,7,0,0,4,0,0,0,1,0,1,"SPEAKER_00, SPEAKER_01, SPEAKER_03"
435.0,465.0,1,0,0,0,3,0,0,1,0,1,0,1,0,1,"SPEAKER_00, SPEAKER_01, SPEAKER_04"
450.0,480.0,0,1,0,0,4,0,0,0,0,1,0,1,0,0,"SPEAKER_00, SPEAKER_04"
465.0,495.0,0,2,0,0,5,0,0,3,0,0,0,0,0,0,"SPEAKER_00, SPEAKER_01, SPEAKER_04"
480.0,510.0,0,1,0,0,2,0,0,4,0,0,0,0,1,0,"SPEAKER_00, SPEAKER_01"
495.0,525.0,0,0,0,0,2,0,0,2,0,0,0,0,1,1,"SPEAKER_00, SPEAKER_01, SPEAKER_06"
510.0,540.0,0,2,0,0,2,0,0,2,0,0,0,0,0,1,"SPEAKER_00, SPEAKER_03, SPEAKER_06"
525.0,555.0,0,2,0,0,3,0,0,3,0,0,0,0,0,2,"SPEAKER_00, SPEAKER_03, SPEAKER_06"
540.0,570.0,0,0,0,0,2,0,0,2,0,0,0,0,0,3,SPEAKER_00
555.0,585.0,0,0,0,0,0,0,0,2,1,0,0,1,0,2,"SPEAKER_00, SPEAKER_03"
570.0,600.0,0,2,0,0,2,0,0,3,1,0,0,1,0,1,SPEAKER_03
585.0,615.0,0,4,0,0,3,0,0,2,1,0,0,0,0,1,"SPEAKER_03, SPEAKER_04"
600.0,630.0,0,5,0,0,7,0,0,1,0,0,0,0,0,6,"SPEAKER_00, SPEAKER_03, SPEAKER_04"
615.0,645.0,0,4,0,0,8,0,0,1,0,0,0,0,0,6,"SPEAKER_00, SPEAKER_04, SPEAKER_07"
630.0,660.0,0,1,0,0,3,0,0,1,0,0,0,0,0,1,"SPEAKER_00, SPEAKER_04, SPEAKER_07"
675.0,705.0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,SPEAKER_00
690.0,720.0,0,3,0,0,0,0,0,3,0,0,0,0,0,1,"SPEAKER_00, SPEAKER_03, SPEAKER_04"
705.0,735.0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,"SPEAKER_03, SPEAKER_04"
720.0,750.0,1,2,0,0,3,0,0,2,0,0,0,1,0,2,"SPEAKER_03, SPEAKER_04"
735.0,765.0,0,4,0,0,2,0,0,2,0,0,0,1,0,3,"SPEAKER_03, SPEAKER_04"
750.0,780.0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,"SPEAKER_03, SPEAKER_04"
765.0,795.0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,SPEAKER_04
780.0,810.0,0,1,0,0,5,0,0,4,0,0,0,0,0,0,"SPEAKER_03, SPEAKER_04"
795.0,825.0,0,4,0,0,5,0,0,6,0,0,1,0,0,1,"SPEAKER_00, SPEAKER_03, SPEAKER_04"
810.0,840.0,0,5,0,0,2,0,0,5,0,0,2,0,0,2,"SPEAKER_00, SPEAKER_03, SPEAKER_04"
825.0,855.0,0,3,0,0,3,0,0,4,1,0,1,0,2,3,"SPEAKER_03, SPEAKER_04"
840.0,870.0,0,3,0,0,4,0,0,2,1,0,0,2,2,2,"SPEAKER_03, SPEAKER_04"
855.0,885.0,0,2,0,0,4,0,0,0,1,0,0,3,0,0,"SPEAKER_03, SPEAKER_04"
870.0,900.0,0,3,0,0,2,1,0,2,1,0,0,3,0,1,SPEAKER_04
885.0,915.0,0,4,0,0,2,1,0,3,0,0,0,3,0,1,"SPEAKER_03, SPEAKER_04, SPEAKER_07"
900.0,930.0,0,3,0,0,2,1,0,3,0,1,0,1,0,0,"SPEAKER_03, SPEAKER_04, SPEAKER_07"
915.0,945.0,3,1,0,0,1,1,0,4,0,1,0,1,0,0,SPEAKER_03
930.0,960.0,3,2,0,0,2,1,0,4,0,0,0,1,0,1,"SPEAKER_00, SPEAKER_03"
945.0,975.0,1,3,0,0,5,1,0,3,0,1,0,1,0,1,"SPEAKER_00, SPEAKER_03, SPEAKER_05"
960.0,990.0,1,2,0,0,9,0,0,2,0,1,0,1,0,0,"SPEAKER_00, SPEAKER_03, SPEAKER_05"
975.0,1005.0,0,2,0,0,10,0,0,4,0,0,0,1,0,0,"SPEAKER_00, SPEAKER_04"
990.0,1020.0,0,3,0,0,7,0,0,3,0,0,0,3,0,0,"SPEAKER_00, SPEAKER_04"
1005.0,1035.0,0,3,0,0,8,0,0,0,0,0,1,2,0,0,"SPEAKER_00, SPEAKER_04"
1020.0,1050.0,0,1,0,0,6,0,0,0,0,0,1,0,1,0,"SPEAKER_00, SPEAKER_01, SPEAKER_04"
1035.0,1065.0,0,0,0,0,3,0,0,2,0,0,0,1,1,1,"SPEAKER_00, SPEAKER_01"
1050.0,1080.0,1,0,0,0,6,0,0,2,0,0,0,1,0,1,"SPEAKER_00, SPEAKER_01"
1065.0,1095.0,1,1,0,0,7,0,0,1,0,0,0,2,0,4,"SPEAKER_00, SPEAKER_03"
1080.0,1110.0,1,1,0,0,8,0,0,4,0,0,0,3,0,4,"SPEAKER_00, SPEAKER_03"
1095.0,1125.0,2,1,0,0,10,0,0,7,0,0,0,1,0,0,"SPEAKER_00, SPEAKER_03"
1110.0,1140.0,1,1,0,0,41,0,0,6,2,0,0,0,0,4,"SPEAKER_00, SPEAKER_03, SPEAKER_04"
1125.0,1155.0,0,0,0,0,75,0,0,2,2,0,0,0,0,5,"SPEAKER_00, SPEAKER_03, SPEAKER_04"
1140.0,1170.0,0,1,0,0,40,0,1,0,1,0,0,0,0,2,"SPEAKER_00, SPEAKER_03"
1155.0,1185.0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,SPEAKER_00
1170.0,1200.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,SPEAKER_00
1185.0,1215.0,0,0,0,0,2,0,0,1,0,0,0,2,0,1,SPEAKER_00
1200.0,1230.0,0,0,0,0,5,0,0,1,0,0,0,1,0,1,"SPEAKER_00, SPEAKER_04"
1215.0,1245.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,SPEAKER_04
1230.0,1260.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SPEAKER_04
1245.0,1275.0,0,1,0,0,3,0,0,2,0,0,0,0,0,2,"SPEAKER_03, SPEAKER_04"
1260.0,1290.0,0,2,0,0,4,0,0,2,0,0,0,0,0,1,"SPEAKER_03, SPEAKER_04"
1275.0,1305.0,0,3,0,0,3,0,0,2,1,0,0,0,0,0,"SPEAKER_00, SPEAKER_03, SPEAKER_04"
1290.0,1320.0,0,3,0,0,10,0,0,4,1,0,0,0,0,0,"SPEAKER_00, SPEAKER_03, SPEAKER_04"
1305.0,1335.0,0,4,0,0,12,0,0,3,0,0,0,1,0,1,"SPEAKER_03, SPEAKER_04"
1320.0,1350.0,0,5,0,0,7,0,0,2,0,0,1,1,0,1,"SPEAKER_02, SPEAKER_03, SPEAKER_04"
1335.0,1365.0,0,4,0,0,3,0,0,3,0,0,1,0,0,3,"SPEAKER_00, SPEAKER_02, SPEAKER_03"
1350.0,1380.0,0,3,0,0,2,0,0,4,0,0,0,1,0,3,"SPEAKER_00, SPEAKER_03, SPEAKER_04"
1365.0,1395.0,0,2,0,0,3,0,0,2,0,0,0,2,0,0,"SPEAKER_00, SPEAKER_04"
1380.0,1410.0,0,4,0,0,3,0,0,6,0,0,0,1,0,1,"SPEAKER_00, SPEAKER_04"
1395.0,1425.0,0,6,0,0,9,0,0,7,1,0,0,0,0,3,"SPEAKER_00, SPEAKER_04"
1410.0,1440.0,0,2,0,0,11,0,0,2,1,0,2,1,0,2,"SPEAKER_00, SPEAKER_04"
1425.0,1455.0,0,1,0,0,8,0,0,4,0,0,2,1,0,0,"SPEAKER_00, SPEAKER_04"
1440.0,1470.0,0,1,0,0,4,0,0,3,0,0,0,0,0,0,SPEAKER_00
1470.0,1500.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,SPEAKER_04
1485.0,1515.0,0,2,0,0,4,0,0,1,2,0,0,1,1,2,SPEAKER_04
1500.0,1530.0,1,2,0,0,3,1,0,1,2,0,0,1,1,2,"SPEAKER_01, SPEAKER_04"
1515.0,1545.0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,SPEAKER_01
1530.0,1560.0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,SPEAKER_00
1545.0,1575.0,0,2,0,0,5,0,0,2,0,0,0,0,0,0,SPEAKER_00
1560.0,1590.0,3,6,0,0,3,1,0,1,0,0,0,1,0,1,SPEAKER_00
1575.0,1605.0,3,5,0,0,7,1,0,0,1,0,1,1,0,1,"SPEAKER_00, SPEAKER_03"
1590.0,1620.0,2,1,0,0,11,0,0,0,1,0,2,0,0,2,"SPEAKER_00, SPEAKER_03"
1605.0,1635.0,2,1,0,0,5,0,0,0,0,0,1,0,0,2,"SPEAKER_00, SPEAKER_03"
1620.0,1650.0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,"SPEAKER_03, SPEAKER_04"
1635.0,1665.0,2,3,0,0,6,0,0,1,0,0,0,1,0,1,"SPEAKER_00, SPEAKER_03, SPEAKER_04"
1650.0,1680.0,0,1,0,0,7,0,0,1,0,0,0,3,0,1,"SPEAKER_00, SPEAKER_04"
1665.0,1695.0,0,3,0,0,2,0,0,1,1,0,0,2,1,0,"SPEAKER_00, SPEAKER_04"
1680.0,1710.0,0,6,0,0,2,0,0,2,1,0,0,0,1,0,"SPEAKER_00, SPEAKER_03, SPEAKER_04, SPEAKER_07"
1695.0,1725.0,0,6,0,0,1,0,0,2,0,0,0,0,0,0,"SPEAKER_00, SPEAKER_03, SPEAKER_04, SPEAKER_07"
1710.0,1740.0,2,5,0,0,0,1,0,3,0,0,0,0,0,0,"SPEAKER_03, SPEAKER_04"
1725.0,1755.0,3,5,0,0,3,1,0,3,0,0,1,0,0,4,"SPEAKER_00, SPEAKER_03, SPEAKER_04"
1740.0,1770.0,1,8,0,0,5,1,0,1,0,0,1,0,0,7,"SPEAKER_00, SPEAKER_03, SPEAKER_04"
1755.0,1785.0,0,9,0,0,5,0,0,0,0,0,0,0,0,5,"SPEAKER_00, SPEAKER_03, SPEAKER_04"
1770.0,1800.0,0,7,0,0,4,0,0,2,0,0,0,0,0,4,"SPEAKER_00, SPEAKER_03, SPEAKER_04"
1785.0,1815.0,0,2,0,0,4,0,0,9,1,0,0,1,0,3,"SPEAKER_03, SPEAKER_04"
1800.0,1830.0,0,4,0,0,4,0,0,8,1,0,0,1,0,2,"SPEAKER_00, SPEAKER_03, SPEAKER_04"
1815.0,1845.0,0,8,0,0,5,0,0,1,0,0,1,1,0,2,"SPEAKER_00, SPEAKER_01, SPEAKER_03, SPEAKER_04, SPEAKER_05"
1830.0,1860.0,0,5,0,0,5,0,0,1,0,0,2,1,0,1,"SPEAKER_00, SPEAKER_01, SPEAKER_05"
1845.0,1875.0,0,0,0,0,4,0,0,1,0,0,2,1,1,0,"SPEAKER_01, SPEAKER_04"
1860.0,1890.0,0,1,0,0,4,0,0,2,0,0,1,1,3,0,SPEAKER_04
1875.0,1905.0,0,2,0,0,1,0,0,7,1,0,0,1,3,2,SPEAKER_04
1890.0,1920.0,0,4,0,0,1,0,0,6,1,0,0,1,1,3,SPEAKER_04
1905.0,1935.0,0,3,0,0,3,0,0,1,0,0,0,0,0,1,"SPEAKER_01, SPEAKER_04"
1920.0,1950.0,0,2,0,0,3,0,0,1,0,0,0,0,0,0,"SPEAKER_01, SPEAKER_04"
1935.0,1965.0,0,4,0,0,2,0,0,3,0,0,0,0,3,0,"SPEAKER_01, SPEAKER_04"
1950.0,1980.0,0,5,0,0,2,0,0,2,0,0,0,1,3,0,SPEAKER_04
1965.0,1995.0,2,6,0,0,3,0,0,1,0,0,0,1,0,2,"SPEAKER_03, SPEAKER_04"
1980.0,2010.0,3,5,0,0,6,0,0,2,0,0,0,0,0,4,"SPEAKER_03, SPEAKER_04"
1995.0,2025.0,1,5,0,0,8,0,0,3,4,0,0,0,0,2,"SPEAKER_03, SPEAKER_04"
2010.0,2040.0,2,3,0,0,8,0,0,4,5,0,0,3,1,0,"SPEAKER_02, SPEAKER_03, SPEAKER_04"
2025.0,2055.0,3,5,0,0,4,0,0,3,1,0,0,4,1,2,"SPEAKER_02, SPEAKER_04"
2040.0,2070.0,1,9,0,0,1,0,0,3,0,0,0,2,0,3,"SPEAKER_00, SPEAKER_04"
2055.0,2085.0,0,5,0,0,6,0,0,2,0,0,1,1,0,2,"SPEAKER_00, SPEAKER_04"
2070.0,2100.0,0,1,0,0,9,0,0,3,0,0,1,0,0,1,"SPEAKER_00, SPEAKER_04"
2085.0,2115.0,0,6,0,0,4,0,0,4,0,0,0,0,0,2,"SPEAKER_00, SPEAKER_04"
2100.0,2130.0,0,8,0,0,3,0,0,2,0,0,0,1,0,4,SPEAKER_04
2115.0,2145.0,0,5,0,0,3,0,0,2,0,0,0,2,0,2,SPEAKER_04
2130.0,2160.0,0,4,0,0,1,0,0,1,1,0,0,1,0,0,SPEAKER_04
2145.0,2175.0,1,6,0,0,3,0,0,1,1,0,0,0,0,1,"SPEAKER_03, SPEAKER_04"
2160.0,2190.0,1,9,0,0,4,0,0,2,0,0,0,0,0,1,"SPEAKER_03, SPEAKER_04"
2175.0,2205.0,0,8,0,0,2,0,0,3,0,0,0,0,0,1,SPEAKER_04
2190.0,2220.0,3,7,0,0,1,0,0,5,0,0,1,0,0,1,"SPEAKER_00, SPEAKER_03, SPEAKER_04"
2205.0,2235.0,3,7,0,0,4,0,0,5,0,0,1,1,0,4,"SPEAKER_00, SPEAKER_03, SPEAKER_04"
2220.0,2250.0,0,10,0,0,6,0,0,4,0,0,0,2,0,5,"SPEAKER_00, SPEAKER_03, SPEAKER_04"
2235.0,2265.0,0,7,0,0,7,0,0,2,0,0,0,1,0,5,"SPEAKER_00, SPEAKER_04"
2250.0,2280.0,0,3,0,0,7,0,0,2,0,0,0,0,0,3,"SPEAKER_00, SPEAKER_04"
2265.0,2295.0,0,5,0,0,3,0,0,2,0,0,1,0,0,1,"SPEAKER_03, SPEAKER_04"
2280.0,2310.0,0,7,0,0,2,0,0,0,0,0,3,0,0,3,"SPEAKER_03, SPEAKER_04"
2295.0,2325.0,0,8,0,0,3,1,0,2,0,0,2,0,0,4,"SPEAKER_03, SPEAKER_04"
2310.0,2340.0,0,7,0,0,3,2,0,3,0,0,0,0,0,4,"SPEAKER_02, SPEAKER_03, SPEAKER_04"
2325.0,2355.0,0,2,0,0,2,1,0,2,0,0,0,0,0,2,"SPEAKER_02, SPEAKER_04"
2340.0,2370.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,SPEAKER_04
2355.0,2385.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,SPEAKER_04
2370.0,2400.0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,"SPEAKER_01, SPEAKER_04"
2385.0,2415.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,"SPEAKER_01, SPEAKER_04"
2400.0,2430.0,0,1,0,0,2,0,0,1,0,0,0,1,1,3,"SPEAKER_03, SPEAKER_04"
2415.0,2445.0,0,2,0,0,4,0,0,2,0,0,0,0,1,4,"SPEAKER_00, SPEAKER_03, SPEAKER_04"
2430.0,2460.0,0,1,0,0,4,0,0,2,0,0,0,0,0,1,"SPEAKER_00, SPEAKER_03"
2445.0,2475.0,0,4,0,0,2,0,0,3,1,0,0,1,0,2,"SPEAKER_00, SPEAKER_03"
2460.0,2490.0,0,4,0,0,0,0,0,2,1,0,0,1,0,2,SPEAKER_03
2475.0,2505.0,0,3,0,0,1,0,0,1,0,0,0,0,0,1,SPEAKER_04
2490.0,2520.0,0,3,0,0,1,0,0,1,0,0,0,0,0,1,SPEAKER_04
2505.0,2535.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,SPEAKER_03
2520.0,2550.0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,"SPEAKER_03, SPEAKER_04"
2535.0,2565.0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,SPEAKER_04
2550.0,2580.0,0,4,0,0,1,0,0,0,1,0,0,0,1,1,"SPEAKER_00, SPEAKER_04"
2565.0,2595.0,0,3,0,0,4,0,0,1,1,0,0,0,0,1,"SPEAKER_00, SPEAKER_04"
2580.0,2610.0,0,1,0,0,3,1,0,1,0,0,0,0,0,0,SPEAKER_04
2595.0,2625.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,SPEAKER_04
2640.0,2670.0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,"SPEAKER_03, SPEAKER_04"
2655.0,2685.0,0,3,0,0,2,0,0,2,0,0,0,0,0,1,"SPEAKER_03, SPEAKER_04"
2670.0,2700.0,1,9,0,0,2,0,0,8,0,0,0,0,0,1,"SPEAKER_03, SPEAKER_04"
2685.0,2715.0,1,14,0,0,3,0,0,10,0,0,0,0,0,3,"SPEAKER_03, SPEAKER_04"
