speaker,window_start,window_end,P21_AMP,P100_OVERALL,P32_IMO,P31_ICM,P30_INTER,P23_ATM,P11_TMA,P10_TRANS,P33_IAM,P24_ACO,P22_ASM,P13_TSF,P12_TGS,P20_ACT
SPEAKER_06,195.0,225.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_06,210.0,240.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_06,450.0,480.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_06,465.0,495.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_06,1500.0,1530.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_06,1515.0,1545.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_06,1620.0,1650.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_06,1635.0,1665.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_06,2295.0,2325.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER_06,2310.0,2340.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER_06,2445.0,2475.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER_06,2460.0,2490.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER_06,2535.0,2565.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_06,2550.0,2580.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_06,2595.0,2625.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SPEAKER_06,2610.0,2640.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SPEAKER_06,2655.0,2685.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER_06,2670.0,2700.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER_06,2685.0,2715.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER_06,2700.0,2730.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_06,2715.0,2745.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_06,2895.0,2925.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_06,2910.0,2940.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_06,3105.0,3135.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_06,3120.0,3150.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_06,3150.0,3180.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER_06,3165.0,3195.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER_06,3195.0,3225.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_06,3210.0,3240.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_06,3630.0,3660.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER_06,3645.0,3675.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
