window_start,window_end,P11_TMA,P32_IMO,P21_AMP,P12_TGS,P24_ACO,P20_ACT,P100_OVERALL,P22_ASM,P31_ICM,P13_TSF,P33_IAM,P30_INTER,P23_ATM,P10_TRANS,speaker
15.0,45.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,SPEAKER_04
30.0,60.0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,SPEAKER_04
45.0,75.0,0,0,0,0,0,1,1,0,0,1,0,1,0,2,SPEAKER_04
60.0,90.0,0,0,0,0,0,4,2,0,0,2,0,1,0,3,SPEAKER_04
75.0,105.0,0,0,0,0,0,8,2,1,0,1,0,1,0,2,SPEAKER_04
90.0,120.0,0,0,0,0,0,7,2,1,0,1,0,3,0,3,SPEAKER_04
105.0,135.0,0,0,0,0,1,5,4,1,0,4,0,4,0,6,SPEAKER_04
120.0,150.0,0,0,0,0,1,5,2,6,0,3,0,2,0,5,SPEAKER_04
135.0,165.0,1,0,0,0,0,5,1,5,0,1,0,3,0,8,SPEAKER_04
150.0,180.0,1,0,0,0,0,3,1,0,0,1,0,3,0,6,SPEAKER_04
165.0,195.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,SPEAKER_03
180.0,210.0,0,0,0,0,0,2,2,0,0,0,0,1,0,1,SPEAKER_03
195.0,225.0,0,0,0,0,0,1,2,0,0,1,0,6,0,2,SPEAKER_03
210.0,240.0,0,0,0,0,0,1,2,0,0,1,0,8,0,2,"SPEAKER_00, SPEAKER_03"
225.0,255.0,0,0,0,0,0,1,2,0,0,0,0,4,0,0,"SPEAKER_00, SPEAKER_03"
240.0,270.0,0,0,0,0,0,0,1,0,0,1,1,6,0,0,SPEAKER_03
255.0,285.0,0,0,0,0,0,0,1,0,0,1,2,9,0,0,SPEAKER_03
270.0,300.0,0,0,0,0,0,1,0,0,0,0,2,6,0,0,SPEAKER_03
285.0,315.0,0,0,0,0,0,2,0,0,0,0,1,2,1,0,"SPEAKER_01, SPEAKER_03"
300.0,330.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"SPEAKER_01, SPEAKER_03"
330.0,360.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,SPEAKER_03
345.0,375.0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,"SPEAKER_01, SPEAKER_03"
360.0,390.0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,"SPEAKER_01, SPEAKER_03"
375.0,405.0,0,0,0,0,0,0,1,0,0,2,2,3,0,1,"SPEAKER_00, SPEAKER_01, SPEAKER_03"
390.0,420.0,0,0,0,0,0,1,1,1,0,3,1,2,0,1,"SPEAKER_00, SPEAKER_01, SPEAKER_03, SPEAKER_05"
405.0,435.0,0,0,0,0,0,1,0,2,0,1,1,2,0,3,"SPEAKER_01, SPEAKER_03, SPEAKER_05"
420.0,450.0,0,0,0,0,0,0,1,1,0,0,1,5,0,2,"SPEAKER_01, SPEAKER_03, SPEAKER_05"
435.0,465.0,0,0,0,0,0,1,1,1,0,0,0,5,0,2,"SPEAKER_01, SPEAKER_03, SPEAKER_05"
450.0,480.0,0,0,0,0,0,2,0,1,0,0,1,4,0,4,"SPEAKER_03, SPEAKER_05"
465.0,495.0,0,0,0,0,0,2,0,1,0,2,2,6,0,3,"SPEAKER_01, SPEAKER_03"
480.0,510.0,0,0,0,0,0,2,0,1,0,4,1,4,0,4,"SPEAKER_01, SPEAKER_03"
495.0,525.0,0,0,0,0,0,1,0,0,0,2,1,1,0,4,"SPEAKER_01, SPEAKER_03"
510.0,540.0,0,0,0,0,0,1,0,0,0,1,1,2,0,1,"SPEAKER_01, SPEAKER_03"
525.0,555.0,0,0,0,0,0,2,0,0,0,1,0,3,0,1,"SPEAKER_01, SPEAKER_03"
540.0,570.0,0,0,1,0,0,1,0,1,0,0,0,4,0,1,"SPEAKER_01, SPEAKER_03"
555.0,585.0,0,0,1,0,0,0,0,2,0,1,0,4,0,1,"SPEAKER_01, SPEAKER_03"
570.0,600.0,0,0,0,0,0,0,0,2,0,1,1,8,0,1,"SPEAKER_01, SPEAKER_03, SPEAKER_05"
585.0,615.0,0,0,1,0,0,2,2,1,0,1,1,7,0,2,"SPEAKER_03, SPEAKER_04, SPEAKER_05"
600.0,630.0,0,0,1,0,0,6,2,1,0,2,0,6,0,2,"SPEAKER_03, SPEAKER_04"
615.0,645.0,0,0,0,0,0,5,1,1,0,2,1,6,0,0,"SPEAKER_03, SPEAKER_04"
630.0,660.0,0,0,0,0,0,3,1,0,0,1,1,1,0,0,"SPEAKER_03, SPEAKER_04, SPEAKER_05"
645.0,675.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,SPEAKER_05
675.0,705.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,SPEAKER_03
690.0,720.0,0,0,0,1,0,1,4,0,0,0,0,3,0,0,"SPEAKER_03, SPEAKER_05"
705.0,735.0,0,0,0,0,0,3,8,0,0,0,0,3,0,0,"SPEAKER_01, SPEAKER_03, SPEAKER_05"
720.0,750.0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,"SPEAKER_01, SPEAKER_03"
735.0,765.0,0,0,1,0,0,0,2,0,0,0,0,2,0,1,"SPEAKER_00, SPEAKER_04"
750.0,780.0,0,0,1,0,0,0,2,0,0,1,0,2,0,2,"SPEAKER_00, SPEAKER_03, SPEAKER_04"
765.0,795.0,0,0,0,0,0,0,0,2,0,3,0,1,0,1,"SPEAKER_03, SPEAKER_05"
780.0,810.0,0,0,0,0,0,0,0,2,0,2,0,3,0,0,"SPEAKER_03, SPEAKER_05"
795.0,825.0,0,0,0,0,0,1,1,1,0,0,0,3,0,0,SPEAKER_03
810.0,840.0,0,0,0,0,0,1,1,2,0,0,0,1,0,2,"SPEAKER_03, SPEAKER_05"
825.0,855.0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,"SPEAKER_03, SPEAKER_05"
840.0,870.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"SPEAKER_03, SPEAKER_05"
870.0,900.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,SPEAKER_03
885.0,915.0,0,0,0,0,0,0,3,1,0,0,0,4,0,3,SPEAKER_03
900.0,930.0,0,0,0,0,0,0,2,1,0,0,0,8,0,3,"SPEAKER_03, SPEAKER_06, SPEAKER_07"
915.0,945.0,1,0,0,0,0,1,0,0,0,0,0,5,0,0,"SPEAKER_01, SPEAKER_03, SPEAKER_06, SPEAKER_07"
930.0,960.0,1,0,0,0,0,2,1,0,0,2,0,2,0,1,SPEAKER_01
945.0,975.0,0,0,0,0,0,2,3,0,0,2,0,2,1,2,"SPEAKER_01, SPEAKER_03"
960.0,990.0,0,0,0,0,0,1,3,0,0,0,0,4,1,2,"SPEAKER_01, SPEAKER_03"
975.0,1005.0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,"SPEAKER_01, SPEAKER_03"
990.0,1020.0,0,0,0,0,0,2,0,0,0,1,0,3,0,1,"SPEAKER_01, SPEAKER_03"
1005.0,1035.0,0,0,0,0,0,2,0,0,0,1,0,4,0,2,SPEAKER_03
1020.0,1050.0,0,0,0,0,0,0,0,1,0,0,0,3,0,3,SPEAKER_03
1035.0,1065.0,0,0,0,0,0,1,0,3,0,0,0,4,0,2,SPEAKER_03
1050.0,1080.0,0,0,0,0,0,2,0,2,0,1,0,7,0,1,SPEAKER_03
1065.0,1095.0,0,0,0,0,0,2,0,0,0,1,0,8,0,2,"SPEAKER_03, SPEAKER_05, SPEAKER_07"
1080.0,1110.0,0,0,1,0,0,2,1,3,0,0,0,4,0,5,"SPEAKER_03, SPEAKER_05, SPEAKER_07"
1095.0,1125.0,0,0,1,0,0,1,2,3,0,1,1,3,0,4,"SPEAKER_01, SPEAKER_03, SPEAKER_05"
1110.0,1140.0,0,0,0,0,0,0,1,2,0,1,1,4,1,1,"SPEAKER_01, SPEAKER_03, SPEAKER_05"
1125.0,1155.0,0,0,0,0,0,0,0,2,0,0,0,5,1,0,SPEAKER_03
1140.0,1170.0,0,0,0,0,0,0,1,0,0,3,0,6,0,2,SPEAKER_03
1155.0,1185.0,1,0,0,0,0,0,1,0,0,3,0,2,0,2,SPEAKER_03
1170.0,1200.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,SPEAKER_03
1230.0,1260.0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,SPEAKER_03
1245.0,1275.0,0,0,0,0,0,0,1,0,0,1,0,5,0,4,"SPEAKER_03, SPEAKER_05"
1260.0,1290.0,0,0,0,0,0,2,1,0,0,0,0,5,0,4,"SPEAKER_01, SPEAKER_03, SPEAKER_05"
1275.0,1305.0,0,0,1,0,0,4,0,0,0,0,0,4,0,3,"SPEAKER_01, SPEAKER_05"
1290.0,1320.0,0,0,1,0,0,2,1,0,0,0,0,2,0,1,"SPEAKER_01, SPEAKER_05"
1305.0,1335.0,0,0,0,0,0,2,2,1,0,0,0,3,0,0,"SPEAKER_01, SPEAKER_05"
1320.0,1350.0,0,0,0,0,0,2,1,1,0,0,0,5,0,0,"SPEAKER_01, SPEAKER_05, SPEAKER_06"
1335.0,1365.0,0,0,0,0,0,2,0,1,0,0,0,4,0,4,"SPEAKER_03, SPEAKER_05, SPEAKER_06"
1350.0,1380.0,0,0,0,0,0,3,0,1,0,1,1,4,0,6,"SPEAKER_03, SPEAKER_05"
1365.0,1395.0,0,0,0,0,0,3,0,1,0,1,1,2,1,5,SPEAKER_03
1380.0,1410.0,0,0,0,0,0,3,0,1,0,0,0,5,1,3,SPEAKER_03
1395.0,1425.0,0,0,0,0,0,2,0,1,0,0,0,6,0,0,"SPEAKER_01, SPEAKER_03"
1410.0,1440.0,0,0,0,0,0,1,1,1,0,0,0,3,0,0,"SPEAKER_01, SPEAKER_03"
1425.0,1455.0,0,0,0,0,0,0,2,0,0,1,1,5,0,0,SPEAKER_03
1440.0,1470.0,0,0,0,0,0,0,2,0,0,2,1,8,0,2,"SPEAKER_00, SPEAKER_03"
1455.0,1485.0,0,0,0,0,0,0,2,0,0,3,0,9,0,3,"SPEAKER_00, SPEAKER_03"
1470.0,1500.0,0,0,0,0,0,4,1,0,0,5,0,4,0,6,"SPEAKER_01, SPEAKER_03"
1485.0,1515.0,0,0,0,0,0,4,1,0,0,3,0,2,0,7,"SPEAKER_01, SPEAKER_03"
1500.0,1530.0,0,0,0,0,0,1,2,0,0,0,0,6,0,2,"SPEAKER_01, SPEAKER_03"
1515.0,1545.0,0,0,0,0,1,1,1,0,0,1,0,7,0,0,"SPEAKER_01, SPEAKER_03"
1530.0,1560.0,0,0,2,0,1,1,0,0,0,2,0,3,0,0,SPEAKER_03
1545.0,1575.0,0,0,2,0,1,1,0,0,0,1,0,1,0,0,SPEAKER_03
1560.0,1590.0,0,0,0,0,0,2,0,0,0,2,0,1,0,2,"SPEAKER_03, SPEAKER_04"
1575.0,1605.0,0,0,0,0,0,2,1,1,0,4,0,3,0,3,"SPEAKER_03, SPEAKER_04"
1590.0,1620.0,1,0,0,0,0,0,1,1,0,2,0,4,0,1,"SPEAKER_03, SPEAKER_04"
1605.0,1635.0,1,0,0,0,0,1,0,0,0,1,1,2,0,0,"SPEAKER_03, SPEAKER_04"
1620.0,1650.0,0,0,0,0,0,2,2,0,0,2,1,2,0,0,"SPEAKER_03, SPEAKER_04"
1635.0,1665.0,0,0,1,0,0,2,3,0,0,2,1,4,1,1,"SPEAKER_03, SPEAKER_04"
1650.0,1680.0,0,0,1,0,0,3,1,0,0,2,1,3,1,1,"SPEAKER_01, SPEAKER_03, SPEAKER_04"
1665.0,1695.0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,"SPEAKER_01, SPEAKER_04"
1680.0,1710.0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,"SPEAKER_01, SPEAKER_03"
1695.0,1725.0,0,0,0,0,0,1,3,0,0,1,0,2,0,1,"SPEAKER_01, SPEAKER_03, SPEAKER_05"
1710.0,1740.0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,"SPEAKER_01, SPEAKER_03, SPEAKER_05, SPEAKER_07"
1725.0,1755.0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,"SPEAKER_01, SPEAKER_03, SPEAKER_07"
1740.0,1770.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,SPEAKER_01
1770.0,1800.0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,SPEAKER_05
1785.0,1815.0,0,0,0,0,0,1,2,0,0,0,0,2,0,3,"SPEAKER_03, SPEAKER_05"
1800.0,1830.0,0,0,0,0,0,1,1,1,0,0,0,5,0,1,"SPEAKER_03, SPEAKER_05"
1815.0,1845.0,0,0,0,0,0,0,1,2,0,1,0,8,0,0,"SPEAKER_01, SPEAKER_03"
