window_start,window_end,P21_AMP,P100_OVERALL,P32_IMO,P31_ICM,P30_INTER,P23_ATM,P11_TMA,P10_TRANS,P33_IAM,P24_ACO,P22_ASM,P13_TSF,P12_TGS,P20_ACT,speaker
180.0,210.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SPEAKER_01
195.0,225.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SPEAKER_01
225.0,255.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SPEAKER_01
240.0,270.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,SPEAKER_01
255.0,285.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,SPEAKER_01
390.0,420.0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,SPEAKER_00
405.0,435.0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,SPEAKER_00
420.0,450.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,SPEAKER_00
435.0,465.0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,SPEAKER_00
450.0,480.0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,SPEAKER_00
465.0,495.0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,"SPEAKER_00, SPEAKER_02"
480.0,510.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,SPEAKER_02
495.0,525.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,SPEAKER_02
570.0,600.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,SPEAKER_00
585.0,615.0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,SPEAKER_00
600.0,630.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,SPEAKER_00
630.0,660.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,SPEAKER_01
645.0,675.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,SPEAKER_01
690.0,720.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,SPEAKER_01
705.0,735.0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,SPEAKER_01
720.0,750.0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,SPEAKER_01
765.0,795.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,SPEAKER_00
780.0,810.0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,SPEAKER_00
795.0,825.0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,"SPEAKER_00, SPEAKER_01"
810.0,840.0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,"SPEAKER_00, SPEAKER_01"
825.0,855.0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,"SPEAKER_00, SPEAKER_01"
840.0,870.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,SPEAKER_00
