speaker,window_start,window_end,P21_AMP,P100_OVERALL,P32_IMO,P31_ICM,P30_INTER,P23_ATM,P11_TMA,P10_TRANS,P33_IAM,P24_ACO,P22_ASM,P13_TSF,P12_TGS,P20_ACT
SPEAKER_07,840.0,870.0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
SPEAKER_07,855.0,885.0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
SPEAKER_07,1170.0,1200.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER_07,1185.0,1215.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER_07,1875.0,1905.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER_07,1890.0,1920.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER_07,3690.0,3720.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_07,3705.0,3735.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_07,3840.0,3870.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_07,3855.0,3885.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
