speaker,window_start,window_end,P31_ICM,P32_IMO,P30_INTER,P11_TMA,P23_ATM,P21_AMP,P12_TGS,P24_ACO,P22_ASM,P100_OVERALL,P10_TRANS,P20_ACT,P33_IAM,P13_TSF
HCILab2,390.0,420.0,0,0,3,1,0,0,0,0,0,1,0,1,0,0
HCILab2,405.0,435.0,0,0,5,2,0,0,0,0,0,1,1,3,0,0
HCILab2,420.0,450.0,0,0,2,1,0,0,0,0,0,0,1,2,0,0
HCILab2,435.0,465.0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
HCILab2,450.0,480.0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
HCILab2,465.0,495.0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
HCILab2,480.0,510.0,0,0,3,0,0,0,0,0,0,1,1,2,0,0
HCILab2,495.0,525.0,0,0,1,0,0,0,0,0,0,1,1,1,0,0
HCILab2,510.0,540.0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
HCILab2,525.0,555.0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
HCILab2,540.0,570.0,0,0,2,0,0,0,0,0,0,1,0,1,0,0
HCILab2,555.0,585.0,0,0,5,0,0,0,0,0,0,1,0,3,0,0
HCILab2,570.0,600.0,0,0,3,0,0,0,0,0,0,1,0,2,0,0
HCILab2,585.0,615.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HCILab2,735.0,765.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab2,750.0,780.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
HCILab2,765.0,795.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab2,810.0,840.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HCILab2,825.0,855.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
HCILab2,840.0,870.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
HCILab2,855.0,885.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
HCILab2,870.0,900.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
HCILab2,900.0,930.0,0,0,2,0,0,0,0,0,0,1,1,1,0,0
HCILab2,915.0,945.0,0,0,2,0,0,0,0,0,0,1,1,1,0,0
HCILab2,975.0,1005.0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
HCILab2,990.0,1020.0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
HCILab2,1005.0,1035.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab2,1020.0,1050.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab2,1095.0,1125.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HCILab2,1110.0,1140.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
HCILab2,1125.0,1155.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab2,1185.0,1215.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab2,1200.0,1230.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab2,1260.0,1290.0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
HCILab2,1275.0,1305.0,0,0,5,0,0,0,0,0,0,0,2,1,0,1
HCILab2,1290.0,1320.0,0,0,5,0,0,0,0,0,0,1,0,1,0,2
HCILab2,1305.0,1335.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
HCILab2,1350.0,1380.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
HCILab2,1365.0,1395.0,0,0,3,0,0,0,0,0,0,0,1,0,0,0
HCILab2,1380.0,1410.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
HCILab2,1395.0,1425.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
HCILab2,1410.0,1440.0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
HCILab2,1425.0,1455.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab2,1545.0,1575.0,0,0,2,0,1,0,0,0,0,2,1,2,0,1
HCILab2,1560.0,1590.0,0,0,2,0,1,0,0,0,0,2,1,2,0,1
HCILab2,1590.0,1620.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab2,1605.0,1635.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
HCILab2,1620.0,1650.0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
HCILab2,1635.0,1665.0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
HCILab2,1800.0,1830.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
HCILab2,1815.0,1845.0,0,0,4,0,0,0,0,0,1,0,0,1,0,0
HCILab2,1830.0,1860.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
HCILab2,1860.0,1890.0,0,0,3,0,0,0,0,0,0,1,0,0,0,1
HCILab2,1875.0,1905.0,0,0,4,0,0,0,0,0,0,2,1,0,0,1
HCILab2,1890.0,1920.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
HCILab2,2055.0,2085.0,0,0,2,0,0,0,0,0,0,2,1,0,0,0
HCILab2,2070.0,2100.0,0,0,6,0,0,0,0,0,0,4,1,0,0,0
HCILab2,2085.0,2115.0,0,0,4,0,0,0,0,0,0,2,0,0,0,0
HCILab2,2325.0,2355.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HCILab2,2340.0,2370.0,0,0,1,0,0,1,0,0,0,3,0,0,0,0
HCILab2,2355.0,2385.0,0,0,4,0,0,1,0,0,0,2,0,0,0,0
HCILab2,2370.0,2400.0,0,0,3,0,0,0,0,0,0,0,1,0,0,0
HCILab2,2385.0,2415.0,0,0,0,1,0,0,0,0,0,0,2,1,0,0
HCILab2,2400.0,2430.0,0,0,2,1,0,0,0,0,0,0,1,1,1,0
HCILab2,2415.0,2445.0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
HCILab2,2520.0,2550.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
HCILab2,2535.0,2565.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
HCILab2,2550.0,2580.0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
HCILab2,2565.0,2595.0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
HCILab2,2640.0,2670.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
HCILab2,2655.0,2685.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
HCILab2,2700.0,2730.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab2,2715.0,2745.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
HCILab2,2730.0,2760.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab2,2760.0,2790.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HCILab2,2775.0,2805.0,0,0,4,0,0,1,0,0,0,0,0,0,0,0
HCILab2,2790.0,2820.0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
HCILab2,2970.0,3000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HCILab2,2985.0,3015.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HCILab2,3045.0,3075.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HCILab2,3060.0,3090.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HCILab2,3075.0,3105.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
HCILab2,3090.0,3120.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
HCILab2,3165.0,3195.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
HCILab2,3180.0,3210.0,0,0,3,0,0,1,0,0,0,0,0,0,0,0
HCILab2,3195.0,3225.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
HCILab2,3210.0,3240.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HCILab2,3240.0,3270.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab2,3255.0,3285.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
HCILab2,3270.0,3300.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
HCILab2,3300.0,3330.0,0,0,0,0,0,0,0,0,0,3,2,1,0,0
HCILab2,3315.0,3345.0,0,0,0,0,0,0,0,0,0,3,2,1,0,0
HCILab2,3345.0,3375.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab2,3360.0,3390.0,0,0,2,0,0,0,0,0,0,2,0,1,0,0
HCILab2,3375.0,3405.0,0,0,2,0,0,0,0,0,0,3,0,1,0,0
HCILab2,3390.0,3420.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
HCILab2,3420.0,3450.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HCILab2,3435.0,3465.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HCILab2,3525.0,3555.0,0,0,4,0,0,0,0,0,0,2,0,0,0,0
HCILab2,3540.0,3570.0,0,0,5,0,0,0,0,0,0,2,0,0,0,0
HCILab2,3555.0,3585.0,0,0,8,0,0,1,0,0,0,3,0,0,0,0
HCILab2,3570.0,3600.0,0,0,12,0,0,1,0,0,0,4,1,0,0,0
HCILab2,3585.0,3615.0,0,0,5,0,0,0,0,0,0,1,1,0,0,0
HCILab2,3645.0,3675.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
HCILab2,3660.0,3690.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
HCILab2,3795.0,3825.0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
HCILab2,3810.0,3840.0,0,0,3,0,0,0,0,0,1,1,0,0,0,0
HCILab2,3825.0,3855.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
HCILab2,3840.0,3870.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
HCILab2,3855.0,3885.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
