speaker,window_start,window_end,P21_AMP,P100_OVERALL,P32_IMO,P31_ICM,P30_INTER,P23_ATM,P11_TMA,P10_TRANS,P33_IAM,P24_ACO,P22_ASM,P13_TSF,P12_TGS,P20_ACT
SPEAKER_01,885.0,915.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER_01,900.0,930.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
SPEAKER_01,915.0,945.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
SPEAKER_01,1185.0,1215.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_01,1200.0,1230.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_01,1830.0,1860.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
SPEAKER_01,1845.0,1875.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
SPEAKER_01,1950.0,1980.0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
SPEAKER_01,1965.0,1995.0,0,1,0,0,2,0,0,0,0,0,0,0,0,1
SPEAKER_01,1980.0,2010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SPEAKER_01,2565.0,2595.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER_01,2580.0,2610.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER_01,3495.0,3525.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
SPEAKER_01,3510.0,3540.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
SPEAKER_01,3690.0,3720.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER_01,3705.0,3735.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
