window_start,window_end,P21_AMP,P100_OVERALL,P32_IMO,P31_ICM,P30_INTER,P23_ATM,P11_TMA,P10_TRANS,P33_IAM,P24_ACO,P22_ASM,P13_TSF,P12_TGS,P20_ACT,speaker
0.0,30.0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,"SPEAKER_02, SPEAKER_04"
15.0,45.0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,"SPEAKER_04, SPEAKER_06"
30.0,60.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,SPEAKER_06
45.0,75.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,SPEAKER_02
60.0,90.0,0,1,0,0,0,0,0,1,0,0,0,4,0,3,SPEAKER_02
75.0,105.0,0,1,0,0,1,0,0,0,0,0,1,5,0,11,SPEAKER_02
90.0,120.0,0,3,0,0,5,0,0,2,0,0,1,2,0,8,SPEAKER_02
105.0,135.0,0,4,0,0,4,0,0,5,0,1,3,4,0,3,SPEAKER_02
120.0,150.0,0,1,0,0,0,0,1,5,0,1,6,3,0,5,SPEAKER_02
135.0,165.0,0,3,0,0,1,0,1,7,0,0,3,1,0,4,SPEAKER_02
150.0,180.0,0,3,0,0,3,0,1,6,0,0,0,1,0,2,"SPEAKER_02, SPEAKER_05"
165.0,195.0,0,1,0,0,3,0,0,3,0,0,0,0,0,2,"SPEAKER_01, SPEAKER_02, SPEAKER_05"
180.0,210.0,0,2,0,0,3,0,0,2,0,0,0,0,0,4,"SPEAKER_01, SPEAKER_02"
195.0,225.0,0,4,0,0,2,0,0,0,0,0,0,1,0,5,"SPEAKER_01, SPEAKER_02"
210.0,240.0,0,3,0,0,0,1,0,5,0,0,0,3,0,3,SPEAKER_02
225.0,255.0,1,3,0,0,1,2,1,6,1,0,0,2,0,3,"SPEAKER_02, SPEAKER_05"
240.0,270.0,1,5,0,0,1,1,1,2,1,0,0,0,0,5,"SPEAKER_00, SPEAKER_02, SPEAKER_05"
255.0,285.0,3,3,0,0,2,0,0,1,0,0,0,0,0,2,"SPEAKER_00, SPEAKER_02"
270.0,300.0,3,1,0,0,2,1,0,0,0,0,0,0,0,0,SPEAKER_00
285.0,315.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,SPEAKER_00
300.0,330.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,SPEAKER_00
315.0,345.0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,"SPEAKER_00, SPEAKER_01"
330.0,360.0,0,0,0,0,6,0,0,1,0,0,1,0,0,3,"SPEAKER_00, SPEAKER_01, SPEAKER_03"
345.0,375.0,0,0,0,0,7,0,0,3,0,0,0,2,0,4,SPEAKER_03
360.0,390.0,1,3,0,0,4,0,0,3,0,0,0,2,0,2,SPEAKER_03
375.0,405.0,1,7,0,0,8,0,0,1,0,0,1,0,0,0,"SPEAKER_00, SPEAKER_01, SPEAKER_03"
390.0,420.0,0,5,0,0,9,0,0,0,0,1,1,0,0,1,"SPEAKER_00, SPEAKER_01, SPEAKER_03"
405.0,435.0,1,2,0,0,5,0,0,1,0,1,0,0,0,4,"SPEAKER_01, SPEAKER_03"
420.0,450.0,1,1,0,0,4,0,0,1,0,0,0,0,0,3,"SPEAKER_01, SPEAKER_03"
435.0,465.0,0,0,0,0,6,0,0,1,0,0,0,1,0,0,"SPEAKER_00, SPEAKER_01, SPEAKER_04"
450.0,480.0,0,1,0,0,7,0,0,2,0,0,0,2,0,1,"SPEAKER_00, SPEAKER_03, SPEAKER_04"
465.0,495.0,0,1,0,0,9,0,0,1,0,0,0,1,0,1,SPEAKER_03
480.0,510.0,0,1,0,0,8,0,0,6,0,0,0,1,0,1,"SPEAKER_03, SPEAKER_06"
495.0,525.0,0,1,0,0,6,1,0,6,0,0,0,1,0,2,"SPEAKER_03, SPEAKER_05, SPEAKER_06"
510.0,540.0,1,0,0,0,5,1,0,1,0,0,0,0,0,1,"SPEAKER_00, SPEAKER_03, SPEAKER_05"
525.0,555.0,1,2,0,0,5,0,0,1,0,0,0,1,0,4,"SPEAKER_00, SPEAKER_03"
540.0,570.0,0,3,0,0,9,0,0,2,0,0,0,3,0,5,"SPEAKER_00, SPEAKER_03"
555.0,585.0,1,1,0,0,12,0,0,2,1,0,0,3,0,1,"SPEAKER_00, SPEAKER_03"
570.0,600.0,1,0,0,0,7,0,0,2,1,0,0,1,0,0,"SPEAKER_00, SPEAKER_03"
585.0,615.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,"SPEAKER_00, SPEAKER_03"
600.0,630.0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,SPEAKER_00
615.0,645.0,0,3,0,0,5,1,0,2,0,0,0,0,0,0,"SPEAKER_00, SPEAKER_01, SPEAKER_03"
630.0,660.0,0,4,0,0,2,1,0,0,0,0,1,0,0,0,"SPEAKER_00, SPEAKER_01, SPEAKER_03"
645.0,675.0,0,1,0,0,1,0,0,0,0,0,2,1,0,0,SPEAKER_03
660.0,690.0,0,1,0,0,5,0,0,0,0,0,1,1,0,1,"SPEAKER_01, SPEAKER_03"
675.0,705.0,0,1,0,0,8,0,0,0,1,0,1,0,0,1,"SPEAKER_01, SPEAKER_03"
690.0,720.0,0,1,0,0,11,0,0,1,1,0,0,0,0,1,"SPEAKER_00, SPEAKER_01"
705.0,735.0,0,2,0,0,13,1,0,2,0,0,0,0,0,2,"SPEAKER_00, SPEAKER_01"
720.0,750.0,0,1,0,0,13,1,0,2,0,0,0,0,0,2,"SPEAKER_00, SPEAKER_01, SPEAKER_03"
735.0,765.0,0,0,0,0,10,0,0,1,0,1,0,0,0,1,"SPEAKER_00, SPEAKER_01, SPEAKER_03"
750.0,780.0,0,2,0,0,5,1,0,0,0,1,0,0,0,5,"SPEAKER_00, SPEAKER_03"
765.0,795.0,1,3,0,0,2,1,0,1,0,1,0,0,2,9,"SPEAKER_00, SPEAKER_01, SPEAKER_02, SPEAKER_03"
780.0,810.0,1,5,0,0,3,0,0,1,0,0,1,1,2,4,"SPEAKER_01, SPEAKER_02, SPEAKER_03"
795.0,825.0,0,6,0,0,5,0,0,1,0,0,2,2,0,4,"SPEAKER_02, SPEAKER_03, SPEAKER_05"
810.0,840.0,0,6,0,0,3,0,0,2,0,0,1,3,0,5,"SPEAKER_01, SPEAKER_02, SPEAKER_05"
