window_start,window_end,P11_TMA,P32_IMO,P21_AMP,P12_TGS,P24_ACO,P20_ACT,P100_OVERALL,P22_ASM,P31_ICM,P13_TSF,P33_IAM,P30_INTER,P23_ATM,P10_TRANS,speaker
15.0,45.0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,SPEAKER_00
30.0,60.0,0,0,0,0,0,4,1,1,0,4,0,1,0,1,SPEAKER_00
45.0,75.0,0,0,0,0,0,10,1,1,0,3,0,2,0,0,SPEAKER_00
60.0,90.0,0,0,0,0,0,8,4,1,0,3,0,5,0,3,SPEAKER_00
75.0,105.0,0,0,0,0,1,4,4,4,0,3,0,3,0,5,SPEAKER_00
90.0,120.0,1,0,0,0,1,6,1,6,0,2,0,1,0,7,SPEAKER_00
105.0,135.0,1,0,0,0,0,3,3,2,0,1,0,2,0,8,"SPEAKER_00, SPEAKER_06"
120.0,150.0,0,0,0,0,0,0,3,0,0,0,0,2,0,3,"SPEAKER_00, SPEAKER_06"
135.0,165.0,0,0,0,0,0,3,1,0,0,0,0,3,0,2,"SPEAKER_00, SPEAKER_05"
150.0,180.0,0,0,0,0,0,6,3,0,0,1,0,3,0,2,"SPEAKER_00, SPEAKER_05"
165.0,195.0,0,0,0,0,0,4,4,0,0,2,0,1,1,2,SPEAKER_00
180.0,210.0,0,0,0,0,0,1,3,0,0,2,1,0,1,6,SPEAKER_00
195.0,225.0,1,0,1,0,0,3,4,0,0,1,1,0,1,5,"SPEAKER_00, SPEAKER_08"
210.0,240.0,1,0,3,0,0,4,4,0,0,0,0,2,1,1,"SPEAKER_00, SPEAKER_08"
225.0,255.0,0,0,3,0,0,1,2,0,0,0,0,2,0,0,SPEAKER_08
240.0,270.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,SPEAKER_08
255.0,285.0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,"SPEAKER_06, SPEAKER_08"
270.0,300.0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,"SPEAKER_06, SPEAKER_08"
285.0,315.0,0,0,0,0,0,2,0,1,0,0,0,3,0,1,"SPEAKER_04, SPEAKER_06, SPEAKER_08"
300.0,330.0,0,0,0,0,0,3,0,1,0,1,0,6,0,1,"SPEAKER_04, SPEAKER_06, SPEAKER_08"
315.0,345.0,0,0,0,0,0,3,1,0,0,2,0,7,0,4,SPEAKER_04
330.0,360.0,0,0,1,0,0,2,3,0,0,1,0,10,0,4,SPEAKER_04
345.0,375.0,0,0,1,0,0,0,6,1,0,0,0,11,0,0,"SPEAKER_04, SPEAKER_05, SPEAKER_06, SPEAKER_08"
360.0,390.0,0,0,0,0,1,3,6,1,0,0,0,7,0,0,"SPEAKER_04, SPEAKER_05, SPEAKER_06, SPEAKER_08"
375.0,405.0,0,0,1,0,1,4,2,0,0,0,0,5,0,1,"SPEAKER_04, SPEAKER_05"
390.0,420.0,0,0,1,0,0,1,1,0,0,0,0,4,0,2,"SPEAKER_05, SPEAKER_08"
405.0,435.0,0,0,0,0,0,1,2,0,0,0,0,5,0,2,"SPEAKER_04, SPEAKER_05, SPEAKER_08"
420.0,450.0,0,0,0,0,0,2,1,0,0,1,0,7,0,1,"SPEAKER_04, SPEAKER_08"
435.0,465.0,0,0,0,0,0,2,0,0,0,1,0,7,0,0,SPEAKER_04
450.0,480.0,0,0,0,0,0,1,1,0,0,1,0,7,0,6,SPEAKER_04
465.0,495.0,0,0,0,0,0,2,1,0,0,1,0,6,1,6,SPEAKER_04
480.0,510.0,0,0,1,0,0,3,1,0,0,1,0,6,1,1,"SPEAKER_04, SPEAKER_08"
495.0,525.0,0,0,1,0,0,5,2,0,0,1,0,6,0,1,"SPEAKER_04, SPEAKER_08"
510.0,540.0,0,0,0,0,0,4,2,0,0,1,1,6,0,1,"SPEAKER_04, SPEAKER_08"
525.0,555.0,0,0,1,0,0,1,1,0,0,2,1,8,0,3,"SPEAKER_04, SPEAKER_08"
540.0,570.0,0,0,2,0,0,1,1,0,0,1,0,5,0,2,"SPEAKER_04, SPEAKER_05"
555.0,585.0,0,0,1,0,0,2,1,0,0,0,0,2,0,2,"SPEAKER_04, SPEAKER_05, SPEAKER_08"
570.0,600.0,0,0,0,0,0,1,2,0,0,0,0,4,1,3,"SPEAKER_04, SPEAKER_08"
585.0,615.0,0,0,0,0,0,0,4,1,0,0,0,3,1,1,"SPEAKER_04, SPEAKER_06, SPEAKER_08"
600.0,630.0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,"SPEAKER_04, SPEAKER_06"
615.0,645.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,SPEAKER_04
630.0,660.0,0,0,0,0,0,2,1,1,0,1,0,5,0,0,"SPEAKER_04, SPEAKER_05"
645.0,675.0,0,0,0,0,0,3,1,0,0,0,1,9,0,0,"SPEAKER_04, SPEAKER_05, SPEAKER_08"
660.0,690.0,0,0,0,0,0,1,1,0,0,0,1,11,1,1,"SPEAKER_05, SPEAKER_08"
675.0,705.0,0,0,0,0,0,3,3,0,0,0,0,13,1,2,"SPEAKER_04, SPEAKER_05, SPEAKER_08"
690.0,720.0,0,0,0,0,0,2,2,0,0,0,0,13,0,2,"SPEAKER_03, SPEAKER_04, SPEAKER_05, SPEAKER_08"
705.0,735.0,0,0,0,0,1,1,1,0,0,0,0,8,1,1,"SPEAKER_03, SPEAKER_04, SPEAKER_08"
720.0,750.0,0,0,0,2,1,7,1,0,0,0,0,3,1,0,"SPEAKER_04, SPEAKER_08"
735.0,765.0,0,0,0,2,0,7,4,0,0,0,0,2,0,1,"SPEAKER_03, SPEAKER_04"
750.0,780.0,0,0,0,0,0,3,5,1,0,1,0,3,0,1,"SPEAKER_00, SPEAKER_03, SPEAKER_04"
765.0,795.0,0,0,0,0,0,6,3,2,0,3,0,4,0,2,"SPEAKER_00, SPEAKER_03, SPEAKER_04, SPEAKER_06"
780.0,810.0,0,0,1,0,0,6,7,1,0,3,0,4,0,2,"SPEAKER_00, SPEAKER_04, SPEAKER_05, SPEAKER_06"
795.0,825.0,0,0,1,0,0,2,8,0,0,1,0,3,0,1,"SPEAKER_00, SPEAKER_04, SPEAKER_05"
810.0,840.0,0,0,1,0,0,3,4,0,0,0,0,4,0,1,"SPEAKER_00, SPEAKER_04, SPEAKER_05"
825.0,855.0,0,0,1,0,0,9,0,0,0,0,0,4,0,0,"SPEAKER_00, SPEAKER_04, SPEAKER_05"
840.0,870.0,0,0,0,0,0,8,0,1,0,0,0,1,0,5,"SPEAKER_00, SPEAKER_04, SPEAKER_05"
855.0,885.0,0,0,0,0,0,3,0,2,0,1,0,0,1,8,"SPEAKER_00, SPEAKER_04"
870.0,900.0,0,0,0,0,0,1,2,1,0,2,1,1,1,4,"SPEAKER_00, SPEAKER_08"
885.0,915.0,0,0,0,0,0,0,3,0,0,1,1,3,1,2,"SPEAKER_00, SPEAKER_04, SPEAKER_08"
900.0,930.0,0,0,0,0,0,0,1,0,0,0,0,6,0,1,"SPEAKER_04, SPEAKER_08"
915.0,945.0,0,0,0,0,0,0,1,0,0,2,0,7,0,0,"SPEAKER_04, SPEAKER_08"
930.0,960.0,0,0,0,0,0,3,1,1,0,2,0,4,0,1,"SPEAKER_04, SPEAKER_08"
945.0,975.0,0,0,0,0,0,4,0,2,0,0,0,3,0,1,"SPEAKER_04, SPEAKER_05, SPEAKER_08"
960.0,990.0,0,0,0,0,0,1,0,2,0,0,0,3,0,1,"SPEAKER_05, SPEAKER_08"
975.0,1005.0,0,0,0,0,0,0,1,1,0,0,0,4,0,1,"SPEAKER_04, SPEAKER_08"
990.0,1020.0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,"SPEAKER_04, SPEAKER_08"
1005.0,1035.0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,"SPEAKER_04, SPEAKER_08"
1020.0,1050.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,SPEAKER_04
1035.0,1065.0,0,0,0,0,0,3,0,0,0,0,0,6,0,2,"SPEAKER_04, SPEAKER_08"
1050.0,1080.0,0,0,0,0,0,4,2,0,0,0,0,11,0,3,"SPEAKER_04, SPEAKER_08"
1065.0,1095.0,0,0,0,0,0,3,4,0,0,0,0,5,0,1,"SPEAKER_03, SPEAKER_04, SPEAKER_08"
1080.0,1110.0,0,0,0,0,0,2,5,0,0,0,0,2,0,0,"SPEAKER_03, SPEAKER_04, SPEAKER_08"
1095.0,1125.0,0,0,0,0,0,0,3,2,0,0,0,4,0,0,"SPEAKER_04, SPEAKER_08"
1110.0,1140.0,0,0,0,0,0,3,2,2,0,0,0,4,0,1,"SPEAKER_03, SPEAKER_04, SPEAKER_08"
1125.0,1155.0,0,0,0,0,0,6,2,0,0,0,0,6,0,3,"SPEAKER_03, SPEAKER_04, SPEAKER_05"
1140.0,1170.0,0,0,0,0,0,4,2,0,0,2,0,9,0,4,"SPEAKER_04, SPEAKER_05, SPEAKER_08"
1155.0,1185.0,0,0,0,0,0,3,3,0,0,3,0,9,0,3,"SPEAKER_04, SPEAKER_05, SPEAKER_08"
1170.0,1200.0,0,0,0,0,0,3,2,1,0,1,0,8,0,2,"SPEAKER_04, SPEAKER_05, SPEAKER_08"
1185.0,1215.0,0,0,0,0,0,1,0,1,0,0,0,6,0,3,SPEAKER_08
1200.0,1230.0,0,0,0,0,0,0,2,0,0,0,0,5,0,2,"SPEAKER_02, SPEAKER_05, SPEAKER_08"
1215.0,1245.0,0,0,0,0,0,2,2,0,0,1,0,3,0,1,"SPEAKER_02, SPEAKER_04, SPEAKER_05, SPEAKER_08"
1230.0,1260.0,0,0,0,0,0,2,2,0,0,2,0,4,0,2,"SPEAKER_04, SPEAKER_05"
1245.0,1275.0,0,0,0,0,0,0,3,0,0,2,1,10,0,1,"SPEAKER_04, SPEAKER_05"
1260.0,1290.0,0,0,0,0,0,1,2,0,0,2,1,13,0,1,"SPEAKER_04, SPEAKER_05, SPEAKER_08"
1275.0,1305.0,0,0,0,0,0,2,3,0,0,1,0,11,0,2,"SPEAKER_04, SPEAKER_08"
1290.0,1320.0,0,0,0,0,0,1,4,0,0,0,0,7,0,1,SPEAKER_04
1305.0,1335.0,0,0,1,0,0,2,2,1,0,0,0,4,0,0,SPEAKER_04
