speaker,window_start,window_end,P21_AMP,P100_OVERALL,P32_IMO,P31_ICM,P30_INTER,P23_ATM,P11_TMA,P10_TRANS,P33_IAM,P24_ACO,P22_ASM,P13_TSF,P12_TGS,P20_ACT
SPEAKER_07,285.0,315.0,0,1,0,0,2,0,0,1,0,0,0,1,0,0
SPEAKER_07,300.0,330.0,0,1,0,0,2,0,0,1,0,0,0,1,0,0
SPEAKER_07,345.0,375.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER_07,360.0,390.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER_07,435.0,465.0,0,0,0,0,3,0,0,1,0,0,0,1,0,0
SPEAKER_07,450.0,480.0,0,0,0,0,3,0,0,1,0,0,0,1,0,0
SPEAKER_07,750.0,780.0,0,0,0,0,3,1,0,2,0,0,0,0,0,1
SPEAKER_07,765.0,795.0,0,0,0,0,3,1,0,2,0,0,0,0,0,1
SPEAKER_07,795.0,825.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SPEAKER_07,810.0,840.0,0,0,0,0,1,2,0,2,0,0,0,0,0,2
SPEAKER_07,825.0,855.0,0,0,0,0,1,2,0,1,0,0,0,0,0,2
SPEAKER_07,855.0,885.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
SPEAKER_07,870.0,900.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
SPEAKER_07,1065.0,1095.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
SPEAKER_07,1080.0,1110.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
SPEAKER_07,1125.0,1155.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SPEAKER_07,1140.0,1170.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SPEAKER_07,1155.0,1185.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPEAKER_07,1170.0,1200.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SPEAKER_07,1185.0,1215.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SPEAKER_07,1320.0,1350.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_07,1335.0,1365.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_07,1350.0,1380.0,0,4,0,0,4,0,0,0,1,0,0,0,0,0
SPEAKER_07,1365.0,1395.0,0,4,0,0,4,0,0,0,1,0,0,0,0,0
SPEAKER_07,1440.0,1470.0,0,0,0,0,3,0,0,0,1,0,0,0,0,1
SPEAKER_07,1455.0,1485.0,0,0,0,0,3,0,0,0,1,0,0,0,0,1
SPEAKER_07,1605.0,1635.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_07,1620.0,1650.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_07,1905.0,1935.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
SPEAKER_07,1920.0,1950.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
SPEAKER_07,2220.0,2250.0,0,2,0,0,1,0,0,0,0,0,0,0,0,1
SPEAKER_07,2235.0,2265.0,1,4,0,0,2,0,0,3,0,0,0,1,0,2
SPEAKER_07,2250.0,2280.0,1,2,0,0,1,0,0,3,0,0,0,1,0,1
SPEAKER_07,2340.0,2370.0,0,1,0,0,7,0,0,1,1,0,0,0,0,1
SPEAKER_07,2355.0,2385.0,0,1,0,0,7,0,0,1,1,0,0,0,0,1
SPEAKER_07,2415.0,2445.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SPEAKER_07,2430.0,2460.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
