window_start,window_end,P21_AMP,P100_OVERALL,P32_IMO,P31_ICM,P30_INTER,P23_ATM,P11_TMA,P10_TRANS,P33_IAM,P24_ACO,P22_ASM,P13_TSF,P12_TGS,P20_ACT,speaker
240.0,270.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,SPEAKER_00
255.0,285.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,SPEAKER_00
315.0,345.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,SPEAKER_02
330.0,360.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,SPEAKER_02
390.0,420.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,SPEAKER_02
405.0,435.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,SPEAKER_02
465.0,495.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,SPEAKER_04
480.0,510.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,SPEAKER_04
495.0,525.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,SPEAKER_04
525.0,555.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"SPEAKER_00, SPEAKER_02"
540.0,570.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"SPEAKER_00, SPEAKER_02"
570.0,600.0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,SPEAKER_02
585.0,615.0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,SPEAKER_02
600.0,630.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,SPEAKER_01
615.0,645.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,SPEAKER_01
780.0,810.0,0,0,0,0,3,1,0,2,0,0,0,0,0,1,SPEAKER_04
795.0,825.0,0,0,0,0,3,1,0,2,0,0,0,0,0,1,SPEAKER_04
810.0,840.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,SPEAKER_04
825.0,855.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,SPEAKER_03
840.0,870.0,0,0,0,0,1,2,0,2,0,0,0,0,0,2,"SPEAKER_02, SPEAKER_03"
855.0,885.0,0,0,0,0,1,2,0,2,0,0,0,0,0,2,"SPEAKER_02, SPEAKER_03"
975.0,1005.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SPEAKER_02
990.0,1020.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SPEAKER_02
1095.0,1125.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,SPEAKER_02
1110.0,1140.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,SPEAKER_02
1155.0,1185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SPEAKER_04
1170.0,1200.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"SPEAKER_02, SPEAKER_04"
1185.0,1215.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SPEAKER_02
1200.0,1230.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,SPEAKER_02
1215.0,1245.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,SPEAKER_02
1350.0,1380.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,SPEAKER_02
1365.0,1395.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,SPEAKER_02
1380.0,1410.0,0,5,0,0,3,0,0,1,1,0,0,0,0,0,"SPEAKER_02, SPEAKER_03"
1395.0,1425.0,0,5,0,0,3,0,0,1,1,0,0,0,0,0,"SPEAKER_02, SPEAKER_03"
1440.0,1470.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,SPEAKER_00
1455.0,1485.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,SPEAKER_00
1470.0,1500.0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,SPEAKER_02
1485.0,1515.0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,SPEAKER_02
1635.0,1665.0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,SPEAKER_02
1650.0,1680.0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,SPEAKER_02
1935.0,1965.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,SPEAKER_02
1950.0,1980.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,SPEAKER_02
2250.0,2280.0,0,2,0,0,5,0,0,0,0,0,1,0,0,0,"SPEAKER_02, SPEAKER_03"
2265.0,2295.0,1,4,0,0,13,0,0,4,0,0,1,0,0,1,"SPEAKER_02, SPEAKER_03"
2280.0,2310.0,1,2,0,0,8,0,0,4,0,0,0,0,0,1,SPEAKER_03
2370.0,2400.0,0,1,0,0,2,0,0,2,1,0,0,0,0,1,"SPEAKER_02, SPEAKER_04"
2385.0,2415.0,0,1,0,0,2,0,0,2,1,0,0,0,0,1,"SPEAKER_02, SPEAKER_04"
2415.0,2445.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,SPEAKER_02
2430.0,2460.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,SPEAKER_02
2505.0,2535.0,1,0,0,0,11,0,0,0,1,0,0,0,1,0,"SPEAKER_02, SPEAKER_03"
2520.0,2550.0,1,1,0,0,12,0,0,0,2,0,0,0,1,0,"SPEAKER_02, SPEAKER_03"
2535.0,2565.0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,"SPEAKER_02, SPEAKER_03"
2550.0,2580.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,SPEAKER_02
2565.0,2595.0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,"SPEAKER_02, SPEAKER_03"
2580.0,2610.0,0,0,0,0,7,0,0,0,1,0,0,0,0,1,"SPEAKER_02, SPEAKER_03"
2595.0,2625.0,0,0,0,0,8,0,0,0,1,0,0,0,0,2,"SPEAKER_02, SPEAKER_03"
2610.0,2640.0,0,0,0,0,5,0,0,1,1,0,0,0,0,2,"SPEAKER_02, SPEAKER_03, SPEAKER_04"
2625.0,2655.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,"SPEAKER_02, SPEAKER_04"
2700.0,2730.0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,SPEAKER_03
2715.0,2745.0,0,2,0,0,1,0,1,1,0,0,0,0,1,2,SPEAKER_03
2730.0,2760.0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,"SPEAKER_01, SPEAKER_03"
2745.0,2775.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,SPEAKER_01
2895.0,2925.0,0,0,0,0,8,0,0,1,0,0,0,1,0,1,"SPEAKER_02, SPEAKER_03"
2910.0,2940.0,0,0,0,0,8,0,0,1,0,0,0,1,0,1,"SPEAKER_02, SPEAKER_03"
2955.0,2985.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,SPEAKER_02
2970.0,3000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,SPEAKER_02
3000.0,3030.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,SPEAKER_03
3015.0,3045.0,1,1,0,0,2,1,0,0,1,0,0,3,1,2,SPEAKER_03
3030.0,3060.0,1,1,0,0,3,1,0,0,0,0,0,3,1,3,"SPEAKER_02, SPEAKER_03"
3045.0,3075.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,"SPEAKER_02, SPEAKER_03"
3105.0,3135.0,0,0,0,0,6,0,0,1,0,0,0,1,0,0,"SPEAKER_02, SPEAKER_04"
3120.0,3150.0,0,0,0,0,7,0,0,1,0,0,0,1,0,0,"SPEAKER_02, SPEAKER_04"
3135.0,3165.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,SPEAKER_02
3150.0,3180.0,0,1,0,0,1,0,0,2,0,0,0,2,1,2,"SPEAKER_02, SPEAKER_03"
3165.0,3195.0,0,2,0,0,2,0,0,3,0,0,0,3,3,3,"SPEAKER_02, SPEAKER_03"
3180.0,3210.0,0,1,0,0,2,0,0,2,0,0,0,1,2,1,"SPEAKER_02, SPEAKER_03"
3195.0,3225.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,SPEAKER_02
3225.0,3255.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,SPEAKER_02
3240.0,3270.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,SPEAKER_02
3270.0,3300.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,SPEAKER_02
3285.0,3315.0,0,1,0,0,9,0,0,2,0,0,0,2,0,1,"SPEAKER_02, SPEAKER_03"
3300.0,3330.0,0,1,0,0,8,0,0,2,0,0,0,2,0,1,"SPEAKER_02, SPEAKER_03"
3315.0,3345.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,SPEAKER_02
3330.0,3360.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,SPEAKER_02
3375.0,3405.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,SPEAKER_00
3390.0,3420.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,SPEAKER_00
3420.0,3450.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,SPEAKER_03
3435.0,3465.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,SPEAKER_03
3465.0,3495.0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,"SPEAKER_02, SPEAKER_03"
3480.0,3510.0,0,0,0,0,6,1,0,0,0,0,0,0,0,1,"SPEAKER_02, SPEAKER_03"
3495.0,3525.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,SPEAKER_03
3540.0,3570.0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,"SPEAKER_02, SPEAKER_04"
3555.0,3585.0,1,0,1,0,7,0,0,0,0,0,0,1,0,2,"SPEAKER_02, SPEAKER_04"
3570.0,3600.0,0,0,1,0,4,0,0,0,0,0,0,0,0,2,SPEAKER_04
3615.0,3645.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,SPEAKER_02
3630.0,3660.0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,"SPEAKER_02, SPEAKER_03"
3645.0,3675.0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,"SPEAKER_02, SPEAKER_03"
3690.0,3720.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,SPEAKER_02
3705.0,3735.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,SPEAKER_02
3795.0,3825.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,SPEAKER_02
