window_start,window_end,P21_AMP,P100_OVERALL,P32_IMO,P31_ICM,P30_INTER,P23_ATM,P11_TMA,P10_TRANS,P33_IAM,P24_ACO,P22_ASM,P13_TSF,P12_TGS,P20_ACT,speaker
3150.0,3180.0,0,2,0,0,5,0,0,3,0,0,1,2,2,6,"SPEAKER_06, SPEAKER_07, SPEAKER_08"
3165.0,3195.0,0,1,0,0,2,0,0,0,0,0,0,1,0,4,"SPEAKER_06, SPEAKER_08"
3180.0,3210.0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,SPEAKER_06
3195.0,3225.0,0,0,0,0,4,0,0,2,0,0,0,0,0,2,"SPEAKER_03, SPEAKER_06, SPEAKER_08"
3210.0,3240.0,0,0,0,0,4,0,0,2,0,0,0,1,0,1,"SPEAKER_03, SPEAKER_06, SPEAKER_08"
3225.0,3255.0,0,1,0,0,4,0,0,2,0,0,0,1,0,3,SPEAKER_03
3240.0,3270.0,0,1,0,0,3,0,0,1,0,0,0,0,0,2,SPEAKER_03
3255.0,3285.0,0,1,0,0,0,0,0,1,0,0,0,3,0,1,SPEAKER_07
3270.0,3300.0,0,2,0,0,1,0,0,1,0,0,0,3,0,2,"SPEAKER_06, SPEAKER_07"
3285.0,3315.0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,"SPEAKER_06, SPEAKER_07"
3300.0,3330.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"SPEAKER_06, SPEAKER_07"
3315.0,3345.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,SPEAKER_03
3330.0,3360.0,0,0,0,0,6,0,0,1,0,0,0,1,0,0,SPEAKER_03
3345.0,3375.0,0,1,0,0,5,0,0,2,0,0,0,1,0,0,"SPEAKER_03, SPEAKER_06"
3360.0,3390.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,"SPEAKER_03, SPEAKER_06"
3375.0,3405.0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,SPEAKER_03
3390.0,3420.0,0,1,0,0,10,0,0,0,0,0,0,2,0,2,"SPEAKER_03, SPEAKER_04, SPEAKER_07"
3405.0,3435.0,0,1,0,0,8,0,0,0,0,0,0,1,0,1,"SPEAKER_03, SPEAKER_04, SPEAKER_07"
3435.0,3465.0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,SPEAKER_07
3450.0,3480.0,1,0,0,0,2,1,0,1,0,0,0,1,0,1,"SPEAKER_06, SPEAKER_07"
3465.0,3495.0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,SPEAKER_06
3480.0,3510.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,SPEAKER_06
3495.0,3525.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,"SPEAKER_03, SPEAKER_06"
3510.0,3540.0,1,1,0,0,7,0,0,1,0,0,1,1,0,0,"SPEAKER_03, SPEAKER_06, SPEAKER_07"
3525.0,3555.0,1,0,1,0,7,0,0,1,0,0,1,1,0,2,"SPEAKER_03, SPEAKER_04, SPEAKER_07"
3540.0,3570.0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,"SPEAKER_04, SPEAKER_07"
3570.0,3600.0,0,0,0,0,1,0,0,2,0,0,1,1,0,0,SPEAKER_06
3585.0,3615.0,0,0,0,0,6,0,0,2,0,0,1,2,0,2,"SPEAKER_06, SPEAKER_07"
3600.0,3630.0,0,0,0,0,9,0,0,0,0,0,0,2,0,2,"SPEAKER_03, SPEAKER_06, SPEAKER_07"
3615.0,3645.0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,"SPEAKER_03, SPEAKER_07"
3645.0,3675.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,SPEAKER_03
3660.0,3690.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,SPEAKER_03
3675.0,3705.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,SPEAKER_03
3720.0,3750.0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,SPEAKER_01
3735.0,3765.0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,SPEAKER_01
3750.0,3780.0,0,0,0,0,4,0,0,1,0,0,1,0,0,2,SPEAKER_01
3765.0,3795.0,0,2,0,0,6,0,0,2,0,0,1,0,0,3,"SPEAKER_01, SPEAKER_02, SPEAKER_06"
3780.0,3810.0,0,3,0,0,5,0,0,1,0,0,0,0,0,2,"SPEAKER_00, SPEAKER_01, SPEAKER_02, SPEAKER_06"
3795.0,3825.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,SPEAKER_00
3810.0,3840.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SPEAKER_00
3825.0,3855.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SPEAKER_00
