window_start,window_end,P11_TMA,P32_IMO,P21_AMP,P12_TGS,P24_ACO,P20_ACT,P100_OVERALL,P22_ASM,P31_ICM,P13_TSF,P33_IAM,P30_INTER,P23_ATM,P10_TRANS,speaker
15.0,45.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,SPEAKER_06
30.0,60.0,0,0,0,0,0,1,3,0,0,0,0,1,0,2,"SPEAKER_01, SPEAKER_06"
45.0,75.0,0,0,0,0,0,5,3,1,0,1,0,1,0,2,"SPEAKER_01, SPEAKER_06"
60.0,90.0,0,0,0,0,0,9,2,1,0,2,0,3,0,0,SPEAKER_01
75.0,105.0,0,0,0,0,0,8,4,0,0,4,0,5,0,5,SPEAKER_01
90.0,120.0,0,0,0,0,1,4,3,6,0,3,0,2,0,6,SPEAKER_01
105.0,135.0,1,0,0,0,1,7,1,6,0,2,0,1,0,7,SPEAKER_01
120.0,150.0,1,0,0,0,0,9,2,0,0,2,0,1,0,7,SPEAKER_01
135.0,165.0,0,0,0,0,0,5,2,0,0,1,0,0,0,1,"SPEAKER_01, SPEAKER_06"
150.0,180.0,0,0,0,0,0,2,1,1,0,2,0,0,0,1,"SPEAKER_01, SPEAKER_06"
165.0,195.0,0,0,0,0,0,2,0,1,0,1,0,1,0,1,"SPEAKER_01, SPEAKER_06"
180.0,210.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,SPEAKER_06
195.0,225.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,SPEAKER_06
210.0,240.0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,SPEAKER_06
225.0,255.0,1,0,1,0,0,5,1,0,0,3,0,1,0,0,"SPEAKER_01, SPEAKER_05, SPEAKER_06"
240.0,270.0,1,0,2,0,0,5,1,0,0,1,0,4,0,0,"SPEAKER_01, SPEAKER_05, SPEAKER_06"
255.0,285.0,0,0,1,0,0,3,3,0,0,1,0,4,0,0,SPEAKER_01
270.0,300.0,0,0,0,0,0,2,7,1,0,2,0,1,0,0,SPEAKER_01
285.0,315.0,0,0,0,0,0,1,5,2,0,2,0,0,1,2,"SPEAKER_01, SPEAKER_06"
300.0,330.0,0,0,0,0,0,1,1,1,0,1,0,1,1,3,"SPEAKER_01, SPEAKER_05, SPEAKER_06"
315.0,345.0,0,0,0,0,0,1,1,0,0,0,0,4,0,2,"SPEAKER_02, SPEAKER_05, SPEAKER_06"
330.0,360.0,0,0,0,0,0,1,0,0,0,0,2,6,0,1,"SPEAKER_02, SPEAKER_06"
345.0,375.0,0,0,1,0,0,0,0,1,0,0,2,8,0,1,"SPEAKER_02, SPEAKER_05"
360.0,390.0,0,0,1,0,0,1,1,1,0,0,0,7,0,1,"SPEAKER_02, SPEAKER_05, SPEAKER_06"
375.0,405.0,0,0,0,0,0,4,2,0,0,0,0,3,0,0,"SPEAKER_02, SPEAKER_06"
390.0,420.0,1,0,0,0,0,4,2,0,0,0,0,3,0,1,"SPEAKER_02, SPEAKER_04"
405.0,435.0,2,0,0,0,0,4,2,0,0,0,0,5,0,3,"SPEAKER_02, SPEAKER_04"
