window_start,window_end,P21_AMP,P100_OVERALL,P32_IMO,P31_ICM,P30_INTER,P23_ATM,P11_TMA,P10_TRANS,P33_IAM,P24_ACO,P22_ASM,P13_TSF,P12_TGS,P20_ACT,speaker
0.0,30.0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,SPEAKER_08
15.0,45.0,1,2,0,0,0,0,0,1,0,0,0,0,0,4,"SPEAKER_07, SPEAKER_08"
30.0,60.0,2,4,0,0,1,0,0,0,0,0,0,0,0,1,SPEAKER_07
45.0,75.0,2,4,0,0,2,0,0,1,1,0,0,0,0,1,SPEAKER_07
60.0,90.0,0,3,0,0,1,0,0,3,1,0,0,2,0,4,SPEAKER_07
75.0,105.0,0,1,0,0,1,0,0,2,0,0,1,3,0,11,SPEAKER_07
90.0,120.0,0,4,0,0,5,0,0,3,0,0,1,2,0,8,SPEAKER_07
105.0,135.0,0,4,0,0,4,0,0,5,0,1,4,3,0,4,SPEAKER_07
120.0,150.0,0,1,0,0,0,0,1,7,0,1,6,3,0,6,SPEAKER_07
135.0,165.0,0,1,0,0,1,0,1,8,0,0,2,1,0,4,SPEAKER_07
150.0,180.0,0,3,0,0,2,0,0,3,0,0,1,3,0,4,"SPEAKER_03, SPEAKER_07"
165.0,195.0,0,7,0,0,4,0,0,0,0,0,1,3,0,4,"SPEAKER_03, SPEAKER_07"
180.0,210.0,0,6,0,0,6,0,0,0,0,0,0,0,0,2,SPEAKER_03
195.0,225.0,0,3,0,0,4,0,0,0,0,0,0,0,0,1,SPEAKER_03
210.0,240.0,0,4,0,0,3,0,0,2,0,0,0,0,0,1,SPEAKER_03
225.0,255.0,0,4,0,0,9,0,0,4,0,0,0,0,0,1,"SPEAKER_02, SPEAKER_03, SPEAKER_10"
240.0,270.0,0,2,0,0,7,0,0,3,0,0,0,0,0,2,"SPEAKER_02, SPEAKER_03, SPEAKER_07, SPEAKER_10"
255.0,285.0,0,5,0,0,3,0,0,1,0,0,0,1,0,4,"SPEAKER_03, SPEAKER_07"
270.0,300.0,0,4,0,0,3,0,0,1,0,0,0,1,0,2,"SPEAKER_03, SPEAKER_07"
285.0,315.0,0,0,0,0,5,0,0,2,0,0,0,0,0,3,"SPEAKER_03, SPEAKER_10"
300.0,330.0,1,2,0,0,6,0,0,1,0,0,0,0,0,4,"SPEAKER_03, SPEAKER_10"
315.0,345.0,1,2,0,0,6,0,0,2,0,0,0,1,0,1,"SPEAKER_03, SPEAKER_08, SPEAKER_10"
330.0,360.0,2,1,0,0,8,0,0,2,0,0,0,1,0,0,"SPEAKER_03, SPEAKER_08, SPEAKER_10"
345.0,375.0,2,1,0,0,10,0,0,0,0,0,0,0,0,0,"SPEAKER_03, SPEAKER_08"
360.0,390.0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,SPEAKER_03
375.0,405.0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,SPEAKER_03
