window_start,window_end,P11_TMA,P32_IMO,P21_AMP,P12_TGS,P24_ACO,P20_ACT,P100_OVERALL,P22_ASM,P31_ICM,P13_TSF,P33_IAM,P30_INTER,P23_ATM,P10_TRANS,speaker
0.0,30.0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,SPEAKER_06
15.0,45.0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,SPEAKER_06
30.0,60.0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,"SPEAKER_00, SPEAKER_06"
45.0,75.0,0,0,2,0,0,1,4,0,0,0,0,0,0,1,"SPEAKER_00, SPEAKER_06"
60.0,90.0,0,0,0,0,0,3,4,0,0,1,1,1,0,3,"SPEAKER_00, SPEAKER_06"
75.0,105.0,0,0,0,0,0,5,2,1,0,2,1,1,0,2,"SPEAKER_00, SPEAKER_06"
90.0,120.0,0,0,0,0,0,9,0,1,0,3,0,3,0,0,SPEAKER_00
105.0,135.0,0,0,0,0,0,8,4,0,0,4,0,5,0,5,SPEAKER_00
120.0,150.0,0,0,0,0,1,4,4,6,0,3,0,2,0,6,SPEAKER_00
135.0,165.0,1,0,0,0,1,5,1,6,0,1,0,1,0,7,SPEAKER_00
150.0,180.0,1,0,0,0,0,6,2,0,0,3,0,2,0,7,"SPEAKER_00, SPEAKER_02"
165.0,195.0,0,0,0,0,0,4,5,1,0,3,0,1,0,1,"SPEAKER_00, SPEAKER_02, SPEAKER_06"
180.0,210.0,0,0,0,0,0,2,6,1,0,2,0,1,0,0,"SPEAKER_00, SPEAKER_02, SPEAKER_06"
195.0,225.0,0,0,0,0,0,2,5,0,0,0,0,1,0,0,"SPEAKER_02, SPEAKER_06"
210.0,240.0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,"SPEAKER_02, SPEAKER_06"
225.0,255.0,0,0,0,0,0,1,3,0,0,0,0,5,0,2,"SPEAKER_02, SPEAKER_06"
240.0,270.0,0,0,0,0,0,2,2,0,0,0,0,9,0,2,SPEAKER_02
255.0,285.0,0,0,0,0,0,2,4,0,0,1,0,4,0,2,"SPEAKER_00, SPEAKER_02"
270.0,300.0,0,0,0,0,0,3,7,0,0,1,0,3,0,2,"SPEAKER_00, SPEAKER_02"
285.0,315.0,0,0,0,0,0,3,4,0,0,0,0,3,0,2,"SPEAKER_00, SPEAKER_02, SPEAKER_06"
300.0,330.0,0,0,1,0,0,3,1,0,0,0,0,5,0,1,"SPEAKER_03, SPEAKER_06"
315.0,345.0,0,0,1,0,0,3,2,0,0,0,0,6,0,3,"SPEAKER_03, SPEAKER_06"
330.0,360.0,0,0,1,0,0,1,2,0,0,1,0,7,0,2,"SPEAKER_01, SPEAKER_02, SPEAKER_03, SPEAKER_06, SPEAKER_07"
345.0,375.0,0,0,2,0,0,0,1,0,0,1,0,10,0,0,"SPEAKER_01, SPEAKER_02, SPEAKER_07"
360.0,390.0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,SPEAKER_02
375.0,405.0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,"SPEAKER_02, SPEAKER_06, SPEAKER_07"
390.0,420.0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,"SPEAKER_02, SPEAKER_03, SPEAKER_06, SPEAKER_07"
405.0,435.0,0,0,0,0,0,10,1,0,0,2,0,5,1,4,"SPEAKER_00, SPEAKER_02, SPEAKER_03"
420.0,450.0,0,0,0,0,0,8,1,0,0,2,0,3,1,4,"SPEAKER_00, SPEAKER_02"
435.0,465.0,0,0,0,0,0,1,3,0,0,2,0,1,0,1,"SPEAKER_00, SPEAKER_02"
