speaker,window_start,window_end,P31_ICM,P24_ACO,P30_INTER,P100_OVERALL,P23_ATM,P13_TSF,P20_ACT,P21_AMP,P10_TRANS,P12_TGS,P11_TMA,P22_ASM,P32_IMO,P33_IAM
HCILab1,2145.0,2175.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HCILab1,2160.0,2190.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HCILab1,2235.0,2265.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
HCILab1,2250.0,2280.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
HCILab1,2265.0,2295.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
HCILab1,2280.0,2310.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab1,2295.0,2325.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HCILab1,2310.0,2340.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HCILab1,2325.0,2355.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab1,2340.0,2370.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab1,2400.0,2430.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab1,2415.0,2445.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab1,2475.0,2505.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab1,2490.0,2520.0,0,0,3,0,0,0,3,0,0,0,0,0,0,0
HCILab1,2505.0,2535.0,0,0,2,0,0,0,3,0,0,0,0,0,0,0
HCILab1,2550.0,2580.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HCILab1,2565.0,2595.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
HCILab1,2580.0,2610.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HCILab1,2610.0,2640.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HCILab1,2625.0,2655.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HCILab1,2640.0,2670.0,0,0,4,0,0,0,0,0,0,0,1,0,0,0
HCILab1,2655.0,2685.0,0,0,4,0,0,0,0,0,0,0,1,0,0,0
HCILab1,2670.0,2700.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
HCILab1,2685.0,2715.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
HCILab1,2700.0,2730.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
HCILab1,2715.0,2745.0,0,0,1,1,0,0,0,0,2,0,0,0,0,0
HCILab1,2730.0,2760.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
HCILab1,2820.0,2850.0,0,0,1,2,0,1,0,1,0,0,0,1,0,0
HCILab1,2835.0,2865.0,0,0,4,3,0,1,1,1,0,0,1,1,0,0
HCILab1,2850.0,2880.0,0,0,3,1,0,0,1,0,0,0,1,0,0,0
HCILab1,2985.0,3015.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
HCILab1,3000.0,3030.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
HCILab1,3045.0,3075.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
HCILab1,3060.0,3090.0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
HCILab1,3075.0,3105.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab1,3165.0,3195.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HCILab1,3180.0,3210.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HCILab1,3495.0,3525.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HCILab1,3510.0,3540.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
HCILab1,3525.0,3555.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
HCILab1,3540.0,3570.0,0,0,5,0,0,0,1,0,0,0,0,0,0,0
HCILab1,3555.0,3585.0,0,0,6,0,0,0,0,1,0,0,0,0,0,0
HCILab1,3570.0,3600.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
HCILab1,3585.0,3615.0,0,0,3,2,1,0,0,0,0,0,0,0,0,0
HCILab1,3600.0,3630.0,0,0,4,2,1,0,0,0,0,0,0,0,0,0
HCILab1,3615.0,3645.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
