window_start,window_end,P11_TMA,P32_IMO,P21_AMP,P12_TGS,P24_ACO,P20_ACT,P100_OVERALL,P22_ASM,P31_ICM,P13_TSF,P33_IAM,P30_INTER,P23_ATM,P10_TRANS,speaker
0.0,30.0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,"SPEAKER_00, SPEAKER_01"
15.0,45.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,SPEAKER_01
30.0,60.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"SPEAKER_01, SPEAKER_03"
45.0,75.0,0,0,1,0,0,2,5,0,0,0,0,2,1,2,"SPEAKER_01, SPEAKER_03"
60.0,90.0,0,0,1,0,0,1,5,0,0,0,0,2,0,2,SPEAKER_01
75.0,105.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,SPEAKER_01
90.0,120.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,SPEAKER_01
105.0,135.0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,"SPEAKER_01, SPEAKER_05"
120.0,150.0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,"SPEAKER_01, SPEAKER_05"
135.0,165.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,SPEAKER_01
150.0,180.0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,SPEAKER_01
165.0,195.0,0,0,0,0,0,2,3,0,0,0,0,3,0,0,"SPEAKER_01, SPEAKER_02"
180.0,210.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,"SPEAKER_01, SPEAKER_02"
195.0,225.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"SPEAKER_01, SPEAKER_02"
210.0,240.0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,SPEAKER_02
225.0,255.0,0,0,0,0,0,1,3,1,0,1,0,1,0,0,"SPEAKER_01, SPEAKER_02"
240.0,270.0,1,0,0,0,0,5,2,1,0,1,0,1,0,1,"SPEAKER_00, SPEAKER_01"
255.0,285.0,1,0,0,0,0,12,2,1,0,2,0,3,0,1,"SPEAKER_00, SPEAKER_01"
270.0,300.0,0,0,0,0,0,10,4,1,0,5,0,5,0,3,"SPEAKER_00, SPEAKER_01"
285.0,315.0,0,0,0,0,1,5,4,6,0,4,0,2,0,5,SPEAKER_01
300.0,330.0,1,0,0,0,1,4,3,5,0,1,0,1,0,6,"SPEAKER_00, SPEAKER_01"
315.0,345.0,1,0,0,0,0,3,3,0,0,1,0,1,0,5,"SPEAKER_00, SPEAKER_01, SPEAKER_04"
330.0,360.0,0,0,0,0,0,1,2,1,0,0,0,1,0,2,"SPEAKER_01, SPEAKER_03, SPEAKER_04"
345.0,375.0,0,0,0,0,0,1,2,1,0,0,0,2,0,2,"SPEAKER_03, SPEAKER_04"
360.0,390.0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,SPEAKER_03
375.0,405.0,0,0,1,0,0,2,3,0,0,0,0,2,0,2,"SPEAKER_03, SPEAKER_04"
390.0,420.0,0,0,1,0,0,4,4,0,0,0,0,1,0,2,"SPEAKER_03, SPEAKER_04"
405.0,435.0,0,0,0,0,0,2,2,0,0,0,0,3,0,1,"SPEAKER_02, SPEAKER_03"
420.0,450.0,0,0,0,0,0,0,3,0,0,0,0,5,0,2,"SPEAKER_00, SPEAKER_02, SPEAKER_03"
435.0,465.0,0,0,0,0,0,1,8,0,0,0,0,4,0,3,"SPEAKER_00, SPEAKER_02"
450.0,480.0,0,0,0,0,0,1,9,0,0,1,0,7,0,3,"SPEAKER_00, SPEAKER_02"
465.0,495.0,0,0,0,0,0,2,4,1,0,2,0,6,0,3,"SPEAKER_00, SPEAKER_02, SPEAKER_03"
480.0,510.0,0,0,0,0,0,3,2,2,0,2,0,1,0,4,"SPEAKER_00, SPEAKER_02, SPEAKER_03, SPEAKER_04"
495.0,525.0,0,0,0,0,0,2,1,1,0,2,0,1,0,4,"SPEAKER_00, SPEAKER_04"
510.0,540.0,0,0,0,0,0,2,0,0,0,3,0,2,0,2,"SPEAKER_00, SPEAKER_04"
525.0,555.0,0,0,0,0,0,1,2,0,0,2,0,2,0,1,"SPEAKER_02, SPEAKER_04"
540.0,570.0,0,0,1,0,0,2,3,0,0,0,0,3,0,2,"SPEAKER_02, SPEAKER_04"
555.0,585.0,0,0,1,0,0,4,3,1,0,0,0,3,0,2,"SPEAKER_02, SPEAKER_04"
570.0,600.0,0,0,0,0,0,4,3,1,0,0,0,4,0,1,SPEAKER_02
585.0,615.0,0,0,0,0,0,2,1,0,0,0,0,3,0,0,SPEAKER_02
600.0,630.0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,"SPEAKER_00, SPEAKER_02, SPEAKER_05"
615.0,645.0,0,0,0,0,0,0,3,0,0,0,0,3,0,2,"SPEAKER_00, SPEAKER_02, SPEAKER_03, SPEAKER_05"
630.0,660.0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,"SPEAKER_02, SPEAKER_03, SPEAKER_04"
645.0,675.0,0,0,0,0,0,0,0,2,0,2,0,1,0,2,"SPEAKER_02, SPEAKER_04"
660.0,690.0,0,0,0,1,0,0,1,3,0,0,0,4,0,0,"SPEAKER_00, SPEAKER_03, SPEAKER_04"
675.0,705.0,0,0,0,1,0,0,2,3,0,2,0,7,0,0,"SPEAKER_00, SPEAKER_03, SPEAKER_04"
690.0,720.0,0,2,0,0,1,3,2,2,0,2,0,5,0,0,"SPEAKER_02, SPEAKER_03, SPEAKER_04"
705.0,735.0,0,2,0,0,1,3,4,0,0,2,0,5,0,2,"SPEAKER_02, SPEAKER_03, SPEAKER_04"
720.0,750.0,0,0,0,0,0,0,7,0,0,3,0,7,0,2,"SPEAKER_00, SPEAKER_02, SPEAKER_03, SPEAKER_04"
735.0,765.0,0,0,0,0,0,1,5,1,0,1,0,5,0,0,"SPEAKER_00, SPEAKER_03"
750.0,780.0,0,0,0,0,0,1,2,1,0,0,0,1,0,1,"SPEAKER_00, SPEAKER_03"
765.0,795.0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,"SPEAKER_00, SPEAKER_03, SPEAKER_04"
780.0,810.0,0,0,0,0,0,0,2,1,0,0,1,3,0,1,"SPEAKER_00, SPEAKER_03, SPEAKER_04"
795.0,825.0,0,0,0,0,0,1,1,1,0,0,2,3,0,0,"SPEAKER_00, SPEAKER_03"
810.0,840.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,SPEAKER_03
825.0,855.0,0,0,0,0,0,1,0,0,0,2,0,2,0,2,"SPEAKER_03, SPEAKER_04"
840.0,870.0,0,0,1,0,0,1,3,2,0,1,0,4,0,2,"SPEAKER_03, SPEAKER_04"
855.0,885.0,0,0,1,1,0,1,3,3,0,1,0,10,0,1,"SPEAKER_00, SPEAKER_03, SPEAKER_04"
870.0,900.0,0,0,0,1,0,1,0,1,0,1,0,9,0,1,"SPEAKER_00, SPEAKER_03"
885.0,915.0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,SPEAKER_01
900.0,930.0,0,0,0,0,0,1,1,0,0,1,0,2,0,1,"SPEAKER_01, SPEAKER_03"
915.0,945.0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,"SPEAKER_02, SPEAKER_03"
930.0,960.0,0,0,0,0,0,8,0,2,0,0,0,3,0,1,"SPEAKER_02, SPEAKER_03"
945.0,975.0,0,0,0,0,0,10,0,2,0,0,0,3,0,0,"SPEAKER_02, SPEAKER_03"
960.0,990.0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,"SPEAKER_02, SPEAKER_03"
975.0,1005.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SPEAKER_00
990.0,1020.0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,"SPEAKER_00, SPEAKER_03"
1005.0,1035.0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,SPEAKER_03
1020.0,1050.0,0,0,0,0,0,1,0,0,0,1,0,4,0,1,"SPEAKER_02, SPEAKER_03"
1035.0,1065.0,0,0,0,0,0,1,1,0,0,0,0,6,0,1,"SPEAKER_02, SPEAKER_03"
1050.0,1080.0,0,0,0,0,0,0,3,0,0,1,0,2,0,2,"SPEAKER_02, SPEAKER_03, SPEAKER_04"
1065.0,1095.0,0,0,0,0,0,2,2,1,0,1,0,0,0,3,"SPEAKER_03, SPEAKER_04"
1080.0,1110.0,0,0,1,0,0,2,0,2,0,1,0,0,0,3,"SPEAKER_00, SPEAKER_03, SPEAKER_04"
1095.0,1125.0,0,0,1,0,0,1,0,1,0,1,0,0,0,4,"SPEAKER_00, SPEAKER_04"
1110.0,1140.0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,"SPEAKER_00, SPEAKER_03"
1125.0,1155.0,0,0,0,1,0,1,4,0,0,0,0,3,1,2,SPEAKER_03
1140.0,1170.0,0,0,0,1,0,1,4,1,0,0,0,3,1,2,"SPEAKER_00, SPEAKER_03, SPEAKER_04"
1155.0,1185.0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,"SPEAKER_00, SPEAKER_03, SPEAKER_04"
1170.0,1200.0,0,0,0,0,1,4,1,1,0,0,1,6,1,2,"SPEAKER_03, SPEAKER_04"
1185.0,1215.0,0,0,0,0,2,7,2,0,0,2,0,12,1,3,SPEAKER_03
1200.0,1230.0,0,0,0,0,1,4,3,0,0,3,0,8,0,3,"SPEAKER_00, SPEAKER_03, SPEAKER_04"
1215.0,1245.0,0,0,0,0,0,2,2,0,0,1,0,3,0,4,"SPEAKER_00, SPEAKER_03, SPEAKER_04"
1230.0,1260.0,0,0,0,0,1,2,0,0,0,1,0,2,0,2,"SPEAKER_02, SPEAKER_04"
1245.0,1275.0,0,0,0,0,1,1,1,0,0,1,0,2,0,2,"SPEAKER_02, SPEAKER_03, SPEAKER_04"
1260.0,1290.0,0,0,1,0,0,3,1,0,0,0,0,3,0,1,"SPEAKER_02, SPEAKER_03"
1275.0,1305.0,0,0,1,0,0,4,1,1,0,0,0,5,0,0,"SPEAKER_00, SPEAKER_02, SPEAKER_03"
1290.0,1320.0,0,0,0,0,0,3,1,1,0,0,0,5,0,1,"SPEAKER_00, SPEAKER_03"
1305.0,1335.0,0,0,0,0,0,2,0,0,0,0,0,3,0,4,"SPEAKER_03, SPEAKER_04"
1320.0,1350.0,0,0,0,0,0,1,1,0,0,0,0,1,0,4,"SPEAKER_03, SPEAKER_04"
