speaker,window_start,window_end,P10_TRANS,P20_ACT,P21_AMP,P12_TGS,P22_ASM,P100_OVERALL,P33_IAM,P23_ATM,P31_ICM,P11_TMA,P30_INTER,P13_TSF,P32_IMO,P24_ACO
HCILab1,135.0,165.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
HCILab1,150.0,180.0,1,1,0,0,0,1,0,0,0,0,2,0,0,1
HCILab1,165.0,195.0,2,1,2,0,0,1,0,0,0,0,0,1,0,1
HCILab1,180.0,210.0,2,1,2,0,0,1,0,0,0,0,0,1,0,1
HCILab1,195.0,225.0,1,2,2,0,0,0,0,0,0,1,2,0,0,0
HCILab1,210.0,240.0,0,2,0,0,0,0,0,0,0,1,2,0,0,0
HCILab1,285.0,315.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
HCILab1,300.0,330.0,1,2,0,0,0,3,0,0,0,0,1,0,0,0
HCILab1,315.0,345.0,1,0,0,0,0,5,0,0,0,0,4,0,0,0
HCILab1,330.0,360.0,0,0,1,0,0,3,0,0,0,0,4,0,0,0
HCILab1,345.0,375.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
HCILab1,360.0,390.0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
HCILab1,375.0,405.0,2,0,2,0,2,1,1,0,0,0,2,1,0,0
HCILab1,390.0,420.0,2,0,2,0,2,1,1,0,0,0,2,1,0,0
HCILab1,405.0,435.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
HCILab1,495.0,525.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
HCILab1,510.0,540.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
HCILab1,525.0,555.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
HCILab1,615.0,645.0,0,1,0,0,0,0,0,0,0,0,4,0,0,0
HCILab1,630.0,660.0,1,4,0,0,0,0,0,0,0,0,4,0,0,0
HCILab1,645.0,675.0,1,4,0,0,0,0,0,0,0,0,3,0,0,0
HCILab1,750.0,780.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HCILab1,765.0,795.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HCILab1,780.0,810.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HCILab1,795.0,825.0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
HCILab1,810.0,840.0,2,2,0,0,0,0,1,0,0,0,0,0,0,0
HCILab1,825.0,855.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
HCILab1,855.0,885.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
HCILab1,870.0,900.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
HCILab1,885.0,915.0,2,1,0,0,0,1,0,0,0,0,1,0,0,0
HCILab1,900.0,930.0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
HCILab1,915.0,945.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HCILab1,960.0,990.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HCILab1,975.0,1005.0,0,2,0,0,1,1,0,0,0,0,1,0,0,0
HCILab1,990.0,1020.0,2,3,0,0,1,2,0,0,0,0,1,0,0,0
HCILab1,1005.0,1035.0,5,1,0,0,0,3,0,0,0,0,0,0,0,0
HCILab1,1020.0,1050.0,4,0,0,0,0,3,0,0,0,0,2,0,0,0
HCILab1,1035.0,1065.0,0,2,0,0,0,2,0,0,0,0,2,0,0,0
HCILab1,1050.0,1080.0,0,4,0,0,0,1,0,0,0,0,1,0,0,0
HCILab1,1065.0,1095.0,0,4,0,0,0,1,0,0,0,0,2,0,0,0
HCILab1,1080.0,1110.0,0,2,0,0,0,1,0,0,0,0,1,0,0,0
HCILab1,1095.0,1125.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HCILab1,1125.0,1155.0,1,2,0,0,0,1,0,0,0,0,3,0,0,0
HCILab1,1140.0,1170.0,1,3,0,0,0,1,0,0,0,0,3,0,0,0
HCILab1,1155.0,1185.0,1,2,0,0,0,1,0,0,0,0,1,0,0,0
HCILab1,1170.0,1200.0,0,2,0,0,0,0,0,0,0,0,3,0,0,0
HCILab1,1185.0,1215.0,0,1,0,0,0,1,0,0,0,0,2,0,0,0
HCILab1,1200.0,1230.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
HCILab1,1230.0,1260.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
HCILab1,1245.0,1275.0,1,3,0,0,0,0,0,0,0,0,1,0,0,0
HCILab1,1260.0,1290.0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
HCILab1,1275.0,1305.0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
HCILab1,1320.0,1350.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HCILab1,1335.0,1365.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
HCILab1,1350.0,1380.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HCILab1,1395.0,1425.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HCILab1,1410.0,1440.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HCILab1,1425.0,1455.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HCILab1,1440.0,1470.0,1,2,0,0,1,2,0,0,0,0,1,0,0,0
HCILab1,1455.0,1485.0,1,2,0,0,1,5,0,0,0,0,1,0,0,0
HCILab1,1470.0,1500.0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
HCILab1,1485.0,1515.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HCILab1,1545.0,1575.0,0,1,0,0,0,2,0,0,0,0,3,0,0,0
HCILab1,1560.0,1590.0,0,2,0,0,0,2,0,0,0,0,3,0,0,0
HCILab1,1575.0,1605.0,0,2,0,0,0,1,0,0,0,0,2,0,0,0
HCILab1,1590.0,1620.0,0,2,0,0,0,1,0,0,0,0,3,0,0,0
HCILab1,1605.0,1635.0,1,3,0,0,0,2,0,0,0,0,4,0,0,0
HCILab1,1620.0,1650.0,1,3,0,0,0,2,0,0,0,0,4,0,0,0
HCILab1,1635.0,1665.0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
HCILab1,1650.0,1680.0,2,7,1,0,0,1,0,0,0,0,0,1,0,0
HCILab1,1665.0,1695.0,2,4,1,0,0,0,0,0,0,0,1,1,0,0
HCILab1,1680.0,1710.0,2,1,1,0,0,0,0,0,0,0,1,0,0,0
HCILab1,1695.0,1725.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HCILab1,1710.0,1740.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
HCILab1,1725.0,1755.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
HCILab1,1740.0,1770.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
HCILab1,1755.0,1785.0,3,3,0,0,0,1,0,1,0,0,0,0,0,0
HCILab1,1770.0,1800.0,2,3,0,0,0,1,0,1,0,0,0,0,0,0
HCILab1,1785.0,1815.0,1,3,0,0,0,1,0,1,0,0,2,0,0,0
HCILab1,1800.0,1830.0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
HCILab1,1815.0,1845.0,0,1,0,0,0,0,0,0,0,0,4,1,0,0
HCILab1,1830.0,1860.0,1,1,0,0,0,0,0,0,0,0,3,1,0,0
HCILab1,1845.0,1875.0,2,2,0,0,0,0,0,0,0,0,2,1,0,0
HCILab1,1860.0,1890.0,1,2,0,0,0,0,0,0,0,0,1,1,0,0
HCILab1,1875.0,1905.0,1,2,0,0,0,1,0,0,0,0,1,1,0,0
HCILab1,1890.0,1920.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HCILab1,1905.0,1935.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HCILab1,1950.0,1980.0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
HCILab1,1965.0,1995.0,0,4,0,0,1,1,0,0,0,0,0,0,0,0
HCILab1,1980.0,2010.0,0,3,0,0,1,1,0,0,0,0,0,0,0,0
HCILab1,1995.0,2025.0,0,2,0,0,1,1,0,0,0,0,0,0,0,0
