speaker,window_start,window_end,P10_TRANS,P20_ACT,P21_AMP,P12_TGS,P22_ASM,P100_OVERALL,P33_IAM,P23_ATM,P31_ICM,P11_TMA,P30_INTER,P13_TSF,P32_IMO,P24_ACO
Lasse,30.0,60.0,3,3,0,0,0,2,0,0,0,0,0,1,0,0
Lasse,45.0,75.0,3,10,0,0,1,2,0,0,0,0,1,1,0,0
Lasse,60.0,90.0,3,9,0,0,1,4,0,0,0,0,5,2,0,0
Lasse,75.0,105.0,5,3,0,0,1,4,0,0,0,0,4,4,0,1
Lasse,90.0,120.0,7,5,0,0,6,2,0,0,0,1,2,3,0,1
Lasse,105.0,135.0,8,4,0,0,5,1,0,0,0,1,1,1,0,1
Lasse,120.0,150.0,6,4,0,0,0,1,0,0,0,1,2,1,0,0
Lasse,135.0,165.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Lasse,150.0,180.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
