speaker,window_start,window_end,P10_TRANS,P20_ACT,P21_AMP,P12_TGS,P22_ASM,P100_OVERALL,P33_IAM,P23_ATM,P31_ICM,P11_TMA,P30_INTER,P13_TSF,P32_IMO,P24_ACO
CSLLaptop,90.0,120.0,0,0,1,0,0,1,0,0,0,0,2,0,0,0
CSLLaptop,105.0,135.0,0,0,1,0,0,1,0,0,0,0,3,0,0,0
CSLLaptop,120.0,150.0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
CSLLaptop,405.0,435.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
CSLLaptop,420.0,450.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
CSLLaptop,525.0,555.0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
CSLLaptop,540.0,570.0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
CSLLaptop,585.0,615.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
CSLLaptop,600.0,630.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
CSLLaptop,690.0,720.0,1,2,0,0,0,1,0,0,0,0,1,0,0,0
CSLLaptop,705.0,735.0,1,2,0,0,0,1,0,0,0,0,1,0,0,0
CSLLaptop,780.0,810.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
CSLLaptop,795.0,825.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
CSLLaptop,810.0,840.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
CSLLaptop,870.0,900.0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
CSLLaptop,885.0,915.0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
CSLLaptop,900.0,930.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CSLLaptop,915.0,945.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CSLLaptop,930.0,960.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CSLLaptop,1020.0,1050.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
CSLLaptop,1035.0,1065.0,2,1,0,0,0,1,0,0,0,0,1,0,0,0
CSLLaptop,1050.0,1080.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CSLLaptop,1200.0,1230.0,0,2,0,0,1,1,0,0,0,0,3,0,0,0
CSLLaptop,1215.0,1245.0,0,2,0,0,1,1,0,0,0,0,3,0,0,0
CSLLaptop,1305.0,1335.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
CSLLaptop,1320.0,1350.0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
CSLLaptop,1335.0,1365.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
