speaker,window_start,window_end,P10_TRANS,P20_ACT,P21_AMP,P12_TGS,P22_ASM,P100_OVERALL,P33_IAM,P23_ATM,P31_ICM,P11_TMA,P30_INTER,P13_TSF,P32_IMO,P24_ACO
CSLLaptop,1470.0,1500.0,2,2,0,0,0,0,0,0,0,0,1,1,0,0
CSLLaptop,1485.0,1515.0,2,4,0,0,0,0,0,0,0,0,1,1,0,0
CSLLaptop,1500.0,1530.0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
CSLLaptop,1515.0,1545.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CSLLaptop,1605.0,1635.0,2,0,0,0,0,0,0,0,0,0,2,0,0,0
CSLLaptop,1620.0,1650.0,3,0,0,0,0,2,0,0,0,0,6,0,0,0
CSLLaptop,1635.0,1665.0,2,0,0,0,0,2,0,0,0,0,6,0,0,0
CSLLaptop,1650.0,1680.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
CSLLaptop,1665.0,1695.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CSLLaptop,1725.0,1755.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CSLLaptop,1740.0,1770.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
CSLLaptop,1755.0,1785.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
CSLLaptop,1815.0,1845.0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
CSLLaptop,1830.0,1860.0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
CSLLaptop,1920.0,1950.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
CSLLaptop,1935.0,1965.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
CSLLaptop,1950.0,1980.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
CSLLaptop,2130.0,2160.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
CSLLaptop,2145.0,2175.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
CSLLaptop,2220.0,2250.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CSLLaptop,2235.0,2265.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
CSLLaptop,2250.0,2280.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CSLLaptop,2295.0,2325.0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
CSLLaptop,2310.0,2340.0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
CSLLaptop,2610.0,2640.0,1,1,1,0,0,1,0,0,0,0,1,2,0,0
CSLLaptop,2625.0,2655.0,1,1,1,0,0,1,0,0,0,0,1,2,0,0
CSLLaptop,2640.0,2670.0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
CSLLaptop,2655.0,2685.0,0,1,0,0,1,0,0,0,0,0,2,0,0,1
CSLLaptop,2670.0,2700.0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
CSLLaptop,2685.0,2715.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
CSLLaptop,2775.0,2805.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
CSLLaptop,2790.0,2820.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
CSLLaptop,2880.0,2910.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
CSLLaptop,2895.0,2925.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
CSLLaptop,3060.0,3090.0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
CSLLaptop,3075.0,3105.0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
CSLLaptop,3120.0,3150.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
CSLLaptop,3135.0,3165.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
CSLLaptop,3150.0,3180.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CSLLaptop,3165.0,3195.0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
CSLLaptop,3180.0,3210.0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
CSLLaptop,3240.0,3270.0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
CSLLaptop,3255.0,3285.0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
CSLLaptop,3285.0,3315.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
CSLLaptop,3300.0,3330.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
CSLLaptop,3420.0,3450.0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
CSLLaptop,3435.0,3465.0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
CSLLaptop,3570.0,3600.0,1,1,0,0,0,2,0,0,0,0,1,0,0,0
CSLLaptop,3585.0,3615.0,1,1,0,0,0,2,0,0,0,0,1,0,0,0
CSLLaptop,3600.0,3630.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
CSLLaptop,3675.0,3705.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
CSLLaptop,3690.0,3720.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
