speaker,window_start,window_end,P31_ICM,P24_ACO,P30_INTER,P100_OVERALL,P23_ATM,P13_TSF,P20_ACT,P21_AMP,P10_TRANS,P12_TGS,P11_TMA,P22_ASM,P32_IMO,P33_IAM
CSLPC,345.0,375.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
CSLPC,360.0,390.0,0,0,4,5,0,0,2,0,3,0,0,0,0,0
CSLPC,375.0,405.0,0,0,9,5,0,1,2,0,2,0,0,0,0,0
CSLPC,390.0,420.0,0,0,7,1,0,2,1,0,1,0,0,1,0,0
CSLPC,405.0,435.0,0,0,1,0,0,1,1,0,1,0,0,1,0,0
CSLPC,450.0,480.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CSLPC,465.0,495.0,0,0,3,3,0,0,1,0,1,0,0,0,0,0
CSLPC,480.0,510.0,0,0,6,5,0,0,3,0,1,0,0,1,0,0
CSLPC,495.0,525.0,0,0,4,4,0,0,3,0,0,0,0,3,0,0
CSLPC,510.0,540.0,0,0,1,1,0,0,1,0,0,0,0,2,0,0
CSLPC,615.0,645.0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
CSLPC,630.0,660.0,0,0,0,1,0,0,2,0,1,0,0,0,2,0
CSLPC,645.0,675.0,0,0,0,1,0,0,0,0,1,0,0,0,2,0
CSLPC,660.0,690.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CSLPC,840.0,870.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
CSLPC,855.0,885.0,0,0,2,0,0,0,5,0,0,0,0,2,0,0
CSLPC,870.0,900.0,0,0,2,0,0,0,5,0,0,0,0,1,0,0
CSLPC,885.0,915.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CSLPC,960.0,990.0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
CSLPC,975.0,1005.0,0,0,3,2,0,0,0,0,0,0,0,0,0,0
CSLPC,990.0,1020.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
CSLPC,1065.0,1095.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CSLPC,1080.0,1110.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
CSLPC,1095.0,1125.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CSLPC,1140.0,1170.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
CSLPC,1155.0,1185.0,0,0,3,0,0,0,2,0,0,0,0,0,0,0
CSLPC,1170.0,1200.0,0,1,1,0,0,0,2,0,0,0,0,0,0,0
CSLPC,1185.0,1215.0,0,1,2,1,0,0,2,1,1,0,0,0,0,0
CSLPC,1200.0,1230.0,0,0,3,3,0,0,2,1,1,0,0,0,0,0
CSLPC,1215.0,1245.0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
CSLPC,1365.0,1395.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
CSLPC,1380.0,1410.0,0,0,0,1,0,0,3,0,1,0,0,0,0,0
CSLPC,1395.0,1425.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
CSLPC,1560.0,1590.0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
CSLPC,1575.0,1605.0,0,0,7,4,0,0,2,0,0,0,0,0,0,0
CSLPC,1590.0,1620.0,0,0,13,5,0,0,1,0,0,0,0,0,0,0
CSLPC,1605.0,1635.0,0,0,8,1,0,0,0,0,0,0,0,0,0,0
CSLPC,1725.0,1755.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
CSLPC,1740.0,1770.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
CSLPC,1770.0,1800.0,0,0,3,3,0,0,2,0,0,0,0,0,0,0
CSLPC,1785.0,1815.0,0,0,6,3,0,0,4,0,1,0,2,1,0,0
CSLPC,1800.0,1830.0,0,0,5,2,0,0,3,0,2,0,2,1,0,0
CSLPC,1815.0,1845.0,0,0,2,2,0,0,1,0,1,0,0,0,0,0
CSLPC,1995.0,2025.0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
CSLPC,2010.0,2040.0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
CSLPC,2025.0,2055.0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
CSLPC,2040.0,2070.0,0,0,1,2,0,0,2,0,1,0,0,1,0,0
CSLPC,2055.0,2085.0,0,0,5,1,0,1,1,0,2,0,0,1,0,0
CSLPC,2070.0,2100.0,0,0,4,1,0,1,1,0,1,0,0,0,0,0
CSLPC,2085.0,2115.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CSLPC,2145.0,2175.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CSLPC,2160.0,2190.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CSLPC,2175.0,2205.0,0,0,3,1,0,0,1,0,0,0,0,0,0,0
CSLPC,2190.0,2220.0,0,0,8,2,0,1,3,0,0,0,0,0,0,0
CSLPC,2205.0,2235.0,0,0,6,2,0,1,2,0,0,0,0,0,0,0
CSLPC,2220.0,2250.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
CSLPC,2235.0,2265.0,0,0,1,1,0,0,1,0,1,0,0,1,0,0
CSLPC,2250.0,2280.0,0,0,2,1,0,0,1,0,1,0,0,1,0,0
CSLPC,2265.0,2295.0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
CSLPC,2280.0,2310.0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
CSLPC,2310.0,2340.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CSLPC,2325.0,2355.0,0,0,0,1,0,4,1,0,0,0,0,1,0,0
