speaker,window_start,window_end,P31_ICM,P24_ACO,P30_INTER,P100_OVERALL,P23_ATM,P13_TSF,P20_ACT,P21_AMP,P10_TRANS,P12_TGS,P11_TMA,P22_ASM,P32_IMO,P33_IAM
CSLPC,2340.0,2370.0,0,0,0,1,0,3,1,0,0,0,0,1,0,0
CSLPC,2355.0,2385.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CSLPC,2370.0,2400.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CSLPC,2385.0,2415.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CSLPC,2400.0,2430.0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
CSLPC,2415.0,2445.0,0,0,5,2,0,0,3,0,1,0,0,0,0,0
CSLPC,2430.0,2460.0,0,0,4,2,0,0,2,0,1,0,0,0,0,0
CSLPC,2445.0,2475.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CSLPC,2490.0,2520.0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
CSLPC,2505.0,2535.0,0,0,1,2,0,0,1,0,0,0,0,1,0,0
CSLPC,2520.0,2550.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
CSLPC,2550.0,2580.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
CSLPC,2565.0,2595.0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
CSLPC,2580.0,2610.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CSLPC,2700.0,2730.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CSLPC,2715.0,2745.0,0,0,2,1,0,0,0,0,1,0,0,0,0,0
CSLPC,2730.0,2760.0,0,0,2,1,0,0,1,1,5,0,0,2,0,0
CSLPC,2745.0,2775.0,0,0,1,1,0,0,1,1,4,0,0,2,0,0
CSLPC,2760.0,2790.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CSLPC,2835.0,2865.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
CSLPC,2850.0,2880.0,0,0,1,1,0,0,1,0,3,0,0,1,0,0
CSLPC,2865.0,2895.0,0,0,2,1,0,2,1,0,2,0,0,1,0,0
CSLPC,2880.0,2910.0,0,0,4,1,0,2,0,0,0,0,0,0,0,0
CSLPC,2895.0,2925.0,0,0,7,3,0,0,3,0,0,0,0,1,0,0
CSLPC,2910.0,2940.0,0,0,7,2,0,0,4,0,1,0,1,1,0,0
CSLPC,2925.0,2955.0,0,0,2,0,0,0,1,0,1,0,1,0,0,0
CSLPC,2940.0,2970.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
CSLPC,2955.0,2985.0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
CSLPC,2970.0,3000.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
CSLPC,3000.0,3030.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
CSLPC,3015.0,3045.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
CSLPC,3030.0,3060.0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
CSLPC,3045.0,3075.0,0,0,0,2,0,0,2,0,0,0,0,2,0,0
CSLPC,3060.0,3090.0,0,0,0,0,0,0,2,1,0,0,0,1,0,0
CSLPC,3075.0,3105.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CSLPC,3090.0,3120.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CSLPC,3105.0,3135.0,0,0,2,3,0,0,2,0,0,0,0,0,0,0
CSLPC,3120.0,3150.0,0,0,2,3,0,0,3,0,0,0,0,0,0,0
CSLPC,3135.0,3165.0,0,0,3,1,0,0,1,0,0,0,0,0,0,0
CSLPC,3150.0,3180.0,0,0,5,5,0,0,1,0,1,0,0,0,0,0
CSLPC,3165.0,3195.0,0,0,5,4,0,0,2,0,1,0,0,0,0,0
CSLPC,3180.0,3210.0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
CSLPC,3195.0,3225.0,0,0,1,2,0,0,0,0,1,0,0,0,0,0
CSLPC,3210.0,3240.0,0,0,1,2,0,0,0,0,1,0,0,0,0,0
CSLPC,3240.0,3270.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
CSLPC,3255.0,3285.0,0,0,4,0,0,0,0,0,2,0,0,1,0,0
CSLPC,3270.0,3300.0,0,0,1,1,0,0,0,0,2,0,0,1,0,0
CSLPC,3285.0,3315.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
CSLPC,3300.0,3330.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CSLPC,3375.0,3405.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CSLPC,3390.0,3420.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
CSLPC,3405.0,3435.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CSLPC,3480.0,3510.0,0,0,1,3,0,0,2,1,0,0,0,0,0,0
CSLPC,3495.0,3525.0,0,0,1,3,0,0,2,1,0,0,0,0,0,0
CSLPC,3675.0,3705.0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
CSLPC,3690.0,3720.0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
CSLPC,3810.0,3840.0,0,0,0,1,0,0,2,0,0,0,0,1,0,0
CSLPC,3825.0,3855.0,0,0,0,1,0,0,2,0,0,0,0,1,0,0
