speaker,window_start,window_end,P10_TRANS,P20_ACT,P21_AMP,P12_TGS,P22_ASM,P100_OVERALL,P33_IAM,P23_ATM,P31_ICM,P11_TMA,P30_INTER,P13_TSF,P32_IMO,P24_ACO
HCILab1,1725.0,1755.0,0,1,0,0,0,1,0,0,0,0,5,2,0,0
HCILab1,1740.0,1770.0,1,1,0,0,0,4,0,0,0,0,6,1,0,0
HCILab1,1755.0,1785.0,1,0,0,0,1,3,0,0,0,0,2,0,0,0
HCILab1,1770.0,1800.0,1,0,0,0,1,3,0,0,0,0,2,0,0,0
HCILab1,1800.0,1830.0,2,2,0,0,0,3,0,0,0,0,2,0,0,0
HCILab1,1815.0,1845.0,3,3,0,0,0,3,0,0,0,1,3,0,0,0
HCILab1,1830.0,1860.0,3,4,0,0,0,4,0,0,1,1,2,0,0,0
HCILab1,1845.0,1875.0,1,3,0,0,0,1,0,0,1,1,4,0,0,0
HCILab1,1860.0,1890.0,1,3,1,0,0,3,0,0,0,0,5,0,0,0
HCILab1,1875.0,1905.0,1,6,1,0,0,5,0,0,0,0,6,0,0,0
HCILab1,1890.0,1920.0,0,5,0,0,0,3,0,0,0,0,4,0,0,0
HCILab1,1905.0,1935.0,1,2,0,0,1,1,0,0,0,0,3,1,0,0
HCILab1,1920.0,1950.0,1,0,0,0,1,2,0,0,0,0,2,1,0,0
HCILab1,1935.0,1965.0,1,0,0,0,0,2,0,0,0,0,0,1,0,0
HCILab1,1965.0,1995.0,0,2,0,0,1,1,0,0,0,0,4,0,0,0
HCILab1,1980.0,2010.0,0,2,0,0,1,1,0,0,0,0,6,0,0,0
HCILab1,1995.0,2025.0,1,0,0,0,0,0,0,0,0,0,3,1,0,0
HCILab1,2010.0,2040.0,1,1,0,0,0,1,0,0,0,0,1,1,0,0
HCILab1,2025.0,2055.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
HCILab1,2055.0,2085.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
HCILab1,2070.0,2100.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
HCILab1,2085.0,2115.0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
HCILab1,2100.0,2130.0,1,2,1,0,0,1,0,1,0,0,5,1,0,0
HCILab1,2115.0,2145.0,3,0,2,1,0,1,0,1,0,0,5,2,0,0
HCILab1,2130.0,2160.0,3,0,2,1,0,0,0,0,0,0,4,2,0,0
HCILab1,2145.0,2175.0,3,0,0,1,0,2,0,0,0,0,2,0,0,0
HCILab1,2160.0,2190.0,1,0,0,1,0,2,0,0,0,0,2,0,0,0
HCILab1,2175.0,2205.0,1,0,0,1,0,1,0,0,0,0,2,0,0,0
HCILab1,2205.0,2235.0,2,2,0,0,0,0,1,0,0,0,1,1,0,0
HCILab1,2220.0,2250.0,2,2,0,0,0,0,1,0,0,0,1,1,0,0
HCILab1,2235.0,2265.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HCILab1,2250.0,2280.0,0,1,0,1,0,3,0,0,0,0,5,0,0,0
HCILab1,2265.0,2295.0,0,2,0,1,0,4,0,0,0,0,8,1,0,0
HCILab1,2280.0,2310.0,0,2,0,1,0,2,0,0,0,0,8,1,0,0
HCILab1,2295.0,2325.0,0,1,0,0,0,1,0,0,0,0,3,0,0,0
HCILab1,2355.0,2385.0,0,2,0,0,0,1,0,0,0,0,2,1,0,0
HCILab1,2370.0,2400.0,1,3,0,0,0,2,0,0,0,0,3,1,0,0
HCILab1,2385.0,2415.0,1,4,0,0,0,2,0,0,1,0,4,1,0,0
HCILab1,2400.0,2430.0,0,1,0,0,0,1,0,0,1,0,3,0,0,0
HCILab1,2430.0,2460.0,2,2,0,0,1,0,0,0,0,0,1,0,0,0
HCILab1,2445.0,2475.0,2,2,0,0,1,0,0,0,0,0,1,0,0,0
HCILab1,2460.0,2490.0,3,4,0,0,1,2,0,0,0,0,8,0,0,0
HCILab1,2475.0,2505.0,3,2,0,0,0,3,1,0,0,0,11,0,0,0
HCILab1,2490.0,2520.0,3,2,0,0,0,3,1,0,0,0,11,0,0,0
HCILab1,2505.0,2535.0,1,0,0,0,0,1,1,0,0,0,2,0,0,0
HCILab1,2520.0,2550.0,2,1,0,1,0,0,0,0,0,0,0,1,0,0
HCILab1,2535.0,2565.0,3,1,0,1,0,1,0,0,0,0,3,1,0,0
HCILab1,2550.0,2580.0,3,0,0,1,0,3,0,0,0,0,3,1,0,0
HCILab1,2565.0,2595.0,1,0,0,0,0,3,0,0,0,0,2,0,0,0
HCILab1,2580.0,2610.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HCILab1,2595.0,2625.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HCILab1,2610.0,2640.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HCILab1,2625.0,2655.0,1,0,0,0,0,1,0,0,0,0,6,0,0,0
HCILab1,2640.0,2670.0,1,0,0,0,0,1,0,0,0,0,5,0,0,0
HCILab1,2655.0,2685.0,1,0,0,0,0,1,0,0,0,0,3,0,0,0
HCILab1,2670.0,2700.0,0,1,0,0,0,2,0,0,0,0,5,0,0,1
HCILab1,2685.0,2715.0,0,1,0,0,0,2,0,0,0,0,4,0,0,1
HCILab1,2700.0,2730.0,3,1,0,0,0,3,0,0,0,0,3,0,0,0
HCILab1,2715.0,2745.0,3,0,0,0,0,1,0,0,0,0,2,0,0,0
HCILab1,2745.0,2775.0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
HCILab1,2760.0,2790.0,1,1,1,1,0,1,0,0,0,0,3,0,0,0
HCILab1,2775.0,2805.0,1,1,1,1,0,2,0,0,0,0,3,0,0,0
HCILab1,2790.0,2820.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
HCILab1,2805.0,2835.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
HCILab1,2820.0,2850.0,0,3,0,0,0,0,0,0,0,0,1,0,0,0
HCILab1,2835.0,2865.0,0,2,0,0,0,1,0,0,0,0,2,0,0,0
HCILab1,2850.0,2880.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
HCILab1,2865.0,2895.0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
HCILab1,2880.0,2910.0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
HCILab1,2895.0,2925.0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
HCILab1,2910.0,2940.0,1,0,0,0,0,0,0,0,0,0,5,0,0,0
HCILab1,2925.0,2955.0,2,0,0,0,1,2,0,0,0,0,7,0,0,0
HCILab1,2940.0,2970.0,1,0,0,0,1,2,0,0,0,0,5,0,0,0
HCILab1,2955.0,2985.0,1,2,0,0,1,1,0,0,0,0,2,0,0,0
HCILab1,2970.0,3000.0,1,2,0,0,1,1,0,0,0,0,1,0,0,0
HCILab1,2985.0,3015.0,1,4,0,1,1,2,0,0,0,0,4,0,0,0
HCILab1,3000.0,3030.0,0,4,0,1,0,2,0,0,0,0,6,0,0,0
HCILab1,3015.0,3045.0,0,2,0,0,0,3,0,0,0,0,6,2,0,0
HCILab1,3030.0,3060.0,0,0,0,0,0,3,0,0,0,0,4,2,0,0
HCILab1,3045.0,3075.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
HCILab1,3060.0,3090.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
HCILab1,3165.0,3195.0,0,0,0,0,1,1,0,0,0,0,2,0,0,0
HCILab1,3180.0,3210.0,0,0,0,0,1,1,1,0,0,0,2,0,0,0
HCILab1,3195.0,3225.0,0,0,0,0,1,2,1,0,0,0,2,0,0,0
HCILab1,3210.0,3240.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
HCILab1,3255.0,3285.0,0,2,0,0,0,1,0,0,0,0,1,0,0,0
HCILab1,3270.0,3300.0,0,2,0,0,0,1,0,0,0,0,1,0,0,0
HCILab1,3285.0,3315.0,1,2,0,1,0,3,0,0,0,0,0,0,0,0
HCILab1,3300.0,3330.0,2,2,0,2,0,4,0,0,0,0,1,1,0,0
HCILab1,3315.0,3345.0,4,0,0,1,0,1,0,0,0,0,3,1,0,0
HCILab1,3330.0,3360.0,5,1,0,1,0,2,0,0,0,0,3,1,0,0
HCILab1,3345.0,3375.0,7,2,0,0,0,3,0,1,0,0,2,0,0,0
HCILab1,3360.0,3390.0,5,4,0,0,0,3,0,2,0,0,2,1,0,0
HCILab1,3375.0,3405.0,3,2,0,0,0,5,0,2,0,0,6,1,0,0
HCILab1,3390.0,3420.0,0,0,0,0,0,2,0,0,0,0,5,0,0,0
HCILab1,3405.0,3435.0,0,1,0,0,0,3,0,0,0,0,2,0,0,0
HCILab1,3420.0,3450.0,0,3,1,0,0,1,0,0,0,0,2,0,0,0
HCILab1,3435.0,3465.0,1,5,1,0,0,2,0,0,1,0,3,0,0,0
HCILab1,3450.0,3480.0,4,5,1,0,0,4,0,0,1,0,4,0,0,0
HCILab1,3465.0,3495.0,9,3,1,0,0,5,0,1,0,0,4,0,0,0
HCILab1,3480.0,3510.0,7,2,0,0,0,3,0,1,0,0,2,0,0,0
HCILab1,3510.0,3540.0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
HCILab1,3525.0,3555.0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
HCILab1,3540.0,3570.0,1,2,0,0,1,3,0,1,0,0,7,2,0,0
HCILab1,3555.0,3585.0,1,3,0,0,1,4,0,1,0,0,7,2,0,0
HCILab1,3570.0,3600.0,1,3,0,0,2,6,1,1,0,0,10,2,0,0
HCILab1,3585.0,3615.0,0,0,0,0,1,2,1,0,0,0,5,0,0,0
HCILab1,3600.0,3630.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
HCILab1,3615.0,3645.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HCILab1,3630.0,3660.0,0,2,0,0,0,2,0,0,0,0,2,0,0,0
HCILab1,3645.0,3675.0,0,2,0,0,1,3,0,0,0,0,3,0,0,0
HCILab1,3660.0,3690.0,3,2,0,0,2,1,0,0,0,0,3,0,0,0
HCILab1,3675.0,3705.0,3,2,0,0,1,0,0,0,0,0,2,0,0,0
HCILab1,3690.0,3720.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HCILab1,3705.0,3735.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HCILab1,3735.0,3765.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
HCILab1,3750.0,3780.0,1,3,1,0,0,2,0,0,0,0,1,0,0,0
HCILab1,3765.0,3795.0,1,3,1,0,1,2,0,0,0,0,3,0,0,0
HCILab1,3780.0,3810.0,1,1,0,0,1,1,0,0,0,0,5,0,0,0
HCILab1,3795.0,3825.0,1,1,0,0,2,0,0,0,0,0,5,1,0,0
HCILab1,3810.0,3840.0,3,1,0,0,1,1,0,0,0,0,4,1,0,0
HCILab1,3825.0,3855.0,3,0,0,0,0,1,0,0,0,0,3,0,0,0
HCILab1,3840.0,3870.0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
HCILab1,3855.0,3885.0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
HCILab1,3915.0,3945.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HCILab1,3930.0,3960.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
