speaker,window_start,window_end,P10_TRANS,P20_ACT,P21_AMP,P12_TGS,P22_ASM,P100_OVERALL,P33_IAM,P23_ATM,P31_ICM,P11_TMA,P30_INTER,P13_TSF,P32_IMO,P24_ACO
HCILab2,0.0,30.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
HCILab2,15.0,45.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HCILab2,255.0,285.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HCILab2,270.0,300.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
HCILab2,285.0,315.0,0,1,0,0,0,2,0,0,0,0,1,0,0,0
HCILab2,300.0,330.0,1,3,1,0,0,1,0,0,0,0,1,1,0,0
HCILab2,315.0,345.0,1,2,1,0,0,0,0,0,0,0,1,1,0,0
HCILab2,405.0,435.0,3,1,0,0,1,1,0,0,0,0,2,2,0,0
HCILab2,420.0,450.0,3,1,0,0,1,1,0,0,0,0,2,2,0,0
HCILab2,435.0,465.0,2,3,0,0,1,1,0,0,0,0,2,3,0,0
HCILab2,450.0,480.0,1,2,0,0,0,0,0,0,0,0,2,2,0,0
HCILab2,465.0,495.0,1,2,0,0,0,0,0,0,0,0,2,2,0,0
HCILab2,480.0,510.0,1,1,0,0,0,3,0,0,0,0,1,0,0,0
HCILab2,495.0,525.0,1,1,0,0,0,3,0,0,0,0,1,0,0,0
HCILab2,525.0,555.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
HCILab2,540.0,570.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
HCILab2,555.0,585.0,2,0,0,0,1,0,0,0,0,0,0,2,0,0
HCILab2,570.0,600.0,2,0,0,0,2,0,0,0,0,0,0,2,0,0
HCILab2,585.0,615.0,1,0,0,0,2,0,0,0,0,0,1,1,0,0
HCILab2,600.0,630.0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
HCILab2,615.0,645.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
HCILab2,630.0,660.0,0,0,1,0,0,1,0,0,0,0,4,3,0,0
HCILab2,645.0,675.0,0,0,1,0,0,1,0,0,0,0,4,3,0,0
HCILab2,690.0,720.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HCILab2,705.0,735.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HCILab2,750.0,780.0,2,1,0,0,0,0,0,0,0,0,2,1,0,0
HCILab2,765.0,795.0,2,1,1,0,1,1,0,0,0,0,3,1,0,0
HCILab2,780.0,810.0,1,0,1,0,1,1,0,0,0,0,2,1,0,0
HCILab2,795.0,825.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
HCILab2,975.0,1005.0,2,0,0,0,0,2,0,0,0,0,0,1,0,0
HCILab2,990.0,1020.0,3,2,1,0,1,2,0,0,0,0,1,1,0,0
HCILab2,1005.0,1035.0,3,2,2,0,2,0,0,0,0,0,1,0,0,0
HCILab2,1020.0,1050.0,3,1,1,0,1,0,0,0,0,0,0,1,0,0
HCILab2,1035.0,1065.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HCILab2,1095.0,1125.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HCILab2,1110.0,1140.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HCILab2,1125.0,1155.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
HCILab2,1140.0,1170.0,3,1,1,0,0,1,0,0,0,0,2,1,0,1
HCILab2,1155.0,1185.0,4,1,1,0,0,1,0,0,0,0,4,2,0,1
HCILab2,1170.0,1200.0,4,1,0,0,0,0,0,0,0,0,3,2,0,0
HCILab2,1230.0,1260.0,4,1,0,0,0,0,0,0,0,0,1,0,0,0
HCILab2,1245.0,1275.0,4,1,0,0,0,0,0,0,0,0,1,0,0,0
HCILab2,1260.0,1290.0,3,0,0,0,0,1,0,0,0,0,0,0,0,0
HCILab2,1275.0,1305.0,0,2,0,0,0,3,0,0,0,0,2,0,0,0
HCILab2,1290.0,1320.0,1,2,0,0,0,2,0,0,0,0,2,0,0,0
HCILab2,1305.0,1335.0,1,1,0,0,1,0,0,0,0,0,2,0,0,0
HCILab2,1320.0,1350.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HCILab2,1335.0,1365.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HCILab2,1350.0,1380.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HCILab2,1485.0,1515.0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
HCILab2,1500.0,1530.0,3,0,0,0,0,0,0,0,0,0,2,0,0,0
HCILab2,1515.0,1545.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
HCILab2,1530.0,1560.0,2,1,0,0,0,1,0,0,0,0,1,2,0,0
HCILab2,1545.0,1575.0,2,1,0,0,0,1,0,0,0,0,1,2,0,0
HCILab2,1560.0,1590.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HCILab2,1575.0,1605.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HCILab2,1605.0,1635.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HCILab2,1620.0,1650.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
HCILab2,1635.0,1665.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HCILab2,1905.0,1935.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HCILab2,1920.0,1950.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HCILab2,1935.0,1965.0,1,1,0,0,0,0,0,0,0,0,2,0,0,0
HCILab2,1950.0,1980.0,1,1,0,0,0,0,0,0,0,0,3,1,0,0
HCILab2,1965.0,1995.0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
HCILab2,1980.0,2010.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
